entity_type,id_a,name_a,id_b,name_b,key_a,key_b,resemblance,measure,merged,documents_a,documents_b
company,co0047,"KSBL-TSE JOINT VENTURE ( JVCA Partners [Business Share]: Khan and Sons (Bangladesh) Limited [51.000%] , T.S Enterprise [49.000%] )",co0241,M/S. Khan Enterprise,KSBL TSE JOINT VENTURE JVCA PARTNERS BUSINESS SHARE KHAN AND SONS BANGLADESH LIMITED 51 000 T S ENTERPRISE 49 000,KHAN ENTERPRISE,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_1060890.pdf,Contract_Awards_PDFs/Tender_727612.pdf
company,co0053,M/S Sunny Construction,co0118,M/S. Sany Construction,SUNNY CONSTRUCTION,SANY CONSTRUCTION,differs by at most two characters,edit distance <= 2,no,Contract_Awards_PDFs/Tender_1074002.pdf;Contract_Awards_PDFs/Tender_1146506.pdf;Contract_Awards_PDFs/Tender_1147755.pdf;Contract_Awards_PDFs/Tender_517916.pdf;Contract_Awards_PDFs/Tender_536846.pdf,Contract_Awards_PDFs/Tender_162060.pdf;Contract_Awards_PDFs/Tender_199368.pdf;Contract_Awards_PDFs/Tender_236241.pdf;Contract_Awards_PDFs/Tender_236242.pdf;Contract_Awards_PDFs/Tender_248616.pdf
company,co0053,M/S Sunny Construction,co0193,"Mazid Sons - Sunny Construction JV ( JVCA Partners [Business Share]: Mazid Sons Construction Ltd. [51.000%] , M/S Sunny Construction [49.000%] )",SUNNY CONSTRUCTION,MAZID SONS SUNNY CONSTRUCTION JV JVCA PARTNERS BUSINESS SHARE MAZID SONS CONSTRUCTION LTD 51 000 M S SUNNY CONSTRUCTION 49 000,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_1074002.pdf;Contract_Awards_PDFs/Tender_1146506.pdf;Contract_Awards_PDFs/Tender_1147755.pdf;Contract_Awards_PDFs/Tender_517916.pdf;Contract_Awards_PDFs/Tender_536846.pdf,Contract_Awards_PDFs/Tender_505037.pdf
company,co0053,M/S Sunny Construction,co0257,"SUNNY-RS-TML JV ( JVCA Partners [Business Share]: M/S Sunny Construction [50.000%] , TRADEMAJESTIC LIMITED [25.000%] , M/S. R.S ENTERPRISE [25.000%] )",SUNNY CONSTRUCTION,SUNNY RS TML JV JVCA PARTNERS BUSINESS SHARE M S SUNNY CONSTRUCTION 50 000 TRADEMAJESTIC LIMITED 25 000 M S R S ENTERPRISE 25 000,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_1074002.pdf;Contract_Awards_PDFs/Tender_1146506.pdf;Contract_Awards_PDFs/Tender_1147755.pdf;Contract_Awards_PDFs/Tender_517916.pdf;Contract_Awards_PDFs/Tender_536846.pdf,Contract_Awards_PDFs/Tender_848555.pdf
company,co0053,M/S Sunny Construction,co0283,"UCC-SC JV ( JVCA Partners [Business Share]: M/S Sunny Construction [60.000%] , The United Construction Co. [40.000%] )",SUNNY CONSTRUCTION,UCC SC JV JVCA PARTNERS BUSINESS SHARE M S SUNNY CONSTRUCTION 60 000 THE UNITED CONSTRUCTION CO 40 000,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_1074002.pdf;Contract_Awards_PDFs/Tender_1146506.pdf;Contract_Awards_PDFs/Tender_1147755.pdf;Contract_Awards_PDFs/Tender_517916.pdf;Contract_Awards_PDFs/Tender_536846.pdf,Contract_Awards_PDFs/Tender_935084.pdf
company,co0053,M/S Sunny Construction,co0285,"NDE-UCC-SC JV ( JVCA Partners [Business Share]: M/S Sunny Construction [35.000%] , NATIONAL DEVELOPMENT ENGINEERS LTD. [40.000%] , The United Construction Co. [25.000%] )",SUNNY CONSTRUCTION,NDE UCC SC JV JVCA PARTNERS BUSINESS SHARE M S SUNNY CONSTRUCTION 35 000 NATIONAL DEVELOPMENT ENGINEERS LTD 40 000 THE UNITED CONSTRUCTION CO 25 000,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_1074002.pdf;Contract_Awards_PDFs/Tender_1146506.pdf;Contract_Awards_PDFs/Tender_1147755.pdf;Contract_Awards_PDFs/Tender_517916.pdf;Contract_Awards_PDFs/Tender_536846.pdf,Contract_Awards_PDFs/Tender_935093.pdf
company,co0054,NATIONAL DEVELOPMENT ENGINEERS LTD.,co0260,"National Development Engineers Ltd. - M/S. Niaz Traders JV (NDE-NT JV) ( JVCA Partners [Business Share]: NATIONAL DEVELOPMENT ENGINEERS LTD. [20.000%] , M/S. Niaz Traders [80.000%] )",NATIONAL DEVELOPMENT ENGINEERS LTD,NATIONAL DEVELOPMENT ENGINEERS LTD M S NIAZ TRADERS JV NDE NT JV JVCA PARTNERS BUSINESS SHARE NATIONAL DEVELOPMENT ENGINEERS LTD 20 000 M S NIAZ TRADERS 80 000,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_1074661.pdf;Contract_Awards_PDFs/Tender_448324.pdf;Contract_Awards_PDFs/Tender_597090.pdf,Contract_Awards_PDFs/Tender_857646.pdf
company,co0054,NATIONAL DEVELOPMENT ENGINEERS LTD.,co0285,"NDE-UCC-SC JV ( JVCA Partners [Business Share]: M/S Sunny Construction [35.000%] , NATIONAL DEVELOPMENT ENGINEERS LTD. [40.000%] , The United Construction Co. [25.000%] )",NATIONAL DEVELOPMENT ENGINEERS LTD,NDE UCC SC JV JVCA PARTNERS BUSINESS SHARE M S SUNNY CONSTRUCTION 35 000 NATIONAL DEVELOPMENT ENGINEERS LTD 40 000 THE UNITED CONSTRUCTION CO 25 000,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_1074661.pdf;Contract_Awards_PDFs/Tender_448324.pdf;Contract_Awards_PDFs/Tender_597090.pdf,Contract_Awards_PDFs/Tender_935093.pdf
company,co0057,DAFFODIL ELECTRIC COMPANY LIMITED,co0100,Daffodil Electric Company,DAFFODIL ELECTRIC COMPANY LIMITED,DAFFODIL ELECTRIC COMPANY,identical once legal-form words are set aside,,no,Contract_Awards_PDFs/Tender_1083479.pdf,Contract_Awards_PDFs/Tender_125042.pdf;Contract_Awards_PDFs/Tender_125294.pdf;Contract_Awards_PDFs/Tender_888828.pdf
company,co0059,The United Construction Co.,co0283,"UCC-SC JV ( JVCA Partners [Business Share]: M/S Sunny Construction [60.000%] , The United Construction Co. [40.000%] )",THE UNITED CONSTRUCTION CO,UCC SC JV JVCA PARTNERS BUSINESS SHARE M S SUNNY CONSTRUCTION 60 000 THE UNITED CONSTRUCTION CO 40 000,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_1094618.pdf;Contract_Awards_PDFs/Tender_209736.pdf,Contract_Awards_PDFs/Tender_935084.pdf
company,co0059,The United Construction Co.,co0285,"NDE-UCC-SC JV ( JVCA Partners [Business Share]: M/S Sunny Construction [35.000%] , NATIONAL DEVELOPMENT ENGINEERS LTD. [40.000%] , The United Construction Co. [25.000%] )",THE UNITED CONSTRUCTION CO,NDE UCC SC JV JVCA PARTNERS BUSINESS SHARE M S SUNNY CONSTRUCTION 35 000 NATIONAL DEVELOPMENT ENGINEERS LTD 40 000 THE UNITED CONSTRUCTION CO 25 000,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_1094618.pdf;Contract_Awards_PDFs/Tender_209736.pdf,Contract_Awards_PDFs/Tender_935093.pdf
company,co0075,M/S HOSSAIN ENTERPRISE,co0306,"IH-RSE-SHJ (JV) ( JVCA Partners [Business Share]: M/S Saiful Hasan Joarder [25.000%] , M/S R. S. Enterprise [35.000%] , M/S ISMAIL HOSSAIN [40.000%] )",HOSSAIN ENTERPRISE,IH RSE SHJ JV JVCA PARTNERS BUSINESS SHARE M S SAIFUL HASAN JOARDER 25 000 M S R S ENTERPRISE 35 000 M S ISMAIL HOSSAIN 40 000,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_1142188.pdf,Contract_Awards_PDFs/Tender_975516.pdf
company,co0075,M/S HOSSAIN ENTERPRISE,co0309,"IH-RSE (JV) ( JVCA Partners [Business Share]: M/S R. S. Enterprise [60.000%] , M/S ISMAIL HOSSAIN [40.000%] )",HOSSAIN ENTERPRISE,IH RSE JV JVCA PARTNERS BUSINESS SHARE M S R S ENTERPRISE 60 000 M S ISMAIL HOSSAIN 40 000,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_1142188.pdf,Contract_Awards_PDFs/Tender_991635.pdf
company,co0076,M/S. R S A TRADE INTERNATIONAL,co0282,S. R. Trade International,R S A TRADE INTERNATIONAL,S R TRADE INTERNATIONAL,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_114570.pdf,Contract_Awards_PDFs/Tender_935064.pdf;Contract_Awards_PDFs/Tender_951146.pdf
company,co0096,M/S. Dawn Corporation,co0187,"SA-TANNI-DAWN-JV ( JVCA Partners [Business Share]: M/S. Dawn Corporation [42.000%] , M/S. S. A. Enterprise [32.000%] , M/S. TANNI ENTERPRISE [26.000%] )",DAWN CORPORATION,SA TANNI DAWN JV JVCA PARTNERS BUSINESS SHARE M S DAWN CORPORATION 42 000 M S S A ENTERPRISE 32 000 M S TANNI ENTERPRISE 26 000,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_1225896.pdf,Contract_Awards_PDFs/Tender_476407.pdf
company,co0096,M/S. Dawn Corporation,co0248,"M.A.H Construction Ltd,RAB-RC(PVT)Ltd and Dawn Corporation JV ( JVCA Partners [Business Share]: M/S. Dawn Corporation [0.000%] , RAB-RC (PVT) LIMITED [0.000%] , M.A.H. CONSTRUCTION LTD. [0.000%] )",DAWN CORPORATION,M A H CONSTRUCTION LTD RAB RC PVT LTD AND DAWN CORPORATION JV JVCA PARTNERS BUSINESS SHARE M S DAWN CORPORATION 0 000 RAB RC PVT LIMITED 0 000 M A H CONSTRUCTION LTD 0 000,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_1225896.pdf,Contract_Awards_PDFs/Tender_79395.pdf;Contract_Awards_PDFs/Tender_80585.pdf;Contract_Awards_PDFs/Tender_80586.pdf;Contract_Awards_PDFs/Tender_98112.pdf
company,co0097,B & S ENGINEERING,co0156,PS Engineering,B S ENGINEERING,PS ENGINEERING,differs by at most two characters,edit distance <= 2,no,Contract_Awards_PDFs/Tender_1231413.pdf,Contract_Awards_PDFs/Tender_291722.pdf
company,co0098,MAA Enterprise,co0236,H.A Enterprise,MAA ENTERPRISE,H A ENTERPRISE,differs by at most two characters,edit distance <= 2,no,Contract_Awards_PDFs/Tender_1234511.pdf,Contract_Awards_PDFs/Tender_681465.pdf;Contract_Awards_PDFs/Tender_808097.pdf;Contract_Awards_PDFs/Tender_925988.pdf;Contract_Awards_PDFs/Tender_963987.pdf
company,co0110,M/s. Halim Enterprise.,co0137,M/S Habib Enterprise,HALIM ENTERPRISE,HABIB ENTERPRISE,differs by at most two characters,edit distance <= 2,no,Contract_Awards_PDFs/Tender_144571.pdf;Contract_Awards_PDFs/Tender_214561.pdf;Contract_Awards_PDFs/Tender_329551.pdf,Contract_Awards_PDFs/Tender_201012.pdf;Contract_Awards_PDFs/Tender_201451.pdf
company,co0113,M/S. Brothers Construction,co0218,"SCL-LB-KEC JV ( JVCA Partners [Business Share]: M/S. KARIM ENTERPRISE & CONSTRUCTION [30.000%] , Sun Flower Construction Ltd. [40.000%] , M/S LABON & BROTHERS [30.000%] )",BROTHERS CONSTRUCTION,SCL LB KEC JV JVCA PARTNERS BUSINESS SHARE M S KARIM ENTERPRISE CONSTRUCTION 30 000 SUN FLOWER CONSTRUCTION LTD 40 000 M S LABON BROTHERS 30 000,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_149115.pdf;Contract_Awards_PDFs/Tender_149117.pdf;Contract_Awards_PDFs/Tender_149118.pdf,Contract_Awards_PDFs/Tender_617807.pdf
company,co0113,M/S. Brothers Construction,co0277,"RNYB Ltd - A.T Construction JV. JV. ( JVCA Partners [Business Share]: RN Yakub & Brothers Private Limited. [51.000%] , M/S. A.T. Construction [49.000%] )",BROTHERS CONSTRUCTION,RNYB LTD A T CONSTRUCTION JV JV JVCA PARTNERS BUSINESS SHARE RN YAKUB BROTHERS PRIVATE LIMITED 51 000 M S A T CONSTRUCTION 49 000,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_149115.pdf;Contract_Awards_PDFs/Tender_149117.pdf;Contract_Awards_PDFs/Tender_149118.pdf,Contract_Awards_PDFs/Tender_917088.pdf
company,co0116,Rafiq Construction Co. (Pvt.) Ltd.,co0158,"Rafiq Construction Co. (Pvt.) Ltd and M/S Shafique & Sons Consortium ( JVCA Partners [Business Share]: M/s Shafique and Sons [49.000%] , Rafiq Construction Co. (Pvt.) Ltd. [51.000%] )",RAFIQ CONSTRUCTION CO PVT LTD,RAFIQ CONSTRUCTION CO PVT LTD AND M S SHAFIQUE SONS CONSORTIUM JVCA PARTNERS BUSINESS SHARE M S SHAFIQUE AND SONS 49 000 RAFIQ CONSTRUCTION CO PVT LTD 51 000,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_151177.pdf;Contract_Awards_PDFs/Tender_595833.pdf,Contract_Awards_PDFs/Tender_293004.pdf
company,co0116,Rafiq Construction Co. (Pvt.) Ltd.,co0184,"Rafiq Construction Co. (Pvt.) Ltd. - Haider & Co-Momotaj Engineers Ltd (JV) ( JVCA Partners [Business Share]: HAIDER & CO. [25.000%] , Momotaj Engineers Ltd. [25.000%] , Rafiq Construction Co. (Pvt.) Ltd. [50.000%] )",RAFIQ CONSTRUCTION CO PVT LTD,RAFIQ CONSTRUCTION CO PVT LTD HAIDER CO MOMOTAJ ENGINEERS LTD JV JVCA PARTNERS BUSINESS SHARE HAIDER CO 25 000 MOMOTAJ ENGINEERS LTD 25 000 RAFIQ CONSTRUCTION CO PVT LTD 50 000,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_151177.pdf;Contract_Awards_PDFs/Tender_595833.pdf,Contract_Awards_PDFs/Tender_476403.pdf
company,co0116,Rafiq Construction Co. (Pvt.) Ltd.,co0262,"SS-RC (JV) ( JVCA Partners [Business Share]: Rafiq Construction Co. (Pvt.) Ltd. [60.000%] , M/S. Sharif & Sons [40.000%] )",RAFIQ CONSTRUCTION CO PVT LTD,SS RC JV JVCA PARTNERS BUSINESS SHARE RAFIQ CONSTRUCTION CO PVT LTD 60 000 M S SHARIF SONS 40 000,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_151177.pdf;Contract_Awards_PDFs/Tender_595833.pdf,Contract_Awards_PDFs/Tender_860503.pdf
company,co0118,M/S. Sany Construction,co0176,M/S. Sapna Construction,SANY CONSTRUCTION,SAPNA CONSTRUCTION,differs by at most two characters,edit distance <= 2,no,Contract_Awards_PDFs/Tender_162060.pdf;Contract_Awards_PDFs/Tender_199368.pdf;Contract_Awards_PDFs/Tender_236241.pdf;Contract_Awards_PDFs/Tender_236242.pdf;Contract_Awards_PDFs/Tender_248616.pdf,Contract_Awards_PDFs/Tender_431690.pdf
company,co0119,"Fire Trade - M/s Khandaker Shahin Ahmed JV ( JVCA Partners [Business Share]: M/S. Khandaker Shahin Ahmed [0.000%] , Fire Trade [0.000%] )",co0151,M/S. Khandaker Shahin Ahmed,FIRE TRADE M S KHANDAKER SHAHIN AHMED JV JVCA PARTNERS BUSINESS SHARE M S KHANDAKER SHAHIN AHMED 0 000 FIRE TRADE 0 000,KHANDAKER SHAHIN AHMED,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_162590.pdf,Contract_Awards_PDFs/Tender_277364.pdf
company,co0123,M/S Nur Enterprise,co0276,R R Enterprise,NUR ENTERPRISE,R R ENTERPRISE,differs by at most two characters,edit distance <= 2,no,Contract_Awards_PDFs/Tender_171570.pdf,Contract_Awards_PDFs/Tender_916128.pdf;Contract_Awards_PDFs/Tender_925146.pdf;Contract_Awards_PDFs/Tender_937128.pdf
company,co0123,M/S Nur Enterprise,co0284,"Nur Enterprise-Amin Trading Corporation JV ( JVCA Partners [Business Share]: M/S Nur Enterprise [51.000%] , M/S. AMIN TRADING CORPORATION [49.000%] )",NUR ENTERPRISE,NUR ENTERPRISE AMIN TRADING CORPORATION JV JVCA PARTNERS BUSINESS SHARE M S NUR ENTERPRISE 51 000 M S AMIN TRADING CORPORATION 49 000,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_171570.pdf,Contract_Awards_PDFs/Tender_935090.pdf
company,co0129,MOZAHAR ENTERPRISE (PVT.) LTD.,co0174,"MOZAHAR ENTERPRISE (PVT.) LTD. & M/S REZA ENTERPRISE-JV ( JVCA Partners [Business Share]: M/S REZA ENTERPRISE [90.000%] , MOZAHAR ENTERPRISE (PVT.) LTD. [10.000%] )",MOZAHAR ENTERPRISE PVT LTD,MOZAHAR ENTERPRISE PVT LTD M S REZA ENTERPRISE JV JVCA PARTNERS BUSINESS SHARE M S REZA ENTERPRISE 90 000 MOZAHAR ENTERPRISE PVT LTD 10 000,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_174712.pdf,Contract_Awards_PDFs/Tender_427863.pdf
company,co0129,MOZAHAR ENTERPRISE (PVT.) LTD.,co0186,"MEPL-RE JV. ( JVCA Partners [Business Share]: M/S REZA ENTERPRISE [90.000%] , MOZAHAR ENTERPRISE (PVT.) LTD. [10.000%] )",MOZAHAR ENTERPRISE PVT LTD,MEPL RE JV JVCA PARTNERS BUSINESS SHARE M S REZA ENTERPRISE 90 000 MOZAHAR ENTERPRISE PVT LTD 10 000,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_174712.pdf,Contract_Awards_PDFs/Tender_476406.pdf
company,co0132,M/S. R.S. Enterprise,co0201,"SC & ARE JV ( JVCA Partners [Business Share]: M/S. A. R. Enterprise [49.000%] , M/S. Sapna Construction [51.000%] )",R S ENTERPRISE,SC ARE JV JVCA PARTNERS BUSINESS SHARE M S A R ENTERPRISE 49 000 M S SAPNA CONSTRUCTION 51 000,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_189939.pdf,Contract_Awards_PDFs/Tender_528758.pdf
company,co0132,M/S. R.S. Enterprise,co0215,M/s J S Enterprise,R S ENTERPRISE,J S ENTERPRISE,differs by at most two characters,edit distance <= 2,no,Contract_Awards_PDFs/Tender_189939.pdf,Contract_Awards_PDFs/Tender_614376.pdf;Contract_Awards_PDFs/Tender_863109.pdf
company,co0132,M/S. R.S. Enterprise,co0236,H.A Enterprise,R S ENTERPRISE,H A ENTERPRISE,differs by at most two characters,edit distance <= 2,no,Contract_Awards_PDFs/Tender_189939.pdf,Contract_Awards_PDFs/Tender_681465.pdf;Contract_Awards_PDFs/Tender_808097.pdf;Contract_Awards_PDFs/Tender_925988.pdf;Contract_Awards_PDFs/Tender_963987.pdf
company,co0132,M/S. R.S. Enterprise,co0257,"SUNNY-RS-TML JV ( JVCA Partners [Business Share]: M/S Sunny Construction [50.000%] , TRADEMAJESTIC LIMITED [25.000%] , M/S. R.S ENTERPRISE [25.000%] )",R S ENTERPRISE,SUNNY RS TML JV JVCA PARTNERS BUSINESS SHARE M S SUNNY CONSTRUCTION 50 000 TRADEMAJESTIC LIMITED 25 000 M S R S ENTERPRISE 25 000,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_189939.pdf,Contract_Awards_PDFs/Tender_848555.pdf
company,co0132,M/S. R.S. Enterprise,co0276,R R Enterprise,R S ENTERPRISE,R R ENTERPRISE,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_189939.pdf,Contract_Awards_PDFs/Tender_916128.pdf;Contract_Awards_PDFs/Tender_925146.pdf;Contract_Awards_PDFs/Tender_937128.pdf
company,co0132,M/S. R.S. Enterprise,co0306,"IH-RSE-SHJ (JV) ( JVCA Partners [Business Share]: M/S Saiful Hasan Joarder [25.000%] , M/S R. S. Enterprise [35.000%] , M/S ISMAIL HOSSAIN [40.000%] )",R S ENTERPRISE,IH RSE SHJ JV JVCA PARTNERS BUSINESS SHARE M S SAIFUL HASAN JOARDER 25 000 M S R S ENTERPRISE 35 000 M S ISMAIL HOSSAIN 40 000,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_189939.pdf,Contract_Awards_PDFs/Tender_975516.pdf
company,co0132,M/S. R.S. Enterprise,co0309,"IH-RSE (JV) ( JVCA Partners [Business Share]: M/S R. S. Enterprise [60.000%] , M/S ISMAIL HOSSAIN [40.000%] )",R S ENTERPRISE,IH RSE JV JVCA PARTNERS BUSINESS SHARE M S R S ENTERPRISE 60 000 M S ISMAIL HOSSAIN 40 000,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_189939.pdf,Contract_Awards_PDFs/Tender_991635.pdf
company,co0139,"Rithin Enterprise and Kohinoor Enterprise J.V ( JVCA Partners [Business Share]: M/S. Kohinoor Enterprise [0.000%] , Rithin Enterprise [0.000%] )",co0215,M/s J S Enterprise,RITHIN ENTERPRISE AND KOHINOOR ENTERPRISE J V JVCA PARTNERS BUSINESS SHARE M S KOHINOOR ENTERPRISE 0 000 RITHIN ENTERPRISE 0 000,J S ENTERPRISE,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_207700.pdf,Contract_Awards_PDFs/Tender_614376.pdf;Contract_Awards_PDFs/Tender_863109.pdf
company,co0139,"Rithin Enterprise and Kohinoor Enterprise J.V ( JVCA Partners [Business Share]: M/S. Kohinoor Enterprise [0.000%] , Rithin Enterprise [0.000%] )",co0229,Rithin Enterprise,RITHIN ENTERPRISE AND KOHINOOR ENTERPRISE J V JVCA PARTNERS BUSINESS SHARE M S KOHINOOR ENTERPRISE 0 000 RITHIN ENTERPRISE 0 000,RITHIN ENTERPRISE,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_207700.pdf,Contract_Awards_PDFs/Tender_658227.pdf
company,co0153,M/S. Monir Traders,co0233,"M/s. SS & MT (JV) ( JVCA Partners [Business Share]: M/S. Monir Traders [49.000%] , M/S. Sharif & Sons [51.000%] )",MONIR TRADERS,SS MT JV JVCA PARTNERS BUSINESS SHARE M S MONIR TRADERS 49 000 M S SHARIF SONS 51 000,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_277368.pdf,Contract_Awards_PDFs/Tender_671805.pdf
company,co0161,MAHABUB BROTHERS(PVT)LIMITED,co0209,"Ataur Rahman Khan Ltd & Mahabub Brothers (Pvt) Ltd JV ( JVCA Partners [Business Share]: MAHABUB BROTHERS(PVT)LIMITED [49.000%] , Ataur Rahman Khan Ltd. [51.000%] )",MAHABUB BROTHERS PVT LIMITED,ATAUR RAHMAN KHAN LTD MAHABUB BROTHERS PVT LTD JV JVCA PARTNERS BUSINESS SHARE MAHABUB BROTHERS PVT LIMITED 49 000 ATAUR RAHMAN KHAN LTD 51 000,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_311188.pdf;Contract_Awards_PDFs/Tender_312479.pdf;Contract_Awards_PDFs/Tender_783087.pdf,Contract_Awards_PDFs/Tender_581310.pdf
company,co0162,"MRC-Techbay-JV ( JVCA Partners [Business Share]: M/s. M.R. Construction [49.000%] , Techbay International [51.000%] )",co0251,M/S S.R Construction,MRC TECHBAY JV JVCA PARTNERS BUSINESS SHARE M S M R CONSTRUCTION 49 000 TECHBAY INTERNATIONAL 51 000,S R CONSTRUCTION,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_312476.pdf,Contract_Awards_PDFs/Tender_827087.pdf;Contract_Awards_PDFs/Tender_835847.pdf
company,co0162,"MRC-Techbay-JV ( JVCA Partners [Business Share]: M/s. M.R. Construction [49.000%] , Techbay International [51.000%] )",co0270,M/s. M.R. Construction,MRC TECHBAY JV JVCA PARTNERS BUSINESS SHARE M S M R CONSTRUCTION 49 000 TECHBAY INTERNATIONAL 51 000,M R CONSTRUCTION,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_312476.pdf,Contract_Awards_PDFs/Tender_870250.pdf
company,co0174,"MOZAHAR ENTERPRISE (PVT.) LTD. & M/S REZA ENTERPRISE-JV ( JVCA Partners [Business Share]: M/S REZA ENTERPRISE [90.000%] , MOZAHAR ENTERPRISE (PVT.) LTD. [10.000%] )",co0177,M/S REZA ENTERPRISE,MOZAHAR ENTERPRISE PVT LTD M S REZA ENTERPRISE JV JVCA PARTNERS BUSINESS SHARE M S REZA ENTERPRISE 90 000 MOZAHAR ENTERPRISE PVT LTD 10 000,REZA ENTERPRISE,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_427863.pdf,Contract_Awards_PDFs/Tender_431702.pdf
company,co0174,"MOZAHAR ENTERPRISE (PVT.) LTD. & M/S REZA ENTERPRISE-JV ( JVCA Partners [Business Share]: M/S REZA ENTERPRISE [90.000%] , MOZAHAR ENTERPRISE (PVT.) LTD. [10.000%] )",co0186,"MEPL-RE JV. ( JVCA Partners [Business Share]: M/S REZA ENTERPRISE [90.000%] , MOZAHAR ENTERPRISE (PVT.) LTD. [10.000%] )",MOZAHAR ENTERPRISE PVT LTD M S REZA ENTERPRISE JV JVCA PARTNERS BUSINESS SHARE M S REZA ENTERPRISE 90 000 MOZAHAR ENTERPRISE PVT LTD 10 000,MEPL RE JV JVCA PARTNERS BUSINESS SHARE M S REZA ENTERPRISE 90 000 MOZAHAR ENTERPRISE PVT LTD 10 000,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_427863.pdf,Contract_Awards_PDFs/Tender_476406.pdf
company,co0176,M/S. Sapna Construction,co0201,"SC & ARE JV ( JVCA Partners [Business Share]: M/S. A. R. Enterprise [49.000%] , M/S. Sapna Construction [51.000%] )",SAPNA CONSTRUCTION,SC ARE JV JVCA PARTNERS BUSINESS SHARE M S A R ENTERPRISE 49 000 M S SAPNA CONSTRUCTION 51 000,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_431690.pdf,Contract_Awards_PDFs/Tender_528758.pdf
company,co0177,M/S REZA ENTERPRISE,co0180,"HSL-RE JV. ( JVCA Partners [Business Share]: Hasan & Sons Ltd. [10.000%] , M/S REZA ENTERPRISE [90.000%] )",REZA ENTERPRISE,HSL RE JV JVCA PARTNERS BUSINESS SHARE HASAN SONS LTD 10 000 M S REZA ENTERPRISE 90 000,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_431702.pdf,Contract_Awards_PDFs/Tender_446869.pdf;Contract_Awards_PDFs/Tender_447380.pdf
company,co0177,M/S REZA ENTERPRISE,co0186,"MEPL-RE JV. ( JVCA Partners [Business Share]: M/S REZA ENTERPRISE [90.000%] , MOZAHAR ENTERPRISE (PVT.) LTD. [10.000%] )",REZA ENTERPRISE,MEPL RE JV JVCA PARTNERS BUSINESS SHARE M S REZA ENTERPRISE 90 000 MOZAHAR ENTERPRISE PVT LTD 10 000,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_431702.pdf,Contract_Awards_PDFs/Tender_476406.pdf
company,co0182,M/S. T.J Construction,co0251,M/S S.R Construction,T J CONSTRUCTION,S R CONSTRUCTION,differs by at most two characters,edit distance <= 2,no,Contract_Awards_PDFs/Tender_471795.pdf;Contract_Awards_PDFs/Tender_550266.pdf;Contract_Awards_PDFs/Tender_550267.pdf;Contract_Awards_PDFs/Tender_669151.pdf,Contract_Awards_PDFs/Tender_827087.pdf;Contract_Awards_PDFs/Tender_835847.pdf
company,co0182,M/S. T.J Construction,co0270,M/s. M.R. Construction,T J CONSTRUCTION,M R CONSTRUCTION,differs by at most two characters,edit distance <= 2,no,Contract_Awards_PDFs/Tender_471795.pdf;Contract_Awards_PDFs/Tender_550266.pdf;Contract_Awards_PDFs/Tender_550267.pdf;Contract_Awards_PDFs/Tender_669151.pdf,Contract_Awards_PDFs/Tender_870250.pdf
