entity_type,id_a,name_a,id_b,name_b,key_a,key_b,resemblance,measure,merged,documents_a,documents_b
company,co0185,"M/s. Udyan Builders-Starlite Services Ltd-Convoy Service JV ( JVCA Partners [Business Share]: M/S Udayan Builders [40.000%] , CONVOY SERVICE [25.000%] , Starlite Services Limited [35.000%] )",co0188,"Udayan-Starlite-Convoy JV ( JVCA Partners [Business Share]: M/S Udayan Builders [35.000%] , CONVOY SERVICE [25.000%] , Starlite Services Limited [40.000%] )",UDYAN BUILDERS STARLITE SERVICES LTD CONVOY SERVICE JV JVCA PARTNERS BUSINESS SHARE M S UDAYAN BUILDERS 40 000 CONVOY SERVICE 25 000 STARLITE SERVICES LIMITED 35 000,UDAYAN STARLITE CONVOY JV JVCA PARTNERS BUSINESS SHARE M S UDAYAN BUILDERS 35 000 CONVOY SERVICE 25 000 STARLITE SERVICES LIMITED 40 000,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_476405.pdf,Contract_Awards_PDFs/Tender_479604.pdf
company,co0194,Taher Brothers Ltd.,co0219,"Hassan Techno Builders Ltd. - Taher Brothers Ltd. JV. ( JVCA Partners [Business Share]: Hassan Techno Builders Ltd. [60.000%] , Taher Brothers Ltd. [40.000%] )",TAHER BROTHERS LTD,HASSAN TECHNO BUILDERS LTD TAHER BROTHERS LTD JV JVCA PARTNERS BUSINESS SHARE HASSAN TECHNO BUILDERS LTD 60 000 TAHER BROTHERS LTD 40 000,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_509251.pdf,Contract_Awards_PDFs/Tender_618898.pdf
company,co0197,M/S. AMIN TRADING CORPORATION,co0216,"M/S SHAFIQUE AND SONS - M/S. AMIN TRADING CORPORATION JV ( JVCA Partners [Business Share]: M/S. AMIN TRADING CORPORATION [25.000%] , M/s Shafique and Sons [75.000%] )",AMIN TRADING CORPORATION,SHAFIQUE AND SONS M S AMIN TRADING CORPORATION JV JVCA PARTNERS BUSINESS SHARE M S AMIN TRADING CORPORATION 25 000 M S SHAFIQUE AND SONS 75 000,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_514343.pdf;Contract_Awards_PDFs/Tender_601516.pdf;Contract_Awards_PDFs/Tender_747837.pdf;Contract_Awards_PDFs/Tender_870261.pdf;Contract_Awards_PDFs/Tender_889938.pdf,Contract_Awards_PDFs/Tender_615572.pdf
company,co0197,M/S. AMIN TRADING CORPORATION,co0284,"Nur Enterprise-Amin Trading Corporation JV ( JVCA Partners [Business Share]: M/S Nur Enterprise [51.000%] , M/S. AMIN TRADING CORPORATION [49.000%] )",AMIN TRADING CORPORATION,NUR ENTERPRISE AMIN TRADING CORPORATION JV JVCA PARTNERS BUSINESS SHARE M S NUR ENTERPRISE 51 000 M S AMIN TRADING CORPORATION 49 000,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_514343.pdf;Contract_Awards_PDFs/Tender_601516.pdf;Contract_Awards_PDFs/Tender_747837.pdf;Contract_Awards_PDFs/Tender_870261.pdf;Contract_Awards_PDFs/Tender_889938.pdf,Contract_Awards_PDFs/Tender_935090.pdf
company,co0200,"SS-RI JV ( JVCA Partners [Business Share]: M/S. Raju International [51.000%] , M/S. Sharif & Sons [49.000%] )",co0274,"SS-RI JV ( JVCA Partners [Business Share]: M/S. Raju International [49.000%] , M/S. Sharif & Sons [51.000%] )",SS RI JV JVCA PARTNERS BUSINESS SHARE M S RAJU INTERNATIONAL 51 000 M S SHARIF SONS 49 000,SS RI JV JVCA PARTNERS BUSINESS SHARE M S RAJU INTERNATIONAL 49 000 M S SHARIF SONS 51 000,the same words in a different order,,no,Contract_Awards_PDFs/Tender_528756.pdf,Contract_Awards_PDFs/Tender_901824.pdf
company,co0200,"SS-RI JV ( JVCA Partners [Business Share]: M/S. Raju International [51.000%] , M/S. Sharif & Sons [49.000%] )",co0294,M/S. Raju International,SS RI JV JVCA PARTNERS BUSINESS SHARE M S RAJU INTERNATIONAL 51 000 M S SHARIF SONS 49 000,RAJU INTERNATIONAL,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_528756.pdf,Contract_Awards_PDFs/Tender_948746.pdf
company,co0201,"SC & ARE JV ( JVCA Partners [Business Share]: M/S. A. R. Enterprise [49.000%] , M/S. Sapna Construction [51.000%] )",co0251,M/S S.R Construction,SC ARE JV JVCA PARTNERS BUSINESS SHARE M S A R ENTERPRISE 49 000 M S SAPNA CONSTRUCTION 51 000,S R CONSTRUCTION,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_528758.pdf,Contract_Awards_PDFs/Tender_827087.pdf;Contract_Awards_PDFs/Tender_835847.pdf
company,co0201,"SC & ARE JV ( JVCA Partners [Business Share]: M/S. A. R. Enterprise [49.000%] , M/S. Sapna Construction [51.000%] )",co0270,M/s. M.R. Construction,SC ARE JV JVCA PARTNERS BUSINESS SHARE M S A R ENTERPRISE 49 000 M S SAPNA CONSTRUCTION 51 000,M R CONSTRUCTION,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_528758.pdf,Contract_Awards_PDFs/Tender_870250.pdf
company,co0201,"SC & ARE JV ( JVCA Partners [Business Share]: M/S. A. R. Enterprise [49.000%] , M/S. Sapna Construction [51.000%] )",co0276,R R Enterprise,SC ARE JV JVCA PARTNERS BUSINESS SHARE M S A R ENTERPRISE 49 000 M S SAPNA CONSTRUCTION 51 000,R R ENTERPRISE,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_528758.pdf,Contract_Awards_PDFs/Tender_916128.pdf;Contract_Awards_PDFs/Tender_925146.pdf;Contract_Awards_PDFs/Tender_937128.pdf
company,co0215,M/s J S Enterprise,co0236,H.A Enterprise,J S ENTERPRISE,H A ENTERPRISE,differs by at most two characters,edit distance <= 2,no,Contract_Awards_PDFs/Tender_614376.pdf;Contract_Awards_PDFs/Tender_863109.pdf,Contract_Awards_PDFs/Tender_681465.pdf;Contract_Awards_PDFs/Tender_808097.pdf;Contract_Awards_PDFs/Tender_925988.pdf;Contract_Awards_PDFs/Tender_963987.pdf
company,co0215,M/s J S Enterprise,co0276,R R Enterprise,J S ENTERPRISE,R R ENTERPRISE,differs by at most two characters,edit distance <= 2,no,Contract_Awards_PDFs/Tender_614376.pdf;Contract_Awards_PDFs/Tender_863109.pdf,Contract_Awards_PDFs/Tender_916128.pdf;Contract_Awards_PDFs/Tender_925146.pdf;Contract_Awards_PDFs/Tender_937128.pdf
company,co0218,"SCL-LB-KEC JV ( JVCA Partners [Business Share]: M/S. KARIM ENTERPRISE & CONSTRUCTION [30.000%] , Sun Flower Construction Ltd. [40.000%] , M/S LABON & BROTHERS [30.000%] )",co0227,M/S LABON & BROTHERS,SCL LB KEC JV JVCA PARTNERS BUSINESS SHARE M S KARIM ENTERPRISE CONSTRUCTION 30 000 SUN FLOWER CONSTRUCTION LTD 40 000 M S LABON BROTHERS 30 000,LABON BROTHERS,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_617807.pdf,Contract_Awards_PDFs/Tender_647467.pdf
company,co0236,H.A Enterprise,co0276,R R Enterprise,H A ENTERPRISE,R R ENTERPRISE,differs by at most two characters,edit distance <= 2,no,Contract_Awards_PDFs/Tender_681465.pdf;Contract_Awards_PDFs/Tender_808097.pdf;Contract_Awards_PDFs/Tender_925988.pdf;Contract_Awards_PDFs/Tender_963987.pdf,Contract_Awards_PDFs/Tender_916128.pdf;Contract_Awards_PDFs/Tender_925146.pdf;Contract_Awards_PDFs/Tender_937128.pdf
company,co0251,M/S S.R Construction,co0257,"SUNNY-RS-TML JV ( JVCA Partners [Business Share]: M/S Sunny Construction [50.000%] , TRADEMAJESTIC LIMITED [25.000%] , M/S. R.S ENTERPRISE [25.000%] )",S R CONSTRUCTION,SUNNY RS TML JV JVCA PARTNERS BUSINESS SHARE M S SUNNY CONSTRUCTION 50 000 TRADEMAJESTIC LIMITED 25 000 M S R S ENTERPRISE 25 000,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_827087.pdf;Contract_Awards_PDFs/Tender_835847.pdf,Contract_Awards_PDFs/Tender_848555.pdf
company,co0251,M/S S.R Construction,co0270,M/s. M.R. Construction,S R CONSTRUCTION,M R CONSTRUCTION,differs by at most two characters,edit distance <= 2,no,Contract_Awards_PDFs/Tender_827087.pdf;Contract_Awards_PDFs/Tender_835847.pdf,Contract_Awards_PDFs/Tender_870250.pdf
company,co0257,"SUNNY-RS-TML JV ( JVCA Partners [Business Share]: M/S Sunny Construction [50.000%] , TRADEMAJESTIC LIMITED [25.000%] , M/S. R.S ENTERPRISE [25.000%] )",co0270,M/s. M.R. Construction,SUNNY RS TML JV JVCA PARTNERS BUSINESS SHARE M S SUNNY CONSTRUCTION 50 000 TRADEMAJESTIC LIMITED 25 000 M S R S ENTERPRISE 25 000,M R CONSTRUCTION,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_848555.pdf,Contract_Awards_PDFs/Tender_870250.pdf
company,co0257,"SUNNY-RS-TML JV ( JVCA Partners [Business Share]: M/S Sunny Construction [50.000%] , TRADEMAJESTIC LIMITED [25.000%] , M/S. R.S ENTERPRISE [25.000%] )",co0276,R R Enterprise,SUNNY RS TML JV JVCA PARTNERS BUSINESS SHARE M S SUNNY CONSTRUCTION 50 000 TRADEMAJESTIC LIMITED 25 000 M S R S ENTERPRISE 25 000,R R ENTERPRISE,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_848555.pdf,Contract_Awards_PDFs/Tender_916128.pdf;Contract_Awards_PDFs/Tender_925146.pdf;Contract_Awards_PDFs/Tender_937128.pdf
company,co0261,"Noor Hossain Ltd. (JV) ( JVCA Partners [Business Share]: MD. DOLLAR [80.000%] , Noor Hossain Limited [20.000%] )",co0289,MD. DOLLAR,NOOR HOSSAIN LTD JV JVCA PARTNERS BUSINESS SHARE MD DOLLAR 80 000 NOOR HOSSAIN LIMITED 20 000,MD DOLLAR,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_859008.pdf,Contract_Awards_PDFs/Tender_941590.pdf;Contract_Awards_PDFs/Tender_976553.pdf
company,co0269,DIENCO LIMITED,co0287,"DIENCO-MIR AKHTER JV ( JVCA Partners [Business Share]: DIENCO LIMITED [50.000%] , MIR AKHTER HOSSAIN LIMITED [50.000%] )",DIENCO LIMITED,DIENCO MIR AKHTER JV JVCA PARTNERS BUSINESS SHARE DIENCO LIMITED 50 000 MIR AKHTER HOSSAIN LIMITED 50 000,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_868640.pdf,Contract_Awards_PDFs/Tender_941420.pdf
company,co0274,"SS-RI JV ( JVCA Partners [Business Share]: M/S. Raju International [49.000%] , M/S. Sharif & Sons [51.000%] )",co0294,M/S. Raju International,SS RI JV JVCA PARTNERS BUSINESS SHARE M S RAJU INTERNATIONAL 49 000 M S SHARIF SONS 51 000,RAJU INTERNATIONAL,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_901824.pdf,Contract_Awards_PDFs/Tender_948746.pdf
company,co0276,R R Enterprise,co0306,"IH-RSE-SHJ (JV) ( JVCA Partners [Business Share]: M/S Saiful Hasan Joarder [25.000%] , M/S R. S. Enterprise [35.000%] , M/S ISMAIL HOSSAIN [40.000%] )",R R ENTERPRISE,IH RSE SHJ JV JVCA PARTNERS BUSINESS SHARE M S SAIFUL HASAN JOARDER 25 000 M S R S ENTERPRISE 35 000 M S ISMAIL HOSSAIN 40 000,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_916128.pdf;Contract_Awards_PDFs/Tender_925146.pdf;Contract_Awards_PDFs/Tender_937128.pdf,Contract_Awards_PDFs/Tender_975516.pdf
company,co0276,R R Enterprise,co0309,"IH-RSE (JV) ( JVCA Partners [Business Share]: M/S R. S. Enterprise [60.000%] , M/S ISMAIL HOSSAIN [40.000%] )",R R ENTERPRISE,IH RSE JV JVCA PARTNERS BUSINESS SHARE M S R S ENTERPRISE 60 000 M S ISMAIL HOSSAIN 40 000,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_916128.pdf;Contract_Awards_PDFs/Tender_925146.pdf;Contract_Awards_PDFs/Tender_937128.pdf,Contract_Awards_PDFs/Tender_991635.pdf
person,pp0017,Md. Mahfuzur Rahman,pp0092,Mr. Md. Mahfuzur Rahman,MD MAHFUZUR RAHMAN,MR MD MAHFUZUR RAHMAN,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_108836.pdf;Contract_Awards_PDFs/Tender_189939.pdf;Contract_Awards_PDFs/Tender_189944.pdf;Contract_Awards_PDFs/Tender_215555.pdf;Contract_Awards_PDFs/Tender_99692.pdf,Contract_Awards_PDFs/Tender_212401.pdf;Tender Notice_PDFs/CDA_Tender_178554.pdf;Tender Notice_PDFs/CDA_Tender_212401.pdf
person,pp0023,Freedom Fighter Principal Md. Bazlur Rahman,pp0136,Freedom Fighter Principal Md. Bazlur,FREEDOM FIGHTER PRINCIPAL MD BAZLUR RAHMAN,FREEDOM FIGHTER PRINCIPAL MD BAZLUR,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_112012.pdf;Contract_Awards_PDFs/Tender_207700.pdf;Contract_Awards_PDFs/Tender_284197.pdf;Contract_Awards_PDFs/Tender_291722.pdf;Contract_Awards_PDFs/Tender_322093.pdf,Tender Notice_PDFs/RDA_Tender_112012.pdf;Tender Notice_PDFs/RDA_Tender_207700.pdf;Tender Notice_PDFs/RDA_Tender_284197.pdf;Tender Notice_PDFs/RDA_Tender_291722.pdf;Tender Notice_PDFs/RDA_Tender_300507.pdf
person,pp0025,Md. Anwar Hossain,pp0097,Md. Anwar Hussain,MD ANWAR HOSSAIN,MD ANWAR HUSSAIN,differs by at most two characters,edit distance <= 2,no,Contract_Awards_PDFs/Tender_113428.pdf;Contract_Awards_PDFs/Tender_119326.pdf;Contract_Awards_PDFs/Tender_119545.pdf;Contract_Awards_PDFs/Tender_125874.pdf;Contract_Awards_PDFs/Tender_125877.pdf,Contract_Awards_PDFs/Tender_383988.pdf;Contract_Awards_PDFs/Tender_595725.pdf;Contract_Awards_PDFs/Tender_638918.pdf;Contract_Awards_PDFs/Tender_658227.pdf;Contract_Awards_PDFs/Tender_680144.pdf
person,pp0053,A S M Raihanul Ferodus,pp0084,A S M Raihanul Ferdous,A S M RAIHANUL FERODUS,A S M RAIHANUL FERDOUS,differs by at most two characters,edit distance <= 2,no,Contract_Awards_PDFs/Tender_119636.pdf;Contract_Awards_PDFs/Tender_125042.pdf;Contract_Awards_PDFs/Tender_125294.pdf;Contract_Awards_PDFs/Tender_144571.pdf;Contract_Awards_PDFs/Tender_146376.pdf,Contract_Awards_PDFs/Tender_134910.pdf;Contract_Awards_PDFs/Tender_214561.pdf;Contract_Awards_PDFs/Tender_236241.pdf;Contract_Awards_PDFs/Tender_236242.pdf;Contract_Awards_PDFs/Tender_248616.pdf
person,pp0069,Md Mostafa Jamal,pp0135,Md.Mostafa Kamal,MD MOSTAFA JAMAL,MD MOSTAFA KAMAL,differs by at most two characters,edit distance <= 2,no,Contract_Awards_PDFs/Tender_1231413.pdf;Contract_Awards_PDFs/Tender_1267626.pdf;Contract_Awards_PDFs/Tender_192714.pdf;Contract_Awards_PDFs/Tender_423315.pdf;Contract_Awards_PDFs/Tender_514221.pdf,Tender Notice_PDFs/RAJUK_Tender_214561.pdf;Tender Notice_PDFs/RAJUK_Tender_236033.pdf;Tender Notice_PDFs/RAJUK_Tender_236036.pdf;Tender Notice_PDFs/RAJUK_Tender_236043.pdf;Tender Notice_PDFs/RAJUK_Tender_236045.pdf
person,pp0073,Ripon Kumer Roy,pp0130,REOI Ripon Kumer Roy,RIPON KUMER ROY,REOI RIPON KUMER ROY,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_1251756.pdf;Contract_Awards_PDFs/Tender_1251766.pdf;Contract_Awards_PDFs/Tender_1261854.pdf;Tender Notice_PDFs/GDA_Tender_1251658.pdf;Tender Notice_PDFs/GDA_Tender_1251756.pdf,Tender Notice_PDFs/GDA_Tender_1257174.pdf
person,pp0076,Md. Mumitur Rahman,pp0131,REOI Md. Mumitur Rahman,MD MUMITUR RAHMAN,REOI MD MUMITUR RAHMAN,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_1253316.pdf;Contract_Awards_PDFs/Tender_1261983.pdf;Tender Notice_PDFs/GDA_Tender_1253316.pdf;Tender Notice_PDFs/GDA_Tender_1253318.pdf;Tender Notice_PDFs/GDA_Tender_1253320.pdf,Tender Notice_PDFs/GDA_Tender_1257398.pdf;Tender Notice_PDFs/GDA_Tender_1257431.pdf
person,pp0088,Mr. Abdul Latif Helaly,pp0093,Abdul Latif Helaly,MR ABDUL LATIF HELALY,ABDUL LATIF HELALY,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_164878.pdf;Contract_Awards_PDFs/Tender_174037.pdf;Contract_Awards_PDFs/Tender_178196.pdf;Contract_Awards_PDFs/Tender_199942.pdf;Tender Notice_PDFs/RAJUK_Tender_164878.pdf,Contract_Awards_PDFs/Tender_237820.pdf;Contract_Awards_PDFs/Tender_251224.pdf;Contract_Awards_PDFs/Tender_251227.pdf;Contract_Awards_PDFs/Tender_292111.pdf;Contract_Awards_PDFs/Tender_293004.pdf
person,pp0106,Lt Col Md Khijir Khan,pp0113,Md. Khijir Khan,LT COL MD KHIJIR KHAN,MD KHIJIR KHAN,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_548292.pdf;Contract_Awards_PDFs/Tender_548589.pdf;Contract_Awards_PDFs/Tender_549164.pdf;Contract_Awards_PDFs/Tender_549299.pdf;Contract_Awards_PDFs/Tender_549431.pdf,Contract_Awards_PDFs/Tender_781011.pdf;Contract_Awards_PDFs/Tender_808097.pdf;Contract_Awards_PDFs/Tender_827087.pdf;Tender Notice_PDFs/COXDA_Tender_808075.pdf;Tender Notice_PDFs/COXDA_Tender_808097.pdf
person,pp0125,Mohammed Mahafuzur Rahman,pp0126,REOI Mohammed Mahafuzur Rahman,MOHAMMED MAHAFUZUR RAHMAN,REOI MOHAMMED MAHAFUZUR RAHMAN,one name's words are all contained in the other,,no,Tender Notice_PDFs/CDA_Tender_1124277.pdf;Tender Notice_PDFs/CDA_Tender_265155.pdf;Tender Notice_PDFs/CDA_Tender_469159.pdf;Tender Notice_PDFs/CDA_Tender_782755.pdf;Tender Notice_PDFs/CDA_Tender_814522.pdf,Tender Notice_PDFs/CDA_Tender_1266322.pdf
organization,og0001,Ministry of Housing and Public Works,og0107,Ministry of Housing and,MINISTRY OF HOUSING AND PUBLIC WORKS,MINISTRY OF HOUSING AND,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_1000267.pdf;Contract_Awards_PDFs/Tender_1000426.pdf;Contract_Awards_PDFs/Tender_1000945.pdf;Contract_Awards_PDFs/Tender_1001120.pdf;Contract_Awards_PDFs/Tender_1001460.pdf,Tender Notice_PDFs/RAJUK_Tender_248630.pdf
organization,og0002,Rajdhani Unnayan Kartripakkha (RAJUK),og0108,Rajdhani Unnayan Procuring Entity Name office of the Chief Kartripakkha (RAJUK) : Engineer ( Project & Design),RAJDHANI UNNAYAN KARTRIPAKKHA RAJUK,RAJDHANI UNNAYAN PROCURING ENTITY NAME OFFICE OF THE CHIEF KARTRIPAKKHA RAJUK ENGINEER PROJECT DESIGN,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_1000267.pdf;Contract_Awards_PDFs/Tender_1000945.pdf;Contract_Awards_PDFs/Tender_1001120.pdf;Contract_Awards_PDFs/Tender_1001460.pdf;Contract_Awards_PDFs/Tender_1001461.pdf,Tender Notice_PDFs/RAJUK_Tender_248630.pdf
organization,og0003,Superintending Engineer (Civil Circle-3),og0007,Superintending Engineer (Civil Circle-1),SUPERINTENDING ENGINEER CIVIL CIRCLE 3,SUPERINTENDING ENGINEER CIVIL CIRCLE 1,differs by at most two characters,edit distance <= 2,no,Contract_Awards_PDFs/Tender_1000267.pdf;Contract_Awards_PDFs/Tender_1035179.pdf;Contract_Awards_PDFs/Tender_507537.pdf;Tender Notice_PDFs/RAJUK_Tender_1000267.pdf;Tender Notice_PDFs/RAJUK_Tender_1035179.pdf,Contract_Awards_PDFs/Tender_1001120.pdf;Contract_Awards_PDFs/Tender_1001613.pdf;Contract_Awards_PDFs/Tender_1123494.pdf;Contract_Awards_PDFs/Tender_510186.pdf;Contract_Awards_PDFs/Tender_514341.pdf
organization,og0003,Superintending Engineer (Civil Circle-3),og0014,Superintending Engineer (Civil Circle-4),SUPERINTENDING ENGINEER CIVIL CIRCLE 3,SUPERINTENDING ENGINEER CIVIL CIRCLE 4,differs by at most two characters,edit distance <= 2,no,Contract_Awards_PDFs/Tender_1000267.pdf;Contract_Awards_PDFs/Tender_1035179.pdf;Contract_Awards_PDFs/Tender_507537.pdf;Tender Notice_PDFs/RAJUK_Tender_1000267.pdf;Tender Notice_PDFs/RAJUK_Tender_1035179.pdf,Contract_Awards_PDFs/Tender_1007300.pdf;Contract_Awards_PDFs/Tender_1013268.pdf;Contract_Awards_PDFs/Tender_1013270.pdf;Contract_Awards_PDFs/Tender_1081213.pdf;Contract_Awards_PDFs/Tender_1082494.pdf
organization,og0003,Superintending Engineer (Civil Circle-3),og0080,Superintending Engineer (Civil Circle-2),SUPERINTENDING ENGINEER CIVIL CIRCLE 3,SUPERINTENDING ENGINEER CIVIL CIRCLE 2,differs by at most two characters,edit distance <= 2,no,Contract_Awards_PDFs/Tender_1000267.pdf;Contract_Awards_PDFs/Tender_1035179.pdf;Contract_Awards_PDFs/Tender_507537.pdf;Tender Notice_PDFs/RAJUK_Tender_1000267.pdf;Tender Notice_PDFs/RAJUK_Tender_1035179.pdf,Contract_Awards_PDFs/Tender_926623.pdf;Tender Notice_PDFs/RAJUK_Tender_926623.pdf
organization,og0005,Office of the Project Director,og0022,Office of the Project Director (KDA Bus Terminal),OFFICE OF THE PROJECT DIRECTOR,OFFICE OF THE PROJECT DIRECTOR KDA BUS TERMINAL,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_1000426.pdf;Contract_Awards_PDFs/Tender_860822.pdf;Contract_Awards_PDFs/Tender_860823.pdf;Contract_Awards_PDFs/Tender_935863.pdf;Contract_Awards_PDFs/Tender_941603.pdf,Contract_Awards_PDFs/Tender_1037582.pdf;Contract_Awards_PDFs/Tender_867256.pdf;Tender Notice_PDFs/KDA_Tender_1037582.pdf;Tender Notice_PDFs/KDA_Tender_867256.pdf
organization,og0005,Office of the Project Director,og0034,"Office of the Project Director, CoxDA Residential Flat Project-1",OFFICE OF THE PROJECT DIRECTOR,OFFICE OF THE PROJECT DIRECTOR COXDA RESIDENTIAL FLAT PROJECT 1,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_1000426.pdf;Contract_Awards_PDFs/Tender_860822.pdf;Contract_Awards_PDFs/Tender_860823.pdf;Contract_Awards_PDFs/Tender_935863.pdf;Contract_Awards_PDFs/Tender_941603.pdf,Contract_Awards_PDFs/Tender_1152584.pdf;Contract_Awards_PDFs/Tender_1152671.pdf;Contract_Awards_PDFs/Tender_1152766.pdf;Contract_Awards_PDFs/Tender_971720.pdf;Tender Notice_PDFs/COXDA_Tender_1152584.pdf
organization,og0005,Office of the Project Director,og0039,Office of the Project Director (KDA Rest House Project-Khulna),OFFICE OF THE PROJECT DIRECTOR,OFFICE OF THE PROJECT DIRECTOR KDA REST HOUSE PROJECT KHULNA,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_1000426.pdf;Contract_Awards_PDFs/Tender_860822.pdf;Contract_Awards_PDFs/Tender_860823.pdf;Contract_Awards_PDFs/Tender_935863.pdf;Contract_Awards_PDFs/Tender_941603.pdf,Contract_Awards_PDFs/Tender_124055.pdf;Tender Notice_PDFs/KDA_Tender_124055.pdf
organization,og0005,Office of the Project Director,og0050,"Office of the Project Director, Urban Resilience Project-RAJUK Part,RAJUK,Dhaka",OFFICE OF THE PROJECT DIRECTOR,OFFICE OF THE PROJECT DIRECTOR URBAN RESILIENCE PROJECT RAJUK PART RAJUK DHAKA,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_1000426.pdf;Contract_Awards_PDFs/Tender_860822.pdf;Contract_Awards_PDFs/Tender_860823.pdf;Contract_Awards_PDFs/Tender_935863.pdf;Contract_Awards_PDFs/Tender_941603.pdf,Contract_Awards_PDFs/Tender_164878.pdf;Contract_Awards_PDFs/Tender_174037.pdf;Contract_Awards_PDFs/Tender_178196.pdf;Contract_Awards_PDFs/Tender_199942.pdf;Contract_Awards_PDFs/Tender_237820.pdf
organization,og0005,Office of the Project Director,og0074,Office of the Project Director (KDA Bipone Bitan),OFFICE OF THE PROJECT DIRECTOR,OFFICE OF THE PROJECT DIRECTOR KDA BIPONE BITAN,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_1000426.pdf;Contract_Awards_PDFs/Tender_860822.pdf;Contract_Awards_PDFs/Tender_860823.pdf;Contract_Awards_PDFs/Tender_935863.pdf;Contract_Awards_PDFs/Tender_941603.pdf,Contract_Awards_PDFs/Tender_783087.pdf;Tender Notice_PDFs/KDA_Tender_1146762.pdf;Tender Notice_PDFs/KDA_Tender_1229751.pdf;Tender Notice_PDFs/KDA_Tender_783087.pdf
organization,og0005,Office of the Project Director,og0075,Office of the Project Director (3Link Road),OFFICE OF THE PROJECT DIRECTOR,OFFICE OF THE PROJECT DIRECTOR 3LINK ROAD,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_1000426.pdf;Contract_Awards_PDFs/Tender_860822.pdf;Contract_Awards_PDFs/Tender_860823.pdf;Contract_Awards_PDFs/Tender_935863.pdf;Contract_Awards_PDFs/Tender_941603.pdf,Contract_Awards_PDFs/Tender_868640.pdf;Contract_Awards_PDFs/Tender_941420.pdf;Contract_Awards_PDFs/Tender_975516.pdf;Contract_Awards_PDFs/Tender_991635.pdf;Tender Notice_PDFs/KDA_Tender_868640.pdf
organization,og0005,Office of the Project Director,og0102,Office of the Project Director (KDA Multipurpose Building),OFFICE OF THE PROJECT DIRECTOR,OFFICE OF THE PROJECT DIRECTOR KDA MULTIPURPOSE BUILDING,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_1000426.pdf;Contract_Awards_PDFs/Tender_860822.pdf;Contract_Awards_PDFs/Tender_860823.pdf;Contract_Awards_PDFs/Tender_935863.pdf;Contract_Awards_PDFs/Tender_941603.pdf,Tender Notice_PDFs/KDA_Tender_1007160.pdf;Tender Notice_PDFs/KDA_Tender_1020481.pdf
organization,og0007,Superintending Engineer (Civil Circle-1),og0014,Superintending Engineer (Civil Circle-4),SUPERINTENDING ENGINEER CIVIL CIRCLE 1,SUPERINTENDING ENGINEER CIVIL CIRCLE 4,differs by at most two characters,edit distance <= 2,no,Contract_Awards_PDFs/Tender_1001120.pdf;Contract_Awards_PDFs/Tender_1001613.pdf;Contract_Awards_PDFs/Tender_1123494.pdf;Contract_Awards_PDFs/Tender_510186.pdf;Contract_Awards_PDFs/Tender_514341.pdf,Contract_Awards_PDFs/Tender_1007300.pdf;Contract_Awards_PDFs/Tender_1013268.pdf;Contract_Awards_PDFs/Tender_1013270.pdf;Contract_Awards_PDFs/Tender_1081213.pdf;Contract_Awards_PDFs/Tender_1082494.pdf
