source_type,source_id,relation,target_type,target_id,detail,evidence_file,evidence_page
tender,287442,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_287442.pdf,1
organization,og0059,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_303865.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_303865.pdf,1
person,pp0008,invited tender,tender,303865,Project Director,Tender Notice_PDFs/CDA_Tender_303865.pdf,1
organization,og0059,advertised,tender,303865,,Tender Notice_PDFs/CDA_Tender_303865.pdf,1
tender,303865,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_303865.pdf,1
organization,og0057,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_309557.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_309557.pdf,1
person,pp0024,invited tender,tender,309557,Project Director,Tender Notice_PDFs/CDA_Tender_309557.pdf,1
organization,og0057,advertised,tender,309557,,Tender Notice_PDFs/CDA_Tender_309557.pdf,1
tender,309557,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_309557.pdf,1
organization,og0060,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_342502.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_342502.pdf,1
person,pp0096,invited tender,tender,342502,Executive Engineer,Tender Notice_PDFs/CDA_Tender_342502.pdf,1
organization,og0060,advertised,tender,342502,,Tender Notice_PDFs/CDA_Tender_342502.pdf,1
tender,342502,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_342502.pdf,1
organization,og0057,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_357570.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_357570.pdf,1
person,pp0024,invited tender,tender,357570,Project Director,Tender Notice_PDFs/CDA_Tender_357570.pdf,1
organization,og0057,advertised,tender,357570,,Tender Notice_PDFs/CDA_Tender_357570.pdf,1
tender,357570,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_357570.pdf,1
organization,og0057,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_360423.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_360423.pdf,1
person,pp0024,invited tender,tender,360423,Project Director,Tender Notice_PDFs/CDA_Tender_360423.pdf,1
organization,og0057,advertised,tender,360423,,Tender Notice_PDFs/CDA_Tender_360423.pdf,1
tender,360423,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_360423.pdf,1
organization,og0057,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_363990.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_363990.pdf,1
person,pp0024,invited tender,tender,363990,Project Director,Tender Notice_PDFs/CDA_Tender_363990.pdf,1
organization,og0057,advertised,tender,363990,,Tender Notice_PDFs/CDA_Tender_363990.pdf,1
tender,363990,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_363990.pdf,1
organization,og0057,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_387658.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_387658.pdf,1
person,pp0024,invited tender,tender,387658,Project Director,Tender Notice_PDFs/CDA_Tender_387658.pdf,1
organization,og0057,advertised,tender,387658,,Tender Notice_PDFs/CDA_Tender_387658.pdf,1
tender,387658,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_387658.pdf,1
organization,og0057,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_395550.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_395550.pdf,1
person,pp0024,invited tender,tender,395550,Project Director,Tender Notice_PDFs/CDA_Tender_395550.pdf,1
organization,og0057,advertised,tender,395550,,Tender Notice_PDFs/CDA_Tender_395550.pdf,1
tender,395550,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_395550.pdf,1
organization,og0061,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_398199.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_398199.pdf,1
person,pp0098,invited tender,tender,398199,Executive Engineer,Tender Notice_PDFs/CDA_Tender_398199.pdf,1
organization,og0061,advertised,tender,398199,,Tender Notice_PDFs/CDA_Tender_398199.pdf,1
tender,398199,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_398199.pdf,1
organization,og0061,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_409461.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_409461.pdf,1
person,pp0098,invited tender,tender,409461,Executive Engineer,Tender Notice_PDFs/CDA_Tender_409461.pdf,1
organization,og0061,advertised,tender,409461,,Tender Notice_PDFs/CDA_Tender_409461.pdf,1
tender,409461,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_409461.pdf,1
organization,og0057,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_410561.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_410561.pdf,1
person,pp0024,invited tender,tender,410561,Project Director,Tender Notice_PDFs/CDA_Tender_410561.pdf,1
organization,og0057,advertised,tender,410561,,Tender Notice_PDFs/CDA_Tender_410561.pdf,1
tender,410561,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_410561.pdf,1
organization,og0038,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_423315.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_423315.pdf,1
person,pp0069,invited tender,tender,423315,System Analyst,Tender Notice_PDFs/CDA_Tender_423315.pdf,1
organization,og0038,advertised,tender,423315,,Tender Notice_PDFs/CDA_Tender_423315.pdf,1
tender,423315,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_423315.pdf,1
organization,og0026,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_425270.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_425270.pdf,1
person,pp0020,invited tender,tender,425270,Project Director,Tender Notice_PDFs/CDA_Tender_425270.pdf,1
organization,og0026,advertised,tender,425270,,Tender Notice_PDFs/CDA_Tender_425270.pdf,1
tender,425270,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_425270.pdf,1
organization,og0057,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_427246.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_427246.pdf,1
person,pp0024,invited tender,tender,427246,Project Director,Tender Notice_PDFs/CDA_Tender_427246.pdf,1
organization,og0057,advertised,tender,427246,,Tender Notice_PDFs/CDA_Tender_427246.pdf,1
tender,427246,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_427246.pdf,1
organization,og0096,part of,organization,og0095,,Tender Notice_PDFs/CDA_Tender_42800.pdf,1
organization,og0095,part of,organization,og0094,,Tender Notice_PDFs/CDA_Tender_42800.pdf,1
person,pp0100,invited tender,tender,42800,Executive Engineer,Tender Notice_PDFs/CDA_Tender_42800.pdf,1
organization,og0096,advertised,tender,42800,,Tender Notice_PDFs/CDA_Tender_42800.pdf,1
tender,42800,belongs to project,project,pr0067,,Tender Notice_PDFs/CDA_Tender_42800.pdf,1
organization,og0057,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_434918.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_434918.pdf,1
person,pp0024,invited tender,tender,434918,Project Director,Tender Notice_PDFs/CDA_Tender_434918.pdf,1
organization,og0057,advertised,tender,434918,,Tender Notice_PDFs/CDA_Tender_434918.pdf,1
tender,434918,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_434918.pdf,1
organization,og0026,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_436738.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_436738.pdf,1
person,pp0020,invited tender,tender,436738,Project Director,Tender Notice_PDFs/CDA_Tender_436738.pdf,2
organization,og0026,advertised,tender,436738,,Tender Notice_PDFs/CDA_Tender_436738.pdf,1
tender,436738,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_436738.pdf,1
organization,og0087,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_469159.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_469159.pdf,1
person,pp0125,invited tender,tender,469159,Executive Engineer,Tender Notice_PDFs/CDA_Tender_469159.pdf,1
organization,og0087,advertised,tender,469159,,Tender Notice_PDFs/CDA_Tender_469159.pdf,1
tender,469159,belongs to project,project,pr0094,,Tender Notice_PDFs/CDA_Tender_469159.pdf,1
organization,og0057,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_478680.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_478680.pdf,1
person,pp0024,invited tender,tender,478680,Project Director,Tender Notice_PDFs/CDA_Tender_478680.pdf,1
organization,og0057,advertised,tender,478680,,Tender Notice_PDFs/CDA_Tender_478680.pdf,1
tender,478680,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_478680.pdf,1
organization,og0057,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_498041.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_498041.pdf,1
person,pp0024,invited tender,tender,498041,Project Director,Tender Notice_PDFs/CDA_Tender_498041.pdf,1
organization,og0057,advertised,tender,498041,,Tender Notice_PDFs/CDA_Tender_498041.pdf,1
tender,498041,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_498041.pdf,1
organization,og0065,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_501707.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_501707.pdf,1
person,pp0103,invited tender,tender,501707,Executive Engineer,Tender Notice_PDFs/CDA_Tender_501707.pdf,1
organization,og0065,advertised,tender,501707,,Tender Notice_PDFs/CDA_Tender_501707.pdf,1
tender,501707,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_501707.pdf,1
organization,og0065,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_504349.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_504349.pdf,1
person,pp0103,invited tender,tender,504349,Executive Engineer,Tender Notice_PDFs/CDA_Tender_504349.pdf,1
organization,og0065,advertised,tender,504349,,Tender Notice_PDFs/CDA_Tender_504349.pdf,1
tender,504349,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_504349.pdf,1
organization,og0065,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_504351.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_504351.pdf,1
person,pp0103,invited tender,tender,504351,Executive Engineer,Tender Notice_PDFs/CDA_Tender_504351.pdf,1
organization,og0065,advertised,tender,504351,,Tender Notice_PDFs/CDA_Tender_504351.pdf,1
tender,504351,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_504351.pdf,1
organization,og0097,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_507215.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_507215.pdf,1
person,pp0020,invited tender,tender,507215,Executive Engineer,Tender Notice_PDFs/CDA_Tender_507215.pdf,1
organization,og0097,advertised,tender,507215,,Tender Notice_PDFs/CDA_Tender_507215.pdf,1
tender,507215,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_507215.pdf,1
organization,og0038,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_514221.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_514221.pdf,1
person,pp0069,invited tender,tender,514221,System Analyst,Tender Notice_PDFs/CDA_Tender_514221.pdf,1
organization,og0038,advertised,tender,514221,,Tender Notice_PDFs/CDA_Tender_514221.pdf,1
tender,514221,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_514221.pdf,1
organization,og0065,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_515366.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_515366.pdf,1
person,pp0103,invited tender,tender,515366,Executive Engineer,Tender Notice_PDFs/CDA_Tender_515366.pdf,1
organization,og0065,advertised,tender,515366,,Tender Notice_PDFs/CDA_Tender_515366.pdf,1
tender,515366,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_515366.pdf,1
organization,og0084,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_515689.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_515689.pdf,1
person,pp0121,invited tender,tender,515689,Executive Engineer,Tender Notice_PDFs/CDA_Tender_515689.pdf,1
organization,og0084,advertised,tender,515689,,Tender Notice_PDFs/CDA_Tender_515689.pdf,1
tender,515689,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_515689.pdf,1
organization,og0084,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_516211.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_516211.pdf,1
person,pp0121,invited tender,tender,516211,Executive Engineer,Tender Notice_PDFs/CDA_Tender_516211.pdf,1
organization,og0084,advertised,tender,516211,,Tender Notice_PDFs/CDA_Tender_516211.pdf,1
tender,516211,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_516211.pdf,1
organization,og0084,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_516212.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_516212.pdf,1
person,pp0121,invited tender,tender,516212,Executive Engineer,Tender Notice_PDFs/CDA_Tender_516212.pdf,1
organization,og0084,advertised,tender,516212,,Tender Notice_PDFs/CDA_Tender_516212.pdf,1
tender,516212,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_516212.pdf,1
organization,og0084,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_516485.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_516485.pdf,1
person,pp0121,invited tender,tender,516485,Executive Engineer,Tender Notice_PDFs/CDA_Tender_516485.pdf,1
organization,og0084,advertised,tender,516485,,Tender Notice_PDFs/CDA_Tender_516485.pdf,1
tender,516485,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_516485.pdf,1
organization,og0065,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_519402.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_519402.pdf,1
person,pp0103,invited tender,tender,519402,Executive Engineer,Tender Notice_PDFs/CDA_Tender_519402.pdf,1
organization,og0065,advertised,tender,519402,,Tender Notice_PDFs/CDA_Tender_519402.pdf,1
tender,519402,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_519402.pdf,1
organization,og0057,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_523954.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_523954.pdf,1
person,pp0024,invited tender,tender,523954,Project Director,Tender Notice_PDFs/CDA_Tender_523954.pdf,1
organization,og0057,advertised,tender,523954,,Tender Notice_PDFs/CDA_Tender_523954.pdf,1
tender,523954,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_523954.pdf,1
organization,og0097,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_527700.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_527700.pdf,1
person,pp0006,invited tender,tender,527700,Executive Engineer,Tender Notice_PDFs/CDA_Tender_527700.pdf,1
organization,og0097,advertised,tender,527700,,Tender Notice_PDFs/CDA_Tender_527700.pdf,1
tender,527700,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_527700.pdf,1
organization,og0097,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_528774.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_528774.pdf,1
person,pp0006,invited tender,tender,528774,Executive Engineer,Tender Notice_PDFs/CDA_Tender_528774.pdf,1
organization,og0097,advertised,tender,528774,,Tender Notice_PDFs/CDA_Tender_528774.pdf,1
tender,528774,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_528774.pdf,1
organization,og0066,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_538256.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_538256.pdf,1
person,pp0105,invited tender,tender,538256,Chief Engineer,Tender Notice_PDFs/CDA_Tender_538256.pdf,1
organization,og0066,advertised,tender,538256,,Tender Notice_PDFs/CDA_Tender_538256.pdf,1
tender,538256,belongs to project,project,pr0071,,Tender Notice_PDFs/CDA_Tender_538256.pdf,1
organization,og0057,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_539744.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_539744.pdf,1
person,pp0024,invited tender,tender,539744,Project Director,Tender Notice_PDFs/CDA_Tender_539744.pdf,1
organization,og0057,advertised,tender,539744,,Tender Notice_PDFs/CDA_Tender_539744.pdf,1
tender,539744,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_539744.pdf,1
organization,og0057,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_539749.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_539749.pdf,1
person,pp0024,invited tender,tender,539749,Project Director,Tender Notice_PDFs/CDA_Tender_539749.pdf,1
organization,og0057,advertised,tender,539749,,Tender Notice_PDFs/CDA_Tender_539749.pdf,1
tender,539749,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_539749.pdf,1
organization,og0097,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_547817.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_547817.pdf,1
person,pp0006,invited tender,tender,547817,Executive Engineer,Tender Notice_PDFs/CDA_Tender_547817.pdf,1
organization,og0097,advertised,tender,547817,,Tender Notice_PDFs/CDA_Tender_547817.pdf,1
tender,547817,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_547817.pdf,1
organization,og0068,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_596661.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_596661.pdf,1
person,pp0006,invited tender,tender,596661,Executive Engineer,Tender Notice_PDFs/CDA_Tender_596661.pdf,1
organization,og0068,advertised,tender,596661,,Tender Notice_PDFs/CDA_Tender_596661.pdf,1
tender,596661,belongs to project,project,pr0074,,Tender Notice_PDFs/CDA_Tender_596661.pdf,1
organization,og0031,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_598954.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_598954.pdf,1
person,pp0024,invited tender,tender,598954,Project Director,Tender Notice_PDFs/CDA_Tender_598954.pdf,1
organization,og0031,advertised,tender,598954,,Tender Notice_PDFs/CDA_Tender_598954.pdf,1
tender,598954,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_598954.pdf,1
organization,og0031,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_614376.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_614376.pdf,1
person,pp0024,invited tender,tender,614376,Project Director,Tender Notice_PDFs/CDA_Tender_614376.pdf,1
organization,og0031,advertised,tender,614376,,Tender Notice_PDFs/CDA_Tender_614376.pdf,1
tender,614376,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_614376.pdf,1
organization,og0031,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_616340.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_616340.pdf,1
person,pp0024,invited tender,tender,616340,Project Director,Tender Notice_PDFs/CDA_Tender_616340.pdf,1
organization,og0031,advertised,tender,616340,,Tender Notice_PDFs/CDA_Tender_616340.pdf,1
tender,616340,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_616340.pdf,1
organization,og0060,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_627787.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_627787.pdf,1
person,pp0096,invited tender,tender,627787,Executive Engineer,Tender Notice_PDFs/CDA_Tender_627787.pdf,1
organization,og0060,advertised,tender,627787,,Tender Notice_PDFs/CDA_Tender_627787.pdf,1
tender,627787,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_627787.pdf,1
organization,og0061,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_629331.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_629331.pdf,1
person,pp0109,invited tender,tender,629331,Executive Engineer,Tender Notice_PDFs/CDA_Tender_629331.pdf,1
organization,og0061,advertised,tender,629331,,Tender Notice_PDFs/CDA_Tender_629331.pdf,1
tender,629331,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_629331.pdf,1
organization,og0031,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_631780.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_631780.pdf,1
person,pp0024,invited tender,tender,631780,Project Director,Tender Notice_PDFs/CDA_Tender_631780.pdf,1
organization,og0031,advertised,tender,631780,,Tender Notice_PDFs/CDA_Tender_631780.pdf,1
tender,631780,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_631780.pdf,1
organization,og0031,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_637086.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_637086.pdf,1
person,pp0024,invited tender,tender,637086,Project Director,Tender Notice_PDFs/CDA_Tender_637086.pdf,1
organization,og0031,advertised,tender,637086,,Tender Notice_PDFs/CDA_Tender_637086.pdf,1
tender,637086,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_637086.pdf,1
organization,og0031,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_640368.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_640368.pdf,1
person,pp0024,invited tender,tender,640368,Project Director,Tender Notice_PDFs/CDA_Tender_640368.pdf,1
organization,og0031,advertised,tender,640368,,Tender Notice_PDFs/CDA_Tender_640368.pdf,1
tender,640368,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_640368.pdf,1
organization,og0031,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_644083.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_644083.pdf,1
person,pp0024,invited tender,tender,644083,Project Director,Tender Notice_PDFs/CDA_Tender_644083.pdf,1
organization,og0031,advertised,tender,644083,,Tender Notice_PDFs/CDA_Tender_644083.pdf,1
tender,644083,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_644083.pdf,1
organization,og0098,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_644697.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_644697.pdf,1
person,pp0129,invited tender,tender,644697,Deputy Secretary,Tender Notice_PDFs/CDA_Tender_644697.pdf,1
organization,og0098,advertised,tender,644697,,Tender Notice_PDFs/CDA_Tender_644697.pdf,1
tender,644697,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_644697.pdf,1
organization,og0031,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_647622.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_647622.pdf,1
person,pp0024,invited tender,tender,647622,Project Director,Tender Notice_PDFs/CDA_Tender_647622.pdf,1
organization,og0031,advertised,tender,647622,,Tender Notice_PDFs/CDA_Tender_647622.pdf,1
tender,647622,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_647622.pdf,1
organization,og0070,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_655654.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_655654.pdf,1
person,pp0111,invited tender,tender,655654,Deputy Chief Town Planner,Tender Notice_PDFs/CDA_Tender_655654.pdf,2
organization,og0070,advertised,tender,655654,,Tender Notice_PDFs/CDA_Tender_655654.pdf,1
tender,655654,belongs to project,project,pr0078,,Tender Notice_PDFs/CDA_Tender_655654.pdf,1
organization,og0098,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_657600.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_657600.pdf,1
person,pp0129,invited tender,tender,657600,Deputy Secretary,Tender Notice_PDFs/CDA_Tender_657600.pdf,1
organization,og0098,advertised,tender,657600,,Tender Notice_PDFs/CDA_Tender_657600.pdf,1
tender,657600,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_657600.pdf,1
organization,og0031,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_667218.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_667218.pdf,1
person,pp0024,invited tender,tender,667218,Project Director,Tender Notice_PDFs/CDA_Tender_667218.pdf,2
organization,og0031,advertised,tender,667218,,Tender Notice_PDFs/CDA_Tender_667218.pdf,1
tender,667218,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_667218.pdf,1
organization,og0031,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_669414.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_669414.pdf,1
person,pp0024,invited tender,tender,669414,Project Director,Tender Notice_PDFs/CDA_Tender_669414.pdf,2
organization,og0031,advertised,tender,669414,,Tender Notice_PDFs/CDA_Tender_669414.pdf,1
tender,669414,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_669414.pdf,1
organization,og0031,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_670154.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_670154.pdf,1
person,pp0024,invited tender,tender,670154,Project Director,Tender Notice_PDFs/CDA_Tender_670154.pdf,2
organization,og0031,advertised,tender,670154,,Tender Notice_PDFs/CDA_Tender_670154.pdf,1
tender,670154,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_670154.pdf,1
organization,og0070,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_670297.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_670297.pdf,1
person,pp0111,invited tender,tender,670297,Deputy Chief Town Planner,Tender Notice_PDFs/CDA_Tender_670297.pdf,2
organization,og0070,advertised,tender,670297,,Tender Notice_PDFs/CDA_Tender_670297.pdf,1
tender,670297,belongs to project,project,pr0078,,Tender Notice_PDFs/CDA_Tender_670297.pdf,1
organization,og0031,part of,organization,og0009,,Tender Notice_PDFs/CDA_Tender_683811.pdf,1
organization,og0009,part of,organization,og0001,,Tender Notice_PDFs/CDA_Tender_683811.pdf,1
person,pp0024,invited tender,tender,683811,Project Director,Tender Notice_PDFs/CDA_Tender_683811.pdf,1
organization,og0031,advertised,tender,683811,,Tender Notice_PDFs/CDA_Tender_683811.pdf,1
tender,683811,belongs to project,project,pr0093,,Tender Notice_PDFs/CDA_Tender_683811.pdf,1
