source_type,source_id,relation,target_type,target_id,detail,evidence_file,evidence_page
organization,og0063,awarded contract to,company,co0216,29216449.314,Contract_Awards_PDFs/Tender_615572.pdf,1
person,pp0108,approved award,tender,615572,PD (Uttara 3rd Phase),Contract_Awards_PDFs/Tender_615572.pdf,1
organization,og0063,part of,organization,og0002,,Contract_Awards_PDFs/Tender_615572.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_615572.pdf,1
tender,615572,belongs to project,project,pr0035,,Contract_Awards_PDFs/Tender_615572.pdf,1
company,co0017,was awarded,tender,616293,3463421.400,Contract_Awards_PDFs/Tender_616293.pdf,1
organization,og0015,awarded contract to,company,co0017,3463421.400,Contract_Awards_PDFs/Tender_616293.pdf,1
person,pp0099,approved award,tender,616293,Project Director,Contract_Awards_PDFs/Tender_616293.pdf,1
organization,og0015,part of,organization,og0002,,Contract_Awards_PDFs/Tender_616293.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_616293.pdf,1
tender,616293,belongs to project,project,pr0009,,Contract_Awards_PDFs/Tender_616293.pdf,1
company,co0053,was awarded,tender,616294,3463421.400,Contract_Awards_PDFs/Tender_616294.pdf,1
organization,og0015,awarded contract to,company,co0053,3463421.400,Contract_Awards_PDFs/Tender_616294.pdf,1
person,pp0099,approved award,tender,616294,Project Director,Contract_Awards_PDFs/Tender_616294.pdf,1
organization,og0015,part of,organization,og0002,,Contract_Awards_PDFs/Tender_616294.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_616294.pdf,1
tender,616294,belongs to project,project,pr0009,,Contract_Awards_PDFs/Tender_616294.pdf,1
company,co0142,was awarded,tender,616340,3650723.019,Contract_Awards_PDFs/Tender_616340.pdf,1
organization,og0031,awarded contract to,company,co0142,3650723.019,Contract_Awards_PDFs/Tender_616340.pdf,1
person,pp0024,approved award,tender,616340,Project Director,Contract_Awards_PDFs/Tender_616340.pdf,1
organization,og0031,part of,organization,og0009,,Contract_Awards_PDFs/Tender_616340.pdf,1
organization,og0009,part of,organization,og0001,,Contract_Awards_PDFs/Tender_616340.pdf,1
tender,616340,belongs to project,project,pr0003,,Contract_Awards_PDFs/Tender_616340.pdf,1
company,co0217,was awarded,tender,617410,21379456.051,Contract_Awards_PDFs/Tender_617410.pdf,1
organization,og0020,awarded contract to,company,co0217,21379456.051,Contract_Awards_PDFs/Tender_617410.pdf,1
person,pp0106,approved award,tender,617410,Member (Engineer),Contract_Awards_PDFs/Tender_617410.pdf,1
organization,og0020,part of,organization,og0020,,Contract_Awards_PDFs/Tender_617410.pdf,1
organization,og0020,part of,organization,og0001,,Contract_Awards_PDFs/Tender_617410.pdf,1
tender,617410,belongs to project,project,pr0068,,Contract_Awards_PDFs/Tender_617410.pdf,1
company,co0218,was awarded,tender,617807,75976418.725,Contract_Awards_PDFs/Tender_617807.pdf,1
organization,og0020,awarded contract to,company,co0218,75976418.725,Contract_Awards_PDFs/Tender_617807.pdf,1
person,pp0106,approved award,tender,617807,Member (Engineer),Contract_Awards_PDFs/Tender_617807.pdf,1
organization,og0020,part of,organization,og0020,,Contract_Awards_PDFs/Tender_617807.pdf,1
organization,og0020,part of,organization,og0001,,Contract_Awards_PDFs/Tender_617807.pdf,1
tender,617807,belongs to project,project,pr0068,,Contract_Awards_PDFs/Tender_617807.pdf,1
company,co0219,was awarded,tender,618898,94588512.789,Contract_Awards_PDFs/Tender_618898.pdf,1
organization,og0020,awarded contract to,company,co0219,94588512.789,Contract_Awards_PDFs/Tender_618898.pdf,1
person,pp0106,approved award,tender,618898,Member (Engineer),Contract_Awards_PDFs/Tender_618898.pdf,1
organization,og0020,part of,organization,og0020,,Contract_Awards_PDFs/Tender_618898.pdf,1
organization,og0020,part of,organization,og0001,,Contract_Awards_PDFs/Tender_618898.pdf,1
tender,618898,belongs to project,project,pr0068,,Contract_Awards_PDFs/Tender_618898.pdf,1
company,co0016,was awarded,tender,620619,3045193.803,Contract_Awards_PDFs/Tender_620619.pdf,1
organization,og0007,awarded contract to,company,co0016,3045193.803,Contract_Awards_PDFs/Tender_620619.pdf,1
person,pp0004,approved award,tender,620619,Superintending Engineer,Contract_Awards_PDFs/Tender_620619.pdf,1
organization,og0007,part of,organization,og0002,,Contract_Awards_PDFs/Tender_620619.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_620619.pdf,1
tender,620619,belongs to project,project,pr0003,,Contract_Awards_PDFs/Tender_620619.pdf,1
company,co0041,was awarded,tender,622539,3097300.590,Contract_Awards_PDFs/Tender_622539.pdf,1
organization,og0011,awarded contract to,company,co0041,3097300.590,Contract_Awards_PDFs/Tender_622539.pdf,1
person,pp0007,approved award,tender,622539,Sup. Eng. (Elec.),Contract_Awards_PDFs/Tender_622539.pdf,1
organization,og0011,part of,organization,og0002,,Contract_Awards_PDFs/Tender_622539.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_622539.pdf,1
tender,622539,belongs to project,project,pr0075,,Contract_Awards_PDFs/Tender_622539.pdf,1
company,co0041,was awarded,tender,622586,1279542.600,Contract_Awards_PDFs/Tender_622586.pdf,1
organization,og0011,awarded contract to,company,co0041,1279542.600,Contract_Awards_PDFs/Tender_622586.pdf,1
person,pp0007,approved award,tender,622586,Sup. Eng. (Elec.),Contract_Awards_PDFs/Tender_622586.pdf,1
organization,og0011,part of,organization,og0002,,Contract_Awards_PDFs/Tender_622586.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_622586.pdf,1
tender,622586,belongs to project,project,pr0065,,Contract_Awards_PDFs/Tender_622586.pdf,1
company,co0122,was awarded,tender,622637,967554.720,Contract_Awards_PDFs/Tender_622637.pdf,1
organization,og0011,awarded contract to,company,co0122,967554.720,Contract_Awards_PDFs/Tender_622637.pdf,1
person,pp0007,approved award,tender,622637,Sup. Eng. (Elec.),Contract_Awards_PDFs/Tender_622637.pdf,1
organization,og0011,part of,organization,og0002,,Contract_Awards_PDFs/Tender_622637.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_622637.pdf,1
tender,622637,belongs to project,project,pr0055,,Contract_Awards_PDFs/Tender_622637.pdf,1
company,co0220,was awarded,tender,629331,2230689.600,Contract_Awards_PDFs/Tender_629331.pdf,1
organization,og0061,awarded contract to,company,co0220,2230689.600,Contract_Awards_PDFs/Tender_629331.pdf,1
person,pp0109,approved award,tender,629331,Executive Engineer,Contract_Awards_PDFs/Tender_629331.pdf,1
organization,og0061,part of,organization,og0009,,Contract_Awards_PDFs/Tender_629331.pdf,1
organization,og0009,part of,organization,og0001,,Contract_Awards_PDFs/Tender_629331.pdf,1
tender,629331,belongs to project,project,pr0003,,Contract_Awards_PDFs/Tender_629331.pdf,1
company,co0168,was awarded,tender,631780,3296663.136,Contract_Awards_PDFs/Tender_631780.pdf,1
organization,og0031,awarded contract to,company,co0168,3296663.136,Contract_Awards_PDFs/Tender_631780.pdf,1
person,pp0024,approved award,tender,631780,Project Director,Contract_Awards_PDFs/Tender_631780.pdf,1
organization,og0031,part of,organization,og0009,,Contract_Awards_PDFs/Tender_631780.pdf,1
organization,og0009,part of,organization,og0001,,Contract_Awards_PDFs/Tender_631780.pdf,1
tender,631780,belongs to project,project,pr0003,,Contract_Awards_PDFs/Tender_631780.pdf,1
company,co0221,was awarded,tender,637086,2934320.184,Contract_Awards_PDFs/Tender_637086.pdf,1
organization,og0031,awarded contract to,company,co0221,2934320.184,Contract_Awards_PDFs/Tender_637086.pdf,1
person,pp0024,approved award,tender,637086,Project Director,Contract_Awards_PDFs/Tender_637086.pdf,1
organization,og0031,part of,organization,og0009,,Contract_Awards_PDFs/Tender_637086.pdf,1
organization,og0009,part of,organization,og0001,,Contract_Awards_PDFs/Tender_637086.pdf,1
tender,637086,belongs to project,project,pr0003,,Contract_Awards_PDFs/Tender_637086.pdf,1
company,co0042,was awarded,tender,637169,8158500.740,Contract_Awards_PDFs/Tender_637169.pdf,1
organization,og0012,awarded contract to,company,co0042,8158500.740,Contract_Awards_PDFs/Tender_637169.pdf,1
person,pp0004,approved award,tender,637169,PD (Uttara Appartment),Contract_Awards_PDFs/Tender_637169.pdf,1
organization,og0012,part of,organization,og0002,,Contract_Awards_PDFs/Tender_637169.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_637169.pdf,1
tender,637169,belongs to project,project,pr0003,,Contract_Awards_PDFs/Tender_637169.pdf,1
company,co0222,was awarded,tender,638918,15900000.014,Contract_Awards_PDFs/Tender_638918.pdf,1
organization,og0030,awarded contract to,company,co0222,15900000.014,Contract_Awards_PDFs/Tender_638918.pdf,1
person,pp0097,approved award,tender,638918,Chaiman,Contract_Awards_PDFs/Tender_638918.pdf,1
organization,og0030,part of,organization,og0004,,Contract_Awards_PDFs/Tender_638918.pdf,1
organization,og0004,part of,organization,og0001,,Contract_Awards_PDFs/Tender_638918.pdf,1
tender,638918,belongs to project,project,pr0059,,Contract_Awards_PDFs/Tender_638918.pdf,1
company,co0014,was awarded,tender,639927,6132044.298,Contract_Awards_PDFs/Tender_639927.pdf,1
organization,og0006,awarded contract to,company,co0014,6132044.298,Contract_Awards_PDFs/Tender_639927.pdf,1
person,pp0003,approved award,tender,639927,PD (9apt),Contract_Awards_PDFs/Tender_639927.pdf,1
organization,og0006,part of,organization,og0002,,Contract_Awards_PDFs/Tender_639927.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_639927.pdf,1
tender,639927,belongs to project,project,pr0003,,Contract_Awards_PDFs/Tender_639927.pdf,1
company,co0223,was awarded,tender,640368,2681912.169,Contract_Awards_PDFs/Tender_640368.pdf,1
organization,og0031,awarded contract to,company,co0223,2681912.169,Contract_Awards_PDFs/Tender_640368.pdf,1
person,pp0024,approved award,tender,640368,Project Director,Contract_Awards_PDFs/Tender_640368.pdf,1
organization,og0031,part of,organization,og0009,,Contract_Awards_PDFs/Tender_640368.pdf,1
organization,og0009,part of,organization,og0001,,Contract_Awards_PDFs/Tender_640368.pdf,1
tender,640368,belongs to project,project,pr0003,,Contract_Awards_PDFs/Tender_640368.pdf,1
company,co0224,was awarded,tender,64165,4187780.121,Contract_Awards_PDFs/Tender_64165.pdf,1
organization,og0069,awarded contract to,company,co0224,4187780.121,Contract_Awards_PDFs/Tender_64165.pdf,1
person,pp0023,approved award,tender,64165,Chaiman,Contract_Awards_PDFs/Tender_64165.pdf,1
organization,og0069,part of,organization,og0004,,Contract_Awards_PDFs/Tender_64165.pdf,1
organization,og0004,part of,organization,og0001,,Contract_Awards_PDFs/Tender_64165.pdf,1
tender,64165,belongs to project,project,pr0076,,Contract_Awards_PDFs/Tender_64165.pdf,1
company,co0142,was awarded,tender,644083,2384371.026,Contract_Awards_PDFs/Tender_644083.pdf,1
organization,og0031,awarded contract to,company,co0142,2384371.026,Contract_Awards_PDFs/Tender_644083.pdf,1
person,pp0024,approved award,tender,644083,Project Director,Contract_Awards_PDFs/Tender_644083.pdf,1
organization,og0031,part of,organization,og0009,,Contract_Awards_PDFs/Tender_644083.pdf,1
organization,og0009,part of,organization,og0001,,Contract_Awards_PDFs/Tender_644083.pdf,1
tender,644083,belongs to project,project,pr0003,,Contract_Awards_PDFs/Tender_644083.pdf,1
company,co0029,was awarded,tender,647346,16066116.900,Contract_Awards_PDFs/Tender_647346.pdf,1
organization,og0063,awarded contract to,company,co0029,16066116.900,Contract_Awards_PDFs/Tender_647346.pdf,1
person,pp0108,approved award,tender,647346,PD (Uttara 3rd Phase),Contract_Awards_PDFs/Tender_647346.pdf,1
organization,og0063,part of,organization,og0002,,Contract_Awards_PDFs/Tender_647346.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_647346.pdf,1
tender,647346,belongs to project,project,pr0035,,Contract_Awards_PDFs/Tender_647346.pdf,1
company,co0146,was awarded,tender,647351,17017004.700,Contract_Awards_PDFs/Tender_647351.pdf,1
organization,og0063,awarded contract to,company,co0146,17017004.700,Contract_Awards_PDFs/Tender_647351.pdf,1
person,pp0108,approved award,tender,647351,PD (Uttara 3rd Phase),Contract_Awards_PDFs/Tender_647351.pdf,1
organization,og0063,part of,organization,og0002,,Contract_Awards_PDFs/Tender_647351.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_647351.pdf,1
tender,647351,belongs to project,project,pr0035,,Contract_Awards_PDFs/Tender_647351.pdf,1
company,co0225,was awarded,tender,647356,13534879.500,Contract_Awards_PDFs/Tender_647356.pdf,1
organization,og0063,awarded contract to,company,co0225,13534879.500,Contract_Awards_PDFs/Tender_647356.pdf,1
person,pp0108,approved award,tender,647356,PD (Uttara 3rd Phase),Contract_Awards_PDFs/Tender_647356.pdf,1
organization,og0063,part of,organization,og0002,,Contract_Awards_PDFs/Tender_647356.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_647356.pdf,1
tender,647356,belongs to project,project,pr0035,,Contract_Awards_PDFs/Tender_647356.pdf,1
company,co0226,was awarded,tender,647361,9194839.200,Contract_Awards_PDFs/Tender_647361.pdf,1
organization,og0063,awarded contract to,company,co0226,9194839.200,Contract_Awards_PDFs/Tender_647361.pdf,1
person,pp0108,approved award,tender,647361,PD (Uttara 3rd Phase),Contract_Awards_PDFs/Tender_647361.pdf,1
organization,og0063,part of,organization,og0002,,Contract_Awards_PDFs/Tender_647361.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_647361.pdf,1
tender,647361,belongs to project,project,pr0035,,Contract_Awards_PDFs/Tender_647361.pdf,1
company,co0227,was awarded,tender,647467,74887107.687,Contract_Awards_PDFs/Tender_647467.pdf,1
organization,og0020,awarded contract to,company,co0227,74887107.687,Contract_Awards_PDFs/Tender_647467.pdf,1
person,pp0106,approved award,tender,647467,Member (Engineer),Contract_Awards_PDFs/Tender_647467.pdf,1
organization,og0020,part of,organization,og0020,,Contract_Awards_PDFs/Tender_647467.pdf,1
organization,og0020,part of,organization,og0001,,Contract_Awards_PDFs/Tender_647467.pdf,1
tender,647467,belongs to project,project,pr0068,,Contract_Awards_PDFs/Tender_647467.pdf,1
company,co0228,was awarded,tender,647622,8963413.200,Contract_Awards_PDFs/Tender_647622.pdf,1
organization,og0031,awarded contract to,company,co0228,8963413.200,Contract_Awards_PDFs/Tender_647622.pdf,1
person,pp0024,approved award,tender,647622,Project Director,Contract_Awards_PDFs/Tender_647622.pdf,1
organization,og0031,part of,organization,og0009,,Contract_Awards_PDFs/Tender_647622.pdf,1
organization,og0009,part of,organization,og0001,,Contract_Awards_PDFs/Tender_647622.pdf,1
tender,647622,belongs to project,project,pr0003,,Contract_Awards_PDFs/Tender_647622.pdf,1
company,co0208,was awarded,tender,653051,4895631.057,Contract_Awards_PDFs/Tender_653051.pdf,1
organization,og0020,awarded contract to,company,co0208,4895631.057,Contract_Awards_PDFs/Tender_653051.pdf,1
person,pp0106,approved award,tender,653051,Member (Engineer),Contract_Awards_PDFs/Tender_653051.pdf,1
organization,og0020,part of,organization,og0020,,Contract_Awards_PDFs/Tender_653051.pdf,1
organization,og0020,part of,organization,og0001,,Contract_Awards_PDFs/Tender_653051.pdf,1
tender,653051,belongs to project,project,pr0003,,Contract_Awards_PDFs/Tender_653051.pdf,1
company,co0229,was awarded,tender,658227,14747701.408,Contract_Awards_PDFs/Tender_658227.pdf,1
organization,og0030,awarded contract to,company,co0229,14747701.408,Contract_Awards_PDFs/Tender_658227.pdf,1
person,pp0097,approved award,tender,658227,Chaiman,Contract_Awards_PDFs/Tender_658227.pdf,1
organization,og0030,part of,organization,og0004,,Contract_Awards_PDFs/Tender_658227.pdf,1
organization,og0004,part of,organization,og0001,,Contract_Awards_PDFs/Tender_658227.pdf,1
tender,658227,belongs to project,project,pr0003,,Contract_Awards_PDFs/Tender_658227.pdf,1
company,co0016,was awarded,tender,661661,3072847.077,Contract_Awards_PDFs/Tender_661661.pdf,1
organization,og0014,awarded contract to,company,co0016,3072847.077,Contract_Awards_PDFs/Tender_661661.pdf,1
person,pp0009,approved award,tender,661661,Superintending Engineer,Contract_Awards_PDFs/Tender_661661.pdf,1
organization,og0014,part of,organization,og0002,,Contract_Awards_PDFs/Tender_661661.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_661661.pdf,1
tender,661661,belongs to project,project,pr0003,,Contract_Awards_PDFs/Tender_661661.pdf,1
company,co0109,was awarded,tender,661888,3032142.912,Contract_Awards_PDFs/Tender_661888.pdf,1
organization,og0014,awarded contract to,company,co0109,3032142.912,Contract_Awards_PDFs/Tender_661888.pdf,1
person,pp0009,approved award,tender,661888,Superintending Engineer,Contract_Awards_PDFs/Tender_661888.pdf,1
organization,og0014,part of,organization,og0002,,Contract_Awards_PDFs/Tender_661888.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_661888.pdf,1
tender,661888,belongs to project,project,pr0003,,Contract_Awards_PDFs/Tender_661888.pdf,1
company,co0230,was awarded,tender,663428,2243561.755,Contract_Awards_PDFs/Tender_663428.pdf,1
organization,og0025,awarded contract to,company,co0230,2243561.755,Contract_Awards_PDFs/Tender_663428.pdf,1
person,pp0110,approved award,tender,663428,Director (Admin),Contract_Awards_PDFs/Tender_663428.pdf,1
organization,og0025,part of,organization,og0002,,Contract_Awards_PDFs/Tender_663428.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_663428.pdf,1
tender,663428,belongs to project,project,pr0003,,Contract_Awards_PDFs/Tender_663428.pdf,1
company,co0231,was awarded,tender,663429,773944.520,Contract_Awards_PDFs/Tender_663429.pdf,1
organization,og0025,awarded contract to,company,co0231,773944.520,Contract_Awards_PDFs/Tender_663429.pdf,1
person,pp0110,approved award,tender,663429,Director (Admin),Contract_Awards_PDFs/Tender_663429.pdf,1
organization,og0025,part of,organization,og0002,,Contract_Awards_PDFs/Tender_663429.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_663429.pdf,1
tender,663429,belongs to project,project,pr0003,,Contract_Awards_PDFs/Tender_663429.pdf,1
company,co0232,was awarded,tender,667218,3017182.356,Contract_Awards_PDFs/Tender_667218.pdf,1
organization,og0031,awarded contract to,company,co0232,3017182.356,Contract_Awards_PDFs/Tender_667218.pdf,1
person,pp0024,approved award,tender,667218,Project Director,Contract_Awards_PDFs/Tender_667218.pdf,1
organization,og0031,part of,organization,og0009,,Contract_Awards_PDFs/Tender_667218.pdf,1
organization,og0009,part of,organization,og0001,,Contract_Awards_PDFs/Tender_667218.pdf,1
tender,667218,belongs to project,project,pr0003,,Contract_Awards_PDFs/Tender_667218.pdf,1
company,co0019,was awarded,tender,667693,25972842.870,Contract_Awards_PDFs/Tender_667693.pdf,1
organization,og0037,awarded contract to,company,co0019,25972842.870,Contract_Awards_PDFs/Tender_667693.pdf,1
person,pp0001,approved award,tender,667693,PD ( Gulshan-Banani-Baridhara Lake Development Project),Contract_Awards_PDFs/Tender_667693.pdf,1
organization,og0037,part of,organization,og0002,,Contract_Awards_PDFs/Tender_667693.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_667693.pdf,1
tender,667693,belongs to project,project,pr0077,,Contract_Awards_PDFs/Tender_667693.pdf,1
company,co0182,was awarded,tender,669151,7166727.810,Contract_Awards_PDFs/Tender_669151.pdf,1
organization,og0020,awarded contract to,company,co0182,7166727.810,Contract_Awards_PDFs/Tender_669151.pdf,1
person,pp0106,approved award,tender,669151,Member (Engineer),Contract_Awards_PDFs/Tender_669151.pdf,1
organization,og0020,part of,organization,og0020,,Contract_Awards_PDFs/Tender_669151.pdf,1
organization,og0020,part of,organization,og0001,,Contract_Awards_PDFs/Tender_669151.pdf,1
tender,669151,belongs to project,project,pr0003,,Contract_Awards_PDFs/Tender_669151.pdf,1
company,co0142,was awarded,tender,669414,2605776.228,Contract_Awards_PDFs/Tender_669414.pdf,1
organization,og0031,awarded contract to,company,co0142,2605776.228,Contract_Awards_PDFs/Tender_669414.pdf,1
person,pp0024,approved award,tender,669414,Project Director,Contract_Awards_PDFs/Tender_669414.pdf,1
organization,og0031,part of,organization,og0009,,Contract_Awards_PDFs/Tender_669414.pdf,1
organization,og0009,part of,organization,og0001,,Contract_Awards_PDFs/Tender_669414.pdf,1
tender,669414,belongs to project,project,pr0003,,Contract_Awards_PDFs/Tender_669414.pdf,1
company,co0168,was awarded,tender,670154,2775181.446,Contract_Awards_PDFs/Tender_670154.pdf,1
organization,og0031,awarded contract to,company,co0168,2775181.446,Contract_Awards_PDFs/Tender_670154.pdf,1
person,pp0024,approved award,tender,670154,Project Director,Contract_Awards_PDFs/Tender_670154.pdf,1
organization,og0031,part of,organization,og0009,,Contract_Awards_PDFs/Tender_670154.pdf,1
organization,og0009,part of,organization,og0001,,Contract_Awards_PDFs/Tender_670154.pdf,1
tender,670154,belongs to project,project,pr0003,,Contract_Awards_PDFs/Tender_670154.pdf,1
company,co0008,was awarded,tender,670297,1544500.025,Contract_Awards_PDFs/Tender_670297.pdf,1
organization,og0070,awarded contract to,company,co0008,1544500.025,Contract_Awards_PDFs/Tender_670297.pdf,1
person,pp0111,approved award,tender,670297,Deputy Chief Town Planner,Contract_Awards_PDFs/Tender_670297.pdf,1
organization,og0070,part of,organization,og0009,,Contract_Awards_PDFs/Tender_670297.pdf,1
organization,og0009,part of,organization,og0001,,Contract_Awards_PDFs/Tender_670297.pdf,1
tender,670297,belongs to project,project,pr0078,,Contract_Awards_PDFs/Tender_670297.pdf,1
company,co0233,was awarded,tender,671805,444989988.324,Contract_Awards_PDFs/Tender_671805.pdf,1
organization,og0012,awarded contract to,company,co0233,444989988.324,Contract_Awards_PDFs/Tender_671805.pdf,1
person,pp0004,approved award,tender,671805,PD (Uttara Appartment),Contract_Awards_PDFs/Tender_671805.pdf,1
organization,og0012,part of,organization,og0002,,Contract_Awards_PDFs/Tender_671805.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_671805.pdf,1
tender,671805,belongs to project,project,pr0003,,Contract_Awards_PDFs/Tender_671805.pdf,1
company,co0234,was awarded,tender,672061,199501.500,Contract_Awards_PDFs/Tender_672061.pdf,1
organization,og0025,awarded contract to,company,co0234,199501.500,Contract_Awards_PDFs/Tender_672061.pdf,1
person,pp0110,approved award,tender,672061,Director (Admin),Contract_Awards_PDFs/Tender_672061.pdf,1
organization,og0025,part of,organization,og0002,,Contract_Awards_PDFs/Tender_672061.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_672061.pdf,1
tender,672061,belongs to project,project,pr0003,,Contract_Awards_PDFs/Tender_672061.pdf,1
company,co0235,was awarded,tender,680144,2595000.001,Contract_Awards_PDFs/Tender_680144.pdf,1
organization,og0030,awarded contract to,company,co0235,2595000.001,Contract_Awards_PDFs/Tender_680144.pdf,1
person,pp0097,approved award,tender,680144,Chaiman,Contract_Awards_PDFs/Tender_680144.pdf,1
organization,og0030,part of,organization,og0004,,Contract_Awards_PDFs/Tender_680144.pdf,1
organization,og0004,part of,organization,og0001,,Contract_Awards_PDFs/Tender_680144.pdf,1
tender,680144,belongs to project,project,pr0059,,Contract_Awards_PDFs/Tender_680144.pdf,1
company,co0236,was awarded,tender,681465,8202370.579,Contract_Awards_PDFs/Tender_681465.pdf,1
organization,og0020,awarded contract to,company,co0236,8202370.579,Contract_Awards_PDFs/Tender_681465.pdf,1
person,pp0106,approved award,tender,681465,Member (Engineer),Contract_Awards_PDFs/Tender_681465.pdf,1
organization,og0020,part of,organization,og0020,,Contract_Awards_PDFs/Tender_681465.pdf,1
organization,og0020,part of,organization,og0001,,Contract_Awards_PDFs/Tender_681465.pdf,1
tender,681465,belongs to project,project,pr0003,,Contract_Awards_PDFs/Tender_681465.pdf,1
company,co0223,was awarded,tender,683811,4284081.243,Contract_Awards_PDFs/Tender_683811.pdf,1
organization,og0031,awarded contract to,company,co0223,4284081.243,Contract_Awards_PDFs/Tender_683811.pdf,1
person,pp0024,approved award,tender,683811,Project Director,Contract_Awards_PDFs/Tender_683811.pdf,1
organization,og0031,part of,organization,og0009,,Contract_Awards_PDFs/Tender_683811.pdf,1
organization,og0009,part of,organization,og0001,,Contract_Awards_PDFs/Tender_683811.pdf,1
tender,683811,belongs to project,project,pr0003,,Contract_Awards_PDFs/Tender_683811.pdf,1
company,co0026,was awarded,tender,684610,5485150.044,Contract_Awards_PDFs/Tender_684610.pdf,1
organization,og0007,awarded contract to,company,co0026,5485150.044,Contract_Awards_PDFs/Tender_684610.pdf,1
person,pp0004,approved award,tender,684610,Superintending Engineer,Contract_Awards_PDFs/Tender_684610.pdf,1
organization,og0007,part of,organization,og0002,,Contract_Awards_PDFs/Tender_684610.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_684610.pdf,1
tender,684610,belongs to project,project,pr0003,,Contract_Awards_PDFs/Tender_684610.pdf,1
company,co0053,was awarded,tender,685885,1321392.602,Contract_Awards_PDFs/Tender_685885.pdf,1
organization,og0011,awarded contract to,company,co0053,1321392.602,Contract_Awards_PDFs/Tender_685885.pdf,1
person,pp0007,approved award,tender,685885,Sup. Eng. (Elec.),Contract_Awards_PDFs/Tender_685885.pdf,1
organization,og0011,part of,organization,og0002,,Contract_Awards_PDFs/Tender_685885.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_685885.pdf,1
tender,685885,belongs to project,project,pr0034,,Contract_Awards_PDFs/Tender_685885.pdf,1
company,co0055,was awarded,tender,688763,5685000.001,Contract_Awards_PDFs/Tender_688763.pdf,1
organization,og0018,awarded contract to,company,co0055,5685000.001,Contract_Awards_PDFs/Tender_688763.pdf,1
person,pp0012,approved award,tender,688763,Executive Engineer (M),Contract_Awards_PDFs/Tender_688763.pdf,1
organization,og0018,part of,organization,og0016,,Contract_Awards_PDFs/Tender_688763.pdf,1
organization,og0016,part of,organization,og0001,,Contract_Awards_PDFs/Tender_688763.pdf,1
tender,688763,belongs to project,project,pr0003,,Contract_Awards_PDFs/Tender_688763.pdf,1
company,co0055,was awarded,tender,688794,4899000.001,Contract_Awards_PDFs/Tender_688794.pdf,1
organization,og0018,awarded contract to,company,co0055,4899000.001,Contract_Awards_PDFs/Tender_688794.pdf,1
person,pp0012,approved award,tender,688794,Executive Engineer (M),Contract_Awards_PDFs/Tender_688794.pdf,1
organization,og0018,part of,organization,og0016,,Contract_Awards_PDFs/Tender_688794.pdf,1
organization,og0016,part of,organization,og0001,,Contract_Awards_PDFs/Tender_688794.pdf,1
tender,688794,belongs to project,project,pr0003,,Contract_Awards_PDFs/Tender_688794.pdf,1
company,co0109,was awarded,tender,690870,4862965.914,Contract_Awards_PDFs/Tender_690870.pdf,1
organization,og0007,awarded contract to,company,co0109,4862965.914,Contract_Awards_PDFs/Tender_690870.pdf,1
person,pp0004,approved award,tender,690870,Superintending Engineer,Contract_Awards_PDFs/Tender_690870.pdf,1
organization,og0007,part of,organization,og0002,,Contract_Awards_PDFs/Tender_690870.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_690870.pdf,1
tender,690870,belongs to project,project,pr0003,,Contract_Awards_PDFs/Tender_690870.pdf,1
company,co0222,was awarded,tender,695670,2598500.001,Contract_Awards_PDFs/Tender_695670.pdf,1
organization,og0058,awarded contract to,company,co0222,2598500.001,Contract_Awards_PDFs/Tender_695670.pdf,1
person,pp0112,approved award,tender,695670,Planning Officer,Contract_Awards_PDFs/Tender_695670.pdf,1
organization,og0058,part of,organization,og0016,,Contract_Awards_PDFs/Tender_695670.pdf,1
organization,og0016,part of,organization,og0001,,Contract_Awards_PDFs/Tender_695670.pdf,1
