date,event,tender_id,entity,original,source_file,page
2014-12-01,notice published,15000,"Grid Maintenance Division, Comilla (PGCB)",01-Dec-2014 15:00,Tender Notice_PDFs/CDA_Tender_15000.pdf,1
2014-12-01,tender advertised,15000,OptiNet,01-Dec-2014 15:00,Contract_Awards_PDFs/Tender_15000.pdf,1
2014-12-02,pre-tender meeting ends,15000,"Grid Maintenance Division, Comilla (PGCB)",02-Dec-2014 16:00,Tender Notice_PDFs/CDA_Tender_15000.pdf,1
2014-12-02,pre-tender meeting starts,15000,"Grid Maintenance Division, Comilla (PGCB)",02-Dec-2014 10:00,Tender Notice_PDFs/CDA_Tender_15000.pdf,1
2014-12-22,last day to buy the document,15000,"Grid Maintenance Division, Comilla (PGCB)",22-Dec-2014 14:00,Tender Notice_PDFs/CDA_Tender_15000.pdf,1
2014-12-23,bid submission closes,15000,"Grid Maintenance Division, Comilla (PGCB)",23-Dec-2014 14:30,Tender Notice_PDFs/CDA_Tender_15000.pdf,1
2014-12-23,bids opened,15000,"Grid Maintenance Division, Comilla (PGCB)",23-Dec-2014 15:00,Tender Notice_PDFs/CDA_Tender_15000.pdf,1
2014-12-23,last day for bid security,15000,"Grid Maintenance Division, Comilla (PGCB)",23-Dec-2014 14:00,Tender Notice_PDFs/CDA_Tender_15000.pdf,1
2015-01-04,contract work starts,15000,OptiNet,04/01/2015,Contract_Awards_PDFs/Tender_15000.pdf,1
2015-01-20,notice published,18000,Dinajpur Road Division,20-Jan-2015 10:00,Tender Notice_PDFs/CDA_Tender_18000.pdf,1
2015-01-20,pre-tender meeting ends,18000,Dinajpur Road Division,20-Jan-2015 13:00,Tender Notice_PDFs/CDA_Tender_18000.pdf,1
2015-01-20,pre-tender meeting starts,18000,Dinajpur Road Division,20-Jan-2015 12:00,Tender Notice_PDFs/CDA_Tender_18000.pdf,1
2015-01-25,contract work completes,15000,OptiNet,25/01/2015,Contract_Awards_PDFs/Tender_15000.pdf,1
2015-02-04,notice published,18994,office of Chief Engineer ( Project & Design),04-Feb-2015 17:00,Tender Notice_PDFs/RAJUK_Tender_18994.pdf,1
2015-02-04,tender advertised,18994,ConnectBD Limited,04-Feb-2015 17:00,Contract_Awards_PDFs/Tender_18994.pdf,1
2015-02-05,pre-tender meeting starts,18994,office of Chief Engineer ( Project & Design),05-Feb-2015 17:00,Tender Notice_PDFs/RAJUK_Tender_18994.pdf,1
2015-02-10,last day to buy the document,18000,Dinajpur Road Division,10-Feb-2015 17:00,Tender Notice_PDFs/CDA_Tender_18000.pdf,1
2015-02-10,pre-tender meeting ends,18994,office of Chief Engineer ( Project & Design),10-Feb-2015 17:00,Tender Notice_PDFs/RAJUK_Tender_18994.pdf,1
2015-02-11,bid submission closes,18000,Dinajpur Road Division,11-Feb-2015 12:00,Tender Notice_PDFs/CDA_Tender_18000.pdf,1
2015-02-11,bids opened,18000,Dinajpur Road Division,11-Feb-2015 13:00,Tender Notice_PDFs/CDA_Tender_18000.pdf,1
2015-02-11,last day for bid security,18000,Dinajpur Road Division,11-Feb-2015 11:30,Tender Notice_PDFs/CDA_Tender_18000.pdf,1
2015-02-24,last day to buy the document,18994,office of Chief Engineer ( Project & Design),24-Feb-2015 17:00,Tender Notice_PDFs/RAJUK_Tender_18994.pdf,1
2015-02-25,bid submission closes,18994,office of Chief Engineer ( Project & Design),25-Feb-2015 13:00,Tender Notice_PDFs/RAJUK_Tender_18994.pdf,1
2015-02-25,bids opened,18994,office of Chief Engineer ( Project & Design),25-Feb-2015 14:30,Tender Notice_PDFs/RAJUK_Tender_18994.pdf,1
2015-02-25,last day for bid security,18994,office of Chief Engineer ( Project & Design),25-Feb-2015 12:00,Tender Notice_PDFs/RAJUK_Tender_18994.pdf,1
2015-02-26,notification of award issued,15000,OptiNet,26-Feb-2015,Contract_Awards_PDFs/Tender_15000.pdf,1
2015-03-02,notice published,20558,Dinajpur O&M Division (BWDB),02-Mar-2015 12:00,Tender Notice_PDFs/COXDA_Tender_20558.pdf,1
2015-03-02,tender advertised,20558,M/S. Shahid Brothers,02-Mar-2015 12:00,Contract_Awards_PDFs/Tender_20558.pdf,1
2015-03-03,pre-tender meeting ends,20558,Dinajpur O&M Division (BWDB),03-Mar-2015 13:00,Tender Notice_PDFs/COXDA_Tender_20558.pdf,1
2015-03-03,pre-tender meeting starts,20558,Dinajpur O&M Division (BWDB),03-Mar-2015 11:00,Tender Notice_PDFs/COXDA_Tender_20558.pdf,1
2015-03-11,contract signed,15000,OptiNet,11-Mar-2015,Contract_Awards_PDFs/Tender_15000.pdf,1
2015-03-16,last day to buy the document,20558,Dinajpur O&M Division (BWDB),16-Mar-2015 16:00,Tender Notice_PDFs/COXDA_Tender_20558.pdf,1
2015-03-18,bid submission closes,20558,Dinajpur O&M Division (BWDB),18-Mar-2015 12:00,Tender Notice_PDFs/COXDA_Tender_20558.pdf,1
2015-03-18,bids opened,20558,Dinajpur O&M Division (BWDB),18-Mar-2015 14:10,Tender Notice_PDFs/COXDA_Tender_20558.pdf,1
2015-03-18,last day for bid security,20558,Dinajpur O&M Division (BWDB),18-Mar-2015 11:00,Tender Notice_PDFs/COXDA_Tender_20558.pdf,1
2015-03-23,tender valid until,15000,"Grid Maintenance Division, Comilla (PGCB)",23-Mar-2015,Tender Notice_PDFs/CDA_Tender_15000.pdf,1
2015-04-12,tender valid until,18000,Dinajpur Road Division,12-Apr-2015,Tender Notice_PDFs/CDA_Tender_18000.pdf,1
2015-04-15,contract work starts,20558,M/S. Shahid Brothers,15/04/2015,Contract_Awards_PDFs/Tender_20558.pdf,1
2015-04-16,notification of award issued,18994,ConnectBD Limited,16-Apr-2015,Contract_Awards_PDFs/Tender_18994.pdf,1
2015-04-22,contract work starts,18994,ConnectBD Limited,22/04/2015,Contract_Awards_PDFs/Tender_18994.pdf,1
2015-04-23,notification of award issued,20558,M/S. Shahid Brothers,23-Apr-2015,Contract_Awards_PDFs/Tender_20558.pdf,1
2015-05-05,contract signed,20558,M/S. Shahid Brothers,05-May-2015,Contract_Awards_PDFs/Tender_20558.pdf,1
2015-05-10,bid security valid until,18000,Dinajpur Road Division,10-May-2015,Tender Notice_PDFs/CDA_Tender_18000.pdf,1
2015-05-13,contract signed,18994,ConnectBD Limited,13-May-2015,Contract_Awards_PDFs/Tender_18994.pdf,1
2015-05-21,contract work completes,18994,ConnectBD Limited,21/05/2015,Contract_Awards_PDFs/Tender_18994.pdf,1
2015-05-26,tender valid until,18994,office of Chief Engineer ( Project & Design),26-May-2015,Tender Notice_PDFs/RAJUK_Tender_18994.pdf,1
2015-06-16,tender valid until,20558,Dinajpur O&M Division (BWDB),16-Jun-2015,Tender Notice_PDFs/COXDA_Tender_20558.pdf,1
2015-06-21,bid security valid until,15000,"Grid Maintenance Division, Comilla (PGCB)",21-Jun-2015,Tender Notice_PDFs/CDA_Tender_15000.pdf,1
2015-06-23,bid security valid until,18994,office of Chief Engineer ( Project & Design),23-Jun-2015,Tender Notice_PDFs/RAJUK_Tender_18994.pdf,1
2015-06-25,contract work completes,20558,M/S. Shahid Brothers,25/06/2015,Contract_Awards_PDFs/Tender_20558.pdf,1
2015-07-14,bid security valid until,20558,Dinajpur O&M Division (BWDB),14-Jul-2015,Tender Notice_PDFs/COXDA_Tender_20558.pdf,1
2016-01-17,notice published,42800,"Office of the Executive Engineer, LGED, Department (LGED) Chittagong",17-Jan-2016 19:40,Tender Notice_PDFs/CDA_Tender_42800.pdf,1
2016-01-17,tender advertised,42800,M/S. Al-Arif Enterprise,17-Jan-2016 19:40,Contract_Awards_PDFs/Tender_42800.pdf,1
2016-01-18,pre-tender meeting starts,42800,"Office of the Executive Engineer, LGED, Department (LGED) Chittagong",18-Jan-2016 10:00,Tender Notice_PDFs/CDA_Tender_42800.pdf,1
2016-01-31,pre-tender meeting ends,42800,"Office of the Executive Engineer, LGED, Department (LGED) Chittagong",31-Jan-2016 17:00,Tender Notice_PDFs/CDA_Tender_42800.pdf,1
2016-02-07,last day to buy the document,42800,"Office of the Executive Engineer, LGED, Department (LGED) Chittagong",07-Feb-2016 16:00,Tender Notice_PDFs/CDA_Tender_42800.pdf,1
2016-02-08,bid submission closes,42800,"Office of the Executive Engineer, LGED, Department (LGED) Chittagong",08-Feb-2016 14:50,Tender Notice_PDFs/CDA_Tender_42800.pdf,1
2016-02-08,bids opened,42800,"Office of the Executive Engineer, LGED, Department (LGED) Chittagong",08-Feb-2016 14:55,Tender Notice_PDFs/CDA_Tender_42800.pdf,1
2016-02-08,last day for bid security,42800,"Office of the Executive Engineer, LGED, Department (LGED) Chittagong",08-Feb-2016 13:00,Tender Notice_PDFs/CDA_Tender_42800.pdf,1
2016-03-01,contract work starts,42800,M/S. Al-Arif Enterprise,01/03/2016,Contract_Awards_PDFs/Tender_42800.pdf,1
2016-03-21,notification of award issued,42800,M/S. Al-Arif Enterprise,21-Mar-2016,Contract_Awards_PDFs/Tender_42800.pdf,1
2016-04-17,contract signed,42800,M/S. Al-Arif Enterprise,17-Apr-2016,Contract_Awards_PDFs/Tender_42800.pdf,1
2016-05-08,tender valid until,42800,"Office of the Executive Engineer, LGED, Department (LGED) Chittagong",08-May-2016,Tender Notice_PDFs/CDA_Tender_42800.pdf,1
2016-06-05,bid security valid until,42800,"Office of the Executive Engineer, LGED, Department (LGED) Chittagong",05-Jun-2016,Tender Notice_PDFs/CDA_Tender_42800.pdf,1
2016-06-30,contract work completes,42800,M/S. Al-Arif Enterprise,30/06/2016,Contract_Awards_PDFs/Tender_42800.pdf,1
2016-08-22,notice published,64165,Office of the Chaiman,22-Aug-2016 16:30,Tender Notice_PDFs/RDA_Tender_64165.pdf,1
2016-08-22,tender advertised,64165,Md.kabir Hossain,22-Aug-2016 16:30,Contract_Awards_PDFs/Tender_64165.pdf,1
2016-08-23,pre-tender meeting starts,64165,Office of the Chaiman,23-Aug-2016 10:00,Tender Notice_PDFs/RDA_Tender_64165.pdf,1
2016-09-05,pre-tender meeting ends,64165,Office of the Chaiman,05-Sep-2016 17:00,Tender Notice_PDFs/RDA_Tender_64165.pdf,1
2016-09-07,last day to buy the document,64165,Office of the Chaiman,07-Sep-2016 16:00,Tender Notice_PDFs/RDA_Tender_64165.pdf,1
2016-09-08,bid submission closes,64165,Office of the Chaiman,08-Sep-2016 11:30,Tender Notice_PDFs/RDA_Tender_64165.pdf,1
2016-09-08,bids opened,64165,Office of the Chaiman,08-Sep-2016 12:00,Tender Notice_PDFs/RDA_Tender_64165.pdf,1
2016-09-08,last day for bid security,64165,Office of the Chaiman,08-Sep-2016 11:00,Tender Notice_PDFs/RDA_Tender_64165.pdf,1
2016-10-02,contract work starts,64165,Md.kabir Hossain,02/10/2016,Contract_Awards_PDFs/Tender_64165.pdf,1
2016-10-03,notification of award issued,64165,Md.kabir Hossain,03-Oct-2016,Contract_Awards_PDFs/Tender_64165.pdf,1
2016-10-10,notice published,68947,Office of the Chairman,10-Oct-2016 10:00,Tender Notice_PDFs/RDA_Tender_68947.pdf,1
2016-10-10,pre-tender meeting starts,68947,Office of the Chairman,10-Oct-2016 17:00,Tender Notice_PDFs/RDA_Tender_68947.pdf,1
2016-10-17,contract signed,64165,Md.kabir Hossain,17-Oct-2016,Contract_Awards_PDFs/Tender_64165.pdf,1
2016-10-20,pre-tender meeting ends,68947,Office of the Chairman,20-Oct-2016 17:00,Tender Notice_PDFs/RDA_Tender_68947.pdf,1
2016-10-24,last day to buy the document,68947,Office of the Chairman,24-Oct-2016 16:00,Tender Notice_PDFs/RDA_Tender_68947.pdf,1
2016-10-25,bid submission closes,68947,Office of the Chairman,25-Oct-2016 11:00,Tender Notice_PDFs/RDA_Tender_68947.pdf,1
2016-10-25,bids opened,68947,Office of the Chairman,25-Oct-2016 11:30,Tender Notice_PDFs/RDA_Tender_68947.pdf,1
2016-10-25,last day for bid security,68947,Office of the Chairman,25-Oct-2016 10:30,Tender Notice_PDFs/RDA_Tender_68947.pdf,1
2016-11-07,notice published,72113,Office of the Chief Engineer (Implementation),07-Nov-2016 10:00,Tender Notice_PDFs/RAJUK_Tender_72113.pdf,1
2016-11-07,pre-tender meeting starts,72113,Office of the Chief Engineer (Implementation),07-Nov-2016 12:00,Tender Notice_PDFs/RAJUK_Tender_72113.pdf,1
2016-11-07,notice published,72139,Office of the Chief Engineer (Implementation),07-Nov-2016 10:00,Tender Notice_PDFs/RAJUK_Tender_72139.pdf,1
2016-11-07,pre-tender meeting starts,72139,Office of the Chief Engineer (Implementation),07-Nov-2016 12:00,Tender Notice_PDFs/RAJUK_Tender_72139.pdf,1
2016-11-21,pre-tender meeting ends,72113,Office of the Chief Engineer (Implementation),21-Nov-2016 12:00,Tender Notice_PDFs/RAJUK_Tender_72113.pdf,1
2016-11-27,pre-tender meeting ends,72139,Office of the Chief Engineer (Implementation),27-Nov-2016 12:00,Tender Notice_PDFs/RAJUK_Tender_72139.pdf,1
2016-11-28,last day to buy the document,72113,Office of the Chief Engineer (Implementation),28-Nov-2016 17:00,Tender Notice_PDFs/RAJUK_Tender_72113.pdf,1
2016-11-28,notice published,72156,office of the Chief Engineer ( Project & Design),28-Nov-2016 10:00,Tender Notice_PDFs/RAJUK_Tender_72156.pdf,1
2016-11-28,pre-tender meeting starts,72156,office of the Chief Engineer ( Project & Design),28-Nov-2016 12:00,Tender Notice_PDFs/RAJUK_Tender_72156.pdf,1
2016-11-29,bid submission closes,72113,Office of the Chief Engineer (Implementation),29-Nov-2016 12:00,Tender Notice_PDFs/RAJUK_Tender_72113.pdf,1
2016-11-29,bids opened,72113,Office of the Chief Engineer (Implementation),29-Nov-2016 13:00,Tender Notice_PDFs/RAJUK_Tender_72113.pdf,1
2016-11-29,last day for bid security,72113,Office of the Chief Engineer (Implementation),29-Nov-2016 11:00,Tender Notice_PDFs/RAJUK_Tender_72113.pdf,1
2016-12-01,contract work completes,64165,Md.kabir Hossain,01/12/2016,Contract_Awards_PDFs/Tender_64165.pdf,1
2016-12-05,last day to buy the document,72139,Office of the Chief Engineer (Implementation),05-Dec-2016 17:00,Tender Notice_PDFs/RAJUK_Tender_72139.pdf,1
2016-12-06,bid submission closes,72139,Office of the Chief Engineer (Implementation),06-Dec-2016 12:00,Tender Notice_PDFs/RAJUK_Tender_72139.pdf,1
2016-12-06,bids opened,72139,Office of the Chief Engineer (Implementation),06-Dec-2016 13:00,Tender Notice_PDFs/RAJUK_Tender_72139.pdf,1
2016-12-06,last day for bid security,72139,Office of the Chief Engineer (Implementation),06-Dec-2016 11:00,Tender Notice_PDFs/RAJUK_Tender_72139.pdf,1
2016-12-07,pre-tender meeting ends,72156,office of the Chief Engineer ( Project & Design),07-Dec-2016 12:00,Tender Notice_PDFs/RAJUK_Tender_72156.pdf,1
2016-12-13,last day to buy the document,72156,office of the Chief Engineer ( Project & Design),13-Dec-2016 17:00,Tender Notice_PDFs/RAJUK_Tender_72156.pdf,1
2016-12-14,bid submission closes,72156,office of the Chief Engineer ( Project & Design),14-Dec-2016 12:00,Tender Notice_PDFs/RAJUK_Tender_72156.pdf,1
2016-12-14,bids opened,72156,office of the Chief Engineer ( Project & Design),14-Dec-2016 13:00,Tender Notice_PDFs/RAJUK_Tender_72156.pdf,1
2016-12-14,last day for bid security,72156,office of the Chief Engineer ( Project & Design),14-Dec-2016 11:00,Tender Notice_PDFs/RAJUK_Tender_72156.pdf,1
2017-01-06,tender valid until,64165,Office of the Chaiman,06-Jan-2017,Tender Notice_PDFs/RDA_Tender_64165.pdf,1
2017-01-23,tender valid until,68947,Office of the Chairman,23-Jan-2017,Tender Notice_PDFs/RDA_Tender_68947.pdf,1
2017-02-01,notice published,85344,Office of the Chief Engineer (Implementation),01-Feb-2017 16:00,Tender Notice_PDFs/RAJUK_Tender_85344.pdf,1
2017-02-02,pre-tender meeting starts,85344,Office of the Chief Engineer (Implementation),02-Feb-2017 10:00,Tender Notice_PDFs/RAJUK_Tender_85344.pdf,1
2017-02-03,bid security valid until,64165,Office of the Chaiman,03-Feb-2017,Tender Notice_PDFs/RDA_Tender_64165.pdf,1
2017-02-15,pre-tender meeting ends,85344,Office of the Chief Engineer (Implementation),15-Feb-2017 16:00,Tender Notice_PDFs/RAJUK_Tender_85344.pdf,1
2017-02-20,bid security valid until,68947,Office of the Chairman,20-Feb-2017,Tender Notice_PDFs/RDA_Tender_68947.pdf,1
2017-02-27,notice published,86290,office of the Chief Engineer ( Project & Design),27-Feb-2017 16:00,Tender Notice_PDFs/RAJUK_Tender_86290.pdf,1
2017-02-28,pre-tender meeting starts,86290,office of the Chief Engineer ( Project & Design),28-Feb-2017 10:00,Tender Notice_PDFs/RAJUK_Tender_86290.pdf,1
2017-03-01,last day to buy the document,85344,Office of the Chief Engineer (Implementation),01-Mar-2017 17:00,Tender Notice_PDFs/RAJUK_Tender_85344.pdf,1
2017-03-02,bid submission closes,85344,Office of the Chief Engineer (Implementation),02-Mar-2017 12:00,Tender Notice_PDFs/RAJUK_Tender_85344.pdf,1
2017-03-02,bids opened,85344,Office of the Chief Engineer (Implementation),02-Mar-2017 13:00,Tender Notice_PDFs/RAJUK_Tender_85344.pdf,1
2017-03-02,last day for bid security,85344,Office of the Chief Engineer (Implementation),02-Mar-2017 11:00,Tender Notice_PDFs/RAJUK_Tender_85344.pdf,1
2017-03-02,notice published,89768,"Office of the Executive Engineer DPHE, (DPHE) Lakshmipur",02-Mar-2017 03:15,Tender Notice_PDFs/RAJUK_Tender_89768.pdf,1
2017-03-02,pre-tender meeting starts,89768,"Office of the Executive Engineer DPHE, (DPHE) Lakshmipur",02-Mar-2017 09:00,Tender Notice_PDFs/RAJUK_Tender_89768.pdf,1
2017-03-02,tender advertised,89768,M/S. Mukta Enterprise,02-Mar-2017 03:15,Contract_Awards_PDFs/Tender_89768.pdf,1
2017-03-12,pre-tender meeting ends,86290,office of the Chief Engineer ( Project & Design),12-Mar-2017 16:00,Tender Notice_PDFs/RAJUK_Tender_86290.pdf,1
2017-03-16,pre-tender meeting ends,89768,"Office of the Executive Engineer DPHE, (DPHE) Lakshmipur",16-Mar-2017 17:00,Tender Notice_PDFs/RAJUK_Tender_89768.pdf,1
2017-03-16,notice published,91142,Project Director(Shishukanon),16-Mar-2017 09:30,Tender Notice_PDFs/CDA_Tender_91142.pdf,1
2017-03-16,pre-tender meeting starts,91142,Project Director(Shishukanon),16-Mar-2017 10:00,Tender Notice_PDFs/CDA_Tender_91142.pdf,1
2017-03-16,tender advertised,91142,M/S. Raquib & Brothers,16-Mar-2017 09:30,Contract_Awards_PDFs/Tender_91142.pdf,1
2017-03-20,last day to buy the document,86290,office of the Chief Engineer ( Project & Design),20-Mar-2017 16:00,Tender Notice_PDFs/RAJUK_Tender_86290.pdf,1
2017-03-20,notice published,89904,office of the Chief Engineer ( Project & Design),20-Mar-2017 16:00,Tender Notice_PDFs/RAJUK_Tender_89904.pdf,1
2017-03-20,notice published,89908,office of the Chief Engineer ( Project & Design),20-Mar-2017 16:00,Tender Notice_PDFs/RAJUK_Tender_89908.pdf,1
2017-03-21,bid submission closes,86290,office of the Chief Engineer ( Project & Design),21-Mar-2017 12:00,Tender Notice_PDFs/RAJUK_Tender_86290.pdf,1
2017-03-21,bids opened,86290,office of the Chief Engineer ( Project & Design),21-Mar-2017 13:00,Tender Notice_PDFs/RAJUK_Tender_86290.pdf,1
2017-03-21,last day for bid security,86290,office of the Chief Engineer ( Project & Design),21-Mar-2017 11:00,Tender Notice_PDFs/RAJUK_Tender_86290.pdf,1
2017-03-21,last day for bid security,89768,"Office of the Executive Engineer DPHE, (DPHE) Lakshmipur",21-Mar-2017 17:00,Tender Notice_PDFs/RAJUK_Tender_89768.pdf,1
2017-03-21,last day to buy the document,89768,"Office of the Executive Engineer DPHE, (DPHE) Lakshmipur",21-Mar-2017 12:00,Tender Notice_PDFs/RAJUK_Tender_89768.pdf,1
2017-03-21,pre-tender meeting starts,89904,office of the Chief Engineer ( Project & Design),21-Mar-2017 10:00,Tender Notice_PDFs/RAJUK_Tender_89904.pdf,1
2017-03-21,pre-tender meeting starts,89908,office of the Chief Engineer ( Project & Design),21-Mar-2017 10:00,Tender Notice_PDFs/RAJUK_Tender_89908.pdf,1
2017-03-22,bid submission closes,89768,"Office of the Executive Engineer DPHE, (DPHE) Lakshmipur",22-Mar-2017 12:30,Tender Notice_PDFs/RAJUK_Tender_89768.pdf,1
2017-03-22,bids opened,89768,"Office of the Executive Engineer DPHE, (DPHE) Lakshmipur",22-Mar-2017 13:30,Tender Notice_PDFs/RAJUK_Tender_89768.pdf,1
2017-03-29,pre-tender meeting ends,91142,Project Director(Shishukanon),29-Mar-2017 16:00,Tender Notice_PDFs/CDA_Tender_91142.pdf,1
2017-04-02,contract work starts,89768,M/S. Mukta Enterprise,02/04/2017,Contract_Awards_PDFs/Tender_89768.pdf,1
2017-04-02,pre-tender meeting ends,89904,office of the Chief Engineer ( Project & Design),02-Apr-2017 16:00,Tender Notice_PDFs/RAJUK_Tender_89904.pdf,1
2017-04-02,pre-tender meeting ends,89908,office of the Chief Engineer ( Project & Design),02-Apr-2017 16:00,Tender Notice_PDFs/RAJUK_Tender_89908.pdf,1
2017-04-03,notice published,89106,Office of the Chief Engineer (Implementation),03-Apr-2017 16:00,Tender Notice_PDFs/RAJUK_Tender_89106.pdf,1
2017-04-03,tender advertised,89106,"Starlite Services Ltd & Convoy Service JV ( JVCA Partners [Business Share]: CONVOY SERVICE [0.000%] , Starlite Services Limited [0.000%] )",03-Apr-2017 16:00,Contract_Awards_PDFs/Tender_89106.pdf,1
2017-04-04,pre-tender meeting starts,89106,Office of the Chief Engineer (Implementation),04-Apr-2017 10:00,Tender Notice_PDFs/RAJUK_Tender_89106.pdf,1
2017-04-05,last day to buy the document,91142,Project Director(Shishukanon),05-Apr-2017 16:00,Tender Notice_PDFs/CDA_Tender_91142.pdf,1
2017-04-06,last day to buy the document,89908,office of the Chief Engineer ( Project & Design),06-Apr-2017 15:00,Tender Notice_PDFs/RAJUK_Tender_89908.pdf,1
2017-04-06,bid submission closes,91142,Project Director(Shishukanon),06-Apr-2017 13:00,Tender Notice_PDFs/CDA_Tender_91142.pdf,1
2017-04-06,bids opened,91142,Project Director(Shishukanon),06-Apr-2017 14:00,Tender Notice_PDFs/CDA_Tender_91142.pdf,1
2017-04-06,last day for bid security,91142,Project Director(Shishukanon),06-Apr-2017 12:00,Tender Notice_PDFs/CDA_Tender_91142.pdf,1
2017-04-09,last day to buy the document,89904,office of the Chief Engineer ( Project & Design),09-Apr-2017 15:00,Tender Notice_PDFs/RAJUK_Tender_89904.pdf,1
2017-04-09,last day for bid security,89908,office of the Chief Engineer ( Project & Design),09-Apr-2017 11:00,Tender Notice_PDFs/RAJUK_Tender_89908.pdf,1
2017-04-10,bid submission closes,89904,office of the Chief Engineer ( Project & Design),10-Apr-2017 12:00,Tender Notice_PDFs/RAJUK_Tender_89904.pdf,1
2017-04-10,bids opened,89904,office of the Chief Engineer ( Project & Design),10-Apr-2017 13:00,Tender Notice_PDFs/RAJUK_Tender_89904.pdf,1
2017-04-10,last day for bid security,89904,office of the Chief Engineer ( Project & Design),10-Apr-2017 11:00,Tender Notice_PDFs/RAJUK_Tender_89904.pdf,1
2017-04-10,bid submission closes,89908,office of the Chief Engineer ( Project & Design),10-Apr-2017 12:00,Tender Notice_PDFs/RAJUK_Tender_89908.pdf,1
2017-04-10,bids opened,89908,office of the Chief Engineer ( Project & Design),10-Apr-2017 13:00,Tender Notice_PDFs/RAJUK_Tender_89908.pdf,1
2017-04-11,notification of award issued,89768,M/S. Mukta Enterprise,11-Apr-2017,Contract_Awards_PDFs/Tender_89768.pdf,1
2017-04-12,tender advertised,95841,Md. Abdus Sobhan Dablu,12-Apr-2017 12:00,Contract_Awards_PDFs/Tender_95841.pdf,1
2017-04-13,tender valid until,72156,office of the Chief Engineer ( Project & Design),13-Apr-2017,Tender Notice_PDFs/RAJUK_Tender_72156.pdf,1
2017-04-13,pre-tender meeting ends,89106,Office of the Chief Engineer (Implementation),13-Apr-2017 16:00,Tender Notice_PDFs/RAJUK_Tender_89106.pdf,1
2017-04-23,notice published,79261,Office of the Chief Engineer (Implementation),23-Apr-2017 16:00,Tender Notice_PDFs/RAJUK_Tender_79261.pdf,1
2017-04-23,notice published,89828,Office of the Chief Engineer (Implementation),23-Apr-2017 16:00,Tender Notice_PDFs/RAJUK_Tender_89828.pdf,1
2017-04-24,pre-tender meeting starts,79261,Office of the Chief Engineer (Implementation),24-Apr-2017 10:30,Tender Notice_PDFs/RAJUK_Tender_79261.pdf,1
2017-04-24,pre-tender meeting starts,89828,Office of the Chief Engineer (Implementation),24-Apr-2017 10:00,Tender Notice_PDFs/RAJUK_Tender_89828.pdf,1
2017-04-27,contract signed,89768,M/S. Mukta Enterprise,27-Apr-2017,Contract_Awards_PDFs/Tender_89768.pdf,1
2017-04-27,notification of award issued,91142,M/S. Raquib & Brothers,27-Apr-2017,Contract_Awards_PDFs/Tender_91142.pdf,1
2017-05-02,notice published,100483,Project Director(Silimpur),02-May-2017 09:00,Tender Notice_PDFs/CDA_Tender_100483.pdf,1
2017-05-02,pre-tender meeting starts,100483,Project Director(Silimpur),02-May-2017 10:00,Tender Notice_PDFs/CDA_Tender_100483.pdf,1
2017-05-02,tender advertised,100483,M/S. Raquib & Brothers,02-May-2017 09:00,Contract_Awards_PDFs/Tender_100483.pdf,1
2017-05-02,notice published,98996,Office of the Chairman,02-May-2017 15:00,Tender Notice_PDFs/RDA_Tender_98996.pdf,1
2017-05-02,tender advertised,98996,SHAMIM ENTERPRISE (PVT) LTD,02-May-2017 15:00,Contract_Awards_PDFs/Tender_98996.pdf,1
2017-05-03,pre-tender meeting ends,79261,Office of the Chief Engineer (Implementation),03-May-2017 17:00,Tender Notice_PDFs/RAJUK_Tender_79261.pdf,1
2017-05-03,contract work starts,91142,M/S. Raquib & Brothers,03/05/2017,Contract_Awards_PDFs/Tender_91142.pdf,1
2017-05-03,pre-tender meeting starts,98996,Office of the Chairman,03-May-2017 10:30,Tender Notice_PDFs/RDA_Tender_98996.pdf,1
2017-05-04,notice published,101083,Project Director(DC Road),04-May-2017 09:30,Tender Notice_PDFs/CDA_Tender_101083.pdf,1
2017-05-04,pre-tender meeting starts,101083,Project Director(DC Road),04-May-2017 10:30,Tender Notice_PDFs/CDA_Tender_101083.pdf,1
2017-05-04,tender advertised,101083,M/S. Mohshin & Brothers,04-May-2017 09:30,Contract_Awards_PDFs/Tender_101083.pdf,1
2017-05-07,notice published,79262,Office of the Chief Engineer (Implementation),07-May-2017 16:00,Tender Notice_PDFs/RAJUK_Tender_79262.pdf,1
2017-05-07,notice published,79395,Office of the Chief Engineer (Implementation),07-May-2017 16:00,Tender Notice_PDFs/RAJUK_Tender_79395.pdf,1
2017-05-07,tender advertised,79395,"M.A.H Construction Ltd,RAB-RC(PVT)Ltd and Dawn Corporation JV ( JVCA Partners [Business Share]: M/S. Dawn Corporation [0.000%] , RAB-RC (PVT) LIMITED [0.000%] , M.A.H. CONSTRUCTION LTD. [0.000%] )",07-May-2017 16:00,Contract_Awards_PDFs/Tender_79395.pdf,1
2017-05-07,notice published,80585,Office of the Chief Engineer (Implementation),07-May-2017 16:00,Tender Notice_PDFs/RAJUK_Tender_80585.pdf,1
2017-05-07,tender advertised,80585,"M.A.H Construction Ltd,RAB-RC(PVT)Ltd and Dawn Corporation JV ( JVCA Partners [Business Share]: M/S. Dawn Corporation [0.000%] , RAB-RC (PVT) LIMITED [0.000%] , M.A.H. CONSTRUCTION LTD. [0.000%] )",07-May-2017 16:00,Contract_Awards_PDFs/Tender_80585.pdf,1
2017-05-07,notice published,80586,Office of the Chief Engineer (Implementation),07-May-2017 16:00,Tender Notice_PDFs/RAJUK_Tender_80586.pdf,1
