tender_id,clause_no,source_file,page,source_field,printed_label,text,chars,categories,defers_to_another_document,money_taka,money_original,money_words,money_scale_words,money_reading,money_unresolved,years,contract_counts,percentages
1001782,1,Tender Notice_PDFs/CDA_Tender_1001782.pdf,1,eligibility,Eligibility of Tenderer,"1. The minimum number of years of general experience of the Tenderer in the construction works as Prime Contractor or Subcontractor or Management Contractor shall be 10 (Ten) years. 2. The minimum specific experience is a satisfactory completion of similar works (Supply, Installation, Testing & Commissioning of minimum 4nos Lift including bed lift) with a value of at least BDT 280 (Two hundred Eighty) Lac in a single contract over a period of 5 (Five) years shall be required in any government, semi-government or autonomous body. 3. The required average annual construction turnover shall be greater than Tk 11 (Eleven) Crore over the last best three",655,experience_general;experience_similar;financial_turnover;subcontract,no,28000000.00;110000000.00;28000000.00;110000000.00,BDT 280 (Two hundred Eighty) Lac | Tk 11 (Eleven) Crore | 280 (Two hundred Eighty) Lac | 11 (Eleven) Crore,Two hundred Eighty | Eleven | Two hundred Eighty | Eleven,crore;lac,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,5;10,,
1001782,2,Tender Notice_PDFs/CDA_Tender_1001782.pdf,1,eligibility,Eligibility of Tenderer,(3) years in the last five,26,other,no,,,,,,,3,,
1001782,3,Tender Notice_PDFs/CDA_Tender_1001782.pdf,1,eligibility,Eligibility of Tenderer,"(5) years. 4. The minimum amount of liquid assets or working capital or credit facilities of the Tenderer shall be BD Tk 5.5 (Five & half) Crore. 5. The tenderer should have updated trade license, TIN and VAT certificate and incorporation certificate. 6. The tenderer should have updated A-B-C Electric license with supervisory license. 7. The tenderer should have minimum one work done certificate with E-gp ID should be submitted in last 5 years. 8. others qualification criteria as stated in TDS.",499,financial_liquid;financial_credit;cert_trade_licence;cert_vat;cert_tin;cert_other;cert_licence_class,no,55000000.00;55000000.00,Tk 5.5 (Five & half) Crore | 5.5 (Five & half) Crore,Five & half | Five & half,crore,the scale word was applied to the digits; no amount in words is printed beside them to check it against | the scale word was applied to the digits; no amount in words is printed beside them to check it against,,5,,
1001843,1,Tender Notice_PDFs/CDA_Tender_1001843.pdf,1,eligibility,Eligibility of Tenderer,"1. The minimum number of years of general experience of the Tenderer in the construction works as Prime Contractor or Subcontractor or Management Contractor shall be 05 (Five)years. 2. A satisfactory completion of similar nature of works (including fire fighting works at minimum one 10 storied Building) of at least BDT 150 (one hundred fifty) lac under 2(Two) contracts over a period of 5 (Five) years shall be required in any government, semi- government or autonomous body. 3. The required average annual construction turnover shall be greater than Tk 2.5 (Two and half) Crore over best three",596,experience_general;experience_similar;financial_turnover;subcontract,no,15000000.00;25000000.00;15000000.00;25000000.00,BDT 150 (one hundred fifty) lac | Tk 2.5 (Two and half) Crore | 150 (one hundred fifty) lac | 2.5 (Two and half) Crore,one hundred fifty | Two and half | one hundred fifty | Two and half,crore;lac,"the digits and the words agree, so the scale word is applied to them | the scale word was applied to the digits; no amount in words is printed beside them to check it against | the digits and the words agree, so the scale word is applied to them | the scale word was applied to the digits; no amount in words is printed beside them to check it against",,5,2,
1001843,2,Tender Notice_PDFs/CDA_Tender_1001843.pdf,1,eligibility,Eligibility of Tenderer,(3) years in the last five,26,other,no,,,,,,,3,,
1001843,3,Tender Notice_PDFs/CDA_Tender_1001843.pdf,1,eligibility,Eligibility of Tenderer,"(5) years. 4. The minimum amount of liquid assets or working capital or credit facilities of the Tenderer shall be Tk Tk 2.5 (Two & half) Crore. 5. The tenderer should have updated trade license, TIN and VAT certificate and incorporation certificate. 6. The tenderer should have minimum one work done certificate with E-gp ID should be submitted in last 5 years. 7. The bidder must have Electrical A-B-C licences & Supervisory licences from electrification Board. 8. others qualification criteria as stated in TDS.",514,financial_liquid;financial_credit;cert_trade_licence;cert_vat;cert_tin;cert_other;cert_licence_class,no,25000000.00;25000000.00,Tk 2.5 (Two & half) Crore | 2.5 (Two & half) Crore,Two & half | Two & half,crore,the scale word was applied to the digits; no amount in words is printed beside them to check it against | the scale word was applied to the digits; no amount in words is printed beside them to check it against,,5,,
1002615,1,Tender Notice_PDFs/CDA_Tender_1002615.pdf,1,eligibility,Eligibility of Tenderer,"(a) The minimum of years of general experience of the Tenderer in the supply of Goods and related services (Excavator, Payloader, Bulldozer etc.) as Supplier shall be eight",172,experience_general;equipment,no,,,,,,,,,
1002615,2,Tender Notice_PDFs/CDA_Tender_1002615.pdf,1,eligibility,Eligibility of Tenderer,"(8) years. Years counting backward from the date of publication of IFT in the e-GP System. (b) The minimum specific experience as Supplier in supply of similar Goods (Like minimum number of one Excavator, Country of orgin: Japan/Europe/UK/North America/South America) of at least one",283,experience_similar;equipment,no,,,,,,,8,,
1002615,3,Tender Notice_PDFs/CDA_Tender_1002615.pdf,1,eligibility,Eligibility of Tenderer,(1) contract(s) successfully completed within the last three,60,other,no,,,,,,,,1,
1002615,4,Tender Notice_PDFs/CDA_Tender_1002615.pdf,1,eligibility,Eligibility of Tenderer,"(3) years, each with a value of at least Tk. 3,50,00,000.00 (Three Crore Fifty Lacs only). Years counting backward from the date of publication of IFT in the e-GP System. (c) The minimum supply and/or production capacity of Goods are: Similar nature of goods NO. 1 per year in last three",287,experience_similar,no,35000000.00,"Tk. 3,50,00,000.00 (Three Crore Fifty Lacs only)",Three Crore Fifty Lacs only,crore,the words in brackets state the same total as the digits,,3,,
1002615,5,Tender Notice_PDFs/CDA_Tender_1002615.pdf,1,eligibility,Eligibility of Tenderer,"(3) years. (d) The minimum amount of liquid assets i.e. working capital or credit line(s), net of other contractual commitments is Tk. 4,00,00,000.00 (Four Crore Lacs Only).",173,financial_liquid;financial_credit,no,40000000.00,"Tk. 4,00,00,000.00 (Four Crore Lacs Only)",Four Crore Lacs Only,crore,the words in brackets state the same total as the digits,,3,,
100483,1,Tender Notice_PDFs/CDA_Tender_100483.pdf,1,eligibility,Eligibility of Tenderer,"The minimum number of years of general experience of the Tenderer in the construction works as Prime Contractor or Subcontractor or Management Contractor shall be 05 years. # The minimum specific experience as a Prime Contractor in construction works of at least 01 (One) Contract of works within the last 05 years, with a value of at least Tk. 400 Lacs. # The required average annual construction turnover shall be greater than Tk. 4.00 Corers over in the last 05 years. # The minimum amount of liquid assets i.e working capital or credit line",544,experience_general;experience_similar;experience_count;financial_turnover;financial_liquid;financial_credit;subcontract,no,40000000.00;4.00;40000000.00,Tk. 400 Lacs | Tk. 4.00 | 400 Lacs, |  | ,lacs;taka,the scale word was applied to the digits; no amount in words is printed beside them to check it against | no scale word is printed; the figure is taken at face value in taka | the scale word was applied to the digits; no amount in words is printed beside them to check it against,,5,1,
100483,2,Tender Notice_PDFs/CDA_Tender_100483.pdf,1,eligibility,Eligibility of Tenderer,"(s) of the Tenderers shall be Tk. 150 lacs. # Others qualifications as stated in TDS # If the total quoted price is more than 10% (ten percent) less/above than the Offiial Cost, the tender shall be evaluated as Non- Responsive.",227,other,no,15000000.00;15000000.00,Tk. 150 lacs | 150 lacs, | ,lacs,the scale word was applied to the digits; no amount in words is printed beside them to check it against | the scale word was applied to the digits; no amount in words is printed beside them to check it against,,,,10
1006947,1,Tender Notice_PDFs/CDA_Tender_1006947.pdf,1,eligibility,Eligibility of Tenderer,1. The minimum number of years of general experience of the Tenderer in the construction works shall be 5 (Five) years.,119,experience_general,no,,,,,,,5,,
1006947,2,Tender Notice_PDFs/CDA_Tender_1006947.pdf,1,eligibility,Eligibility of Tenderer,"2. The minimum specific experience in Similar works of at least 1(One) contract(s) of Public (Government, Semi Government & Autonomous) Furniture Materials successfully Supply completed within the last 3 (Three) years in each with a value of at least Tk.22 (Twenty Two) Lacs.",275,experience_similar;experience_count;geographic,no,2200000.00;2200000.00,Tk.22 (Twenty Two) Lacs | 22 (Twenty Two) Lacs,Twenty Two | Twenty Two,lacs,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,3,1,
1006947,3,Tender Notice_PDFs/CDA_Tender_1006947.pdf,1,eligibility,Eligibility of Tenderer,3. The required average annual construction turnover shall be greater than Tk 1 (One) Crore over the last 5 (Five) years.,121,financial_turnover,no,10000000.00;10000000.00,Tk 1 (One) Crore | 1 (One) Crore,One | One,crore,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,5,,
1006947,4,Tender Notice_PDFs/CDA_Tender_1006947.pdf,1,eligibility,Eligibility of Tenderer,4. The minimum amount of liquid assets i.e. working capital or credit line(s) of the Tenderer shall be Tk 20 (Twenty) Lac.,122,financial_liquid;financial_credit,no,2000000.00;2000000.00,Tk 20 (Twenty) Lac | 20 (Twenty) Lac,Twenty | Twenty,lac,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,,,
1006947,5,Tender Notice_PDFs/CDA_Tender_1006947.pdf,1,eligibility,Eligibility of Tenderer,5. Tender Document containing insufficient / incomplete information will be rejected.,85,other,no,,,,,,,,,
1006947,6,Tender Notice_PDFs/CDA_Tender_1006947.pdf,1,eligibility,Eligibility of Tenderer,"6. Furnishing of any false, Fake & forged document or information by a tender shall result in rejection of his tender and may lead to forfeiture of tender Secuirity and action againist tender under reguler of PPA 2008",217,other,no,,,,,,,,,
1006947,7,Tender Notice_PDFs/CDA_Tender_1006947.pdf,1,eligibility,Eligibility of Tenderer,7. The Tenderer shall qoute the rate including VAT and TAX( Total 25%),70,cert_vat,no,,,,,,,,,25
101083,1,Tender Notice_PDFs/CDA_Tender_101083.pdf,1,eligibility,Eligibility of Tenderer,"The minimum number of years of general experience of the Tenderer in the construction works as Prime Contractor or Subcontractor or Management Contractor shall be 05 years. # The minimum specific experience as a Prime Contractor in construction works of at least 01 (One) Contract of works within the last 05 years, with a value of at least Tk. 20 Lacs. # The required average annual construction turnover shall be greater than Tk.10 Lakh over in the last 05 years. # The minimum amount of liquid assets i.e working capital or credit line",538,experience_general;experience_similar;experience_count;financial_turnover;financial_liquid;financial_credit;subcontract,no,2000000.00;1000000.00;2000000.00;1000000.00,Tk. 20 Lacs | Tk.10 Lakh | 20 Lacs | 10 Lakh, |  |  | ,lacs;lakh,the scale word was applied to the digits; no amount in words is printed beside them to check it against | the scale word was applied to the digits; no amount in words is printed beside them to check it against | the scale word was applied to the digits; no amount in words is printed beside them to check it against | the scale word was applied to the digits; no amount in words is printed beside them to check it against,,5,1,
101083,2,Tender Notice_PDFs/CDA_Tender_101083.pdf,1,eligibility,Eligibility of Tenderer,"(s) of the Tenderers shall be Tk. 25 lacs. # Others qualifications as stated in TDS # If the total quoted price is more than 10% (ten percent) less/above than the Offiial Cost, the tender shall be evaluated as Non- Responsive.",226,other,no,2500000.00;2500000.00,Tk. 25 lacs | 25 lacs, | ,lacs,the scale word was applied to the digits; no amount in words is printed beside them to check it against | the scale word was applied to the digits; no amount in words is printed beside them to check it against,,,,10
1023323,1,Tender Notice_PDFs/CDA_Tender_1023323.pdf,1,eligibility,Eligibility of Tenderer,"1. The minimum number of years of general experience of the Tenderer in the construction works as Prime Contractor or Subcontractor or Management Contractor shall be 05 (Five) years. 2. A satisfactory completion of similar nature of works of at least Tk 60 (Sixty) lac under single contract over a period of 5 (Five) years shall be required in any government, semi-government or autonomous body. 3. The required average annual construction turnover shall be greater than Tk 120 (One Hundred twenty) Lac over the best three",522,experience_general;experience_similar;financial_turnover;subcontract,no,6000000.00;12000000.00;6000000.00;12000000.00,Tk 60 (Sixty) lac | Tk 120 (One Hundred twenty) Lac | 60 (Sixty) lac | 120 (One Hundred twenty) Lac,Sixty | One Hundred twenty | Sixty | One Hundred twenty,lac,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,5,,
1023323,2,Tender Notice_PDFs/CDA_Tender_1023323.pdf,1,eligibility,Eligibility of Tenderer,(3) years in the last five,26,other,no,,,,,,,3,,
1023323,3,Tender Notice_PDFs/CDA_Tender_1023323.pdf,1,eligibility,Eligibility of Tenderer,"(5) years. 4. The minimum amount of liquid assets or working capital or credit facilities of the Tenderer shall be Tk 100 (one hundred) lac. 5. The tenderer should have updated trade license, TIN and VAT certificate. 6. The tenderer should have minimum one work done certificate with E-gp ID should be submitted in last 5 years. 7. The bidder must have Electrical A-B-C licences & Supervisory licences from electrification Board. 8. others qualification criteria as stated in TDS.",480,financial_liquid;financial_credit;cert_trade_licence;cert_vat;cert_tin;cert_other;cert_licence_class,no,10000000.00;10000000.00,Tk 100 (one hundred) lac | 100 (one hundred) lac,one hundred | one hundred,lac,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,5,,
1023333,1,Tender Notice_PDFs/CDA_Tender_1023333.pdf,1,eligibility,Eligibility of Tenderer,"1. The minimum number of years of general experience of the Tenderer in the construction works as Prime Contractor or Subcontractor or Management Contractor shall be 07(Seven) years. 2. A satisfactory completion of similar works (Civil & finishing ) of at least Tk 90 (Ninty) lac under single contract over a period of 5 (Five) years shall be required in any government, semi-government or autonomous body. 3. The required average annual construction turnover shall be greater than Tk 150 (One Hundred Fifty) Lac overthe best three",531,experience_general;experience_similar;financial_turnover;subcontract,no,9000000.00;15000000.00;9000000.00;15000000.00,Tk 90 (Ninty) lac | Tk 150 (One Hundred Fifty) Lac | 90 (Ninty) lac | 150 (One Hundred Fifty) Lac,Ninty | One Hundred Fifty | Ninty | One Hundred Fifty,lac,"the scale word was applied to the digits; no amount in words is printed beside them to check it against | the digits and the words agree, so the scale word is applied to them | the scale word was applied to the digits; no amount in words is printed beside them to check it against | the digits and the words agree, so the scale word is applied to them",,5;7,,
1023333,2,Tender Notice_PDFs/CDA_Tender_1023333.pdf,1,eligibility,Eligibility of Tenderer,(3) years in the last five,26,other,no,,,,,,,3,,
1023333,3,Tender Notice_PDFs/CDA_Tender_1023333.pdf,1,eligibility,Eligibility of Tenderer,"(5) years. 4. The minimum amount of liquid assets or working capital or credit facilities of the Tenderer shall be Tk 80 (Eighty) Lac. 5. The tenderer should have updated trade license, TIN and VAT certificate and incorporation certificate. 6. others qualification criteria as stated in TDS.",291,financial_liquid;financial_credit;cert_trade_licence;cert_vat;cert_tin;cert_other,no,8000000.00;8000000.00,Tk 80 (Eighty) Lac | 80 (Eighty) Lac,Eighty | Eighty,lac,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,5,,
1028832,1,Tender Notice_PDFs/CDA_Tender_1028832.pdf,1,eligibility,Eligibility of Tenderer,"1. The minimum number of years of general experience of the Tenderer in the construction works as Prime Contractor or Subcontractor or Management Contractor shall be 05 (Five) years. 2. A satisfactory completion of similar nature of works of at least Tk 60 (Sixty) lac under single contract over a period of 8 (Eight) years shall be required in any government, semi-government or autonomous body or reputed private organization. 3. The required average annual construction turnover shall be greater than Tk 120 (One Hundred twenty) Lac over the best three",555,experience_general;experience_similar;financial_turnover;subcontract,no,6000000.00;12000000.00;6000000.00;12000000.00,Tk 60 (Sixty) lac | Tk 120 (One Hundred twenty) Lac | 60 (Sixty) lac | 120 (One Hundred twenty) Lac,Sixty | One Hundred twenty | Sixty | One Hundred twenty,lac,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,5;8,,
1028832,2,Tender Notice_PDFs/CDA_Tender_1028832.pdf,1,eligibility,Eligibility of Tenderer,(3) years in the last five,26,other,no,,,,,,,3,,
1028832,3,Tender Notice_PDFs/CDA_Tender_1028832.pdf,1,eligibility,Eligibility of Tenderer,"(5) years. 4. The minimum amount of liquid assets or working capital or credit facilities of the Tenderer shall be Tk 100 (one hundred) lac. 5. The tenderer should have updated trade license, TIN and VAT certificate. 6. The tenderer should have minimum one work done certificate with E-gp ID should be submitted in last 5 years. 7. others qualification criteria as stated in TDS",378,financial_liquid;financial_credit;cert_trade_licence;cert_vat;cert_tin;cert_other,no,10000000.00;10000000.00,Tk 100 (one hundred) lac | 100 (one hundred) lac,one hundred | one hundred,lac,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,5,,
1032943,1,Tender Notice_PDFs/CDA_Tender_1032943.pdf,1,eligibility,Eligibility of Tenderer,"2. The minimum specific experience in Similar works of at least 1(One) contract(s) of Public (Government, Semi Government & Autonomous) Building Construction successfully completed within the last 3 (Three) years in each with a value of at least Tk.15 (Fifteen) Lacs.",267,experience_similar;experience_count;geographic,no,1500000.00;1500000.00,Tk.15 (Fifteen) Lacs | 15 (Fifteen) Lacs,Fifteen | Fifteen,lacs,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,3,1,
1032943,2,Tender Notice_PDFs/CDA_Tender_1032943.pdf,1,eligibility,Eligibility of Tenderer,3. The required average annual construction turnover shall be greater than Tk 50 (Fifty) Lacs over the last 03 (Three) years.,125,financial_turnover,no,5000000.00;5000000.00,Tk 50 (Fifty) Lacs | 50 (Fifty) Lacs,Fifty | Fifty,lacs,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,3,,
1032943,3,Tender Notice_PDFs/CDA_Tender_1032943.pdf,1,eligibility,Eligibility of Tenderer,4. The minimum amount of liquid assets i.e. working capital or credit line(s) of the Tenderer shall be Tk. 15 (Fifteen) Lac.,124,financial_liquid;financial_credit,no,1500000.00;1500000.00,Tk. 15 (Fifteen) Lac | 15 (Fifteen) Lac,Fifteen | Fifteen,lac,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,,,
1032943,4,Tender Notice_PDFs/CDA_Tender_1032943.pdf,1,eligibility,Eligibility of Tenderer,5. Tender Document containing insufficient / incomplete information will be rejected.,85,other,no,,,,,,,,,
1032943,5,Tender Notice_PDFs/CDA_Tender_1032943.pdf,1,eligibility,Eligibility of Tenderer,"6. Furnishing of any false, Fake & forged document or information by a tender shall result in rejection of his tender and may lead to forfeiture of tender Secuirity and action againist tender under reguler of PPA 2008",217,other,no,,,,,,,,,
1032943,6,Tender Notice_PDFs/CDA_Tender_1032943.pdf,1,eligibility,Eligibility of Tenderer,"7. If Quated Rate is found more thane 10% above or below Estimated cost, Tender will be Non-Responsive",102,price_band,no,,,,,,,,,10
1036609,1,Tender Notice_PDFs/CDA_Tender_1036609.pdf,1,eligibility,Eligibility of Tenderer,1. The minimum number of years of general experience of the Tenderer in the construction works shall be 05 (Five) years.,120,experience_general,no,,,,,,,5,,
1036609,2,Tender Notice_PDFs/CDA_Tender_1036609.pdf,1,eligibility,Eligibility of Tenderer,"2. The minimum specific experience in similar works of at least 5 (Five) years contract(s) of public (Government, Semi Government & Autonomous) road, drain, culvert etc. construction successfully completed within the last 3 (Three) years in each with a value of at least Tk. 6.58 Crores (Six Crores Fifty Eight Lacs).",317,experience_similar;geographic,no,65800000.00;65800000.00,Tk. 6.58 Crore | 6.58 Crore, | ,crore,the scale word was applied to the digits; no amount in words is printed beside them to check it against | the scale word was applied to the digits; no amount in words is printed beside them to check it against,,3;5,,
1036609,3,Tender Notice_PDFs/CDA_Tender_1036609.pdf,1,eligibility,Eligibility of Tenderer,3. The required average annual construction turnover shall be greater than Tk 18.80 Crores (Eihgteen Crores Eighty Lacs) over the last 03 (Three) years.,152,financial_turnover,no,188000000.00;188000000.00,Tk 18.80 Crore | 18.80 Crore, | ,crore,the scale word was applied to the digits; no amount in words is printed beside them to check it against | the scale word was applied to the digits; no amount in words is printed beside them to check it against,,3,,
1036609,4,Tender Notice_PDFs/CDA_Tender_1036609.pdf,1,eligibility,Eligibility of Tenderer,4. The Minimum amount of liquid assets i.e. working capital or credit line (s) of the Tenderer shall be Tk. 3.13 Crores (Three Crores Thirteen Lacs).,149,financial_liquid;financial_credit,no,31300000.00;31300000.00,Tk. 3.13 Crore | 3.13 Crore, | ,crore,the scale word was applied to the digits; no amount in words is printed beside them to check it against | the scale word was applied to the digits; no amount in words is printed beside them to check it against,,,,
1036609,5,Tender Notice_PDFs/CDA_Tender_1036609.pdf,1,eligibility,Eligibility of Tenderer,5. Tender Document containing insufficient / incomplete information will be rejected.,85,other,no,,,,,,,,,
1036609,6,Tender Notice_PDFs/CDA_Tender_1036609.pdf,1,eligibility,Eligibility of Tenderer,"6. Furnishing of any false, fake & forged document or information by a tender shall result in rejection of his tender and may lead to forfeiture of Tender Security and action against tender under regular of PPA 2008.",216,other,no,,,,,,,,,
1036609,7,Tender Notice_PDFs/CDA_Tender_1036609.pdf,1,eligibility,Eligibility of Tenderer,"7. If Quoted Rate is found more than 10% above or below from approved Estimated cost, Tender will be Non-Responsive.",116,price_band,no,,,,,,,,,10
1044421,1,Tender Notice_PDFs/CDA_Tender_1044421.pdf,1,eligibility,Eligibility of Tenderer,The documents to be furnished by the supplier shall be as follows 1. Valid VAT Registration Certificate. 2. Valid Trade License. 3.The tenderer must have at least 5 years experience (in place of existing). 4. The tenderer must have the track record of honoring a single tender (Govt./Non-Govt.Organizations ) of min Taka 5 Lac in last two,338,cert_trade_licence;cert_vat;cert_other,no,500000.00;500000.00,Taka 5 Lac | 5 Lac, | ,lac,the scale word was applied to the digits; no amount in words is printed beside them to check it against | the scale word was applied to the digits; no amount in words is printed beside them to check it against,,5,,
1044421,2,Tender Notice_PDFs/CDA_Tender_1044421.pdf,1,eligibility,Eligibility of Tenderer,"(02) years. 5. The tenderer/bidder should have the Bank solvency certificate. 6. Tenderer must have a working center/office/branch office in Chattogram City. 7. In order to prove the Tenderer Financial capability necessary to perform the contract, the Tenderer shall furnish the average annual turnover at least 10 Lac over the last Three",338,financial_turnover;financial_credit;cert_other,no,1000000.00,10 Lac,,lac,the scale word was applied to the digits; no amount in words is printed beside them to check it against,,2,,
1044421,3,Tender Notice_PDFs/CDA_Tender_1044421.pdf,1,eligibility,Eligibility of Tenderer,(03) years. 8. The minimum amount of liquid assets or working capital or credit facilities of the Tenderer shall be Tk. 10 Lac. 9. All supply should be as per define catalog.,174,financial_liquid;financial_credit,no,1000000.00;1000000.00,Tk. 10 Lac | 10 Lac, | ,lac,the scale word was applied to the digits; no amount in words is printed beside them to check it against | the scale word was applied to the digits; no amount in words is printed beside them to check it against,,3,,
1048608,1,Tender Notice_PDFs/CDA_Tender_1048608.pdf,1,eligibility,Eligibility of Tenderer,1. Suppliers should have 5 years of experience in BD market.(Copy of Trade license of the company.) 2.The Supplier must submit NOA and Completion Certificate of honoring a 2 tender each of minimun Taka 8 Lac on of Supplying IT and related equipment in the last two,264,experience_general;equipment;cert_trade_licence;cert_other,no,800000.00;800000.00,Taka 8 Lac | 8 Lac, | ,lac,the scale word was applied to the digits; no amount in words is printed beside them to check it against | the scale word was applied to the digits; no amount in words is printed beside them to check it against,,5,,
1048608,2,Tender Notice_PDFs/CDA_Tender_1048608.pdf,1,eligibility,Eligibility of Tenderer,"(02) years in the government/semi government organization with e-GP Tender ID. 3. The Supplier should have the Bank solvency Certificate. 4. The minimum amount of liquid assets or working capital or credit facilities of the Tenderer shall be Tk 10 Lac. 5. The Supplier must submit Up-to-date Trade License, Valid TIN Certificate, VAT Registration/ BIN certificate, with return certificate of the financial year 2023-24. 6. Tenderer shall furnish the average annual turnover at least 8 lacs (sum of 24 Lac for three years) over the best three",541,financial_turnover;financial_liquid;financial_credit;cert_trade_licence;cert_vat;cert_tin;cert_bin;cert_other,no,1000000.00;1000000.00;800000.00;2400000.00,Tk 10 Lac | 10 Lac | 8 lacs | 24 Lac, |  |  | ,lac;lacs,the scale word was applied to the digits; no amount in words is printed beside them to check it against | the scale word was applied to the digits; no amount in words is printed beside them to check it against | the scale word was applied to the digits; no amount in words is printed beside them to check it against | the scale word was applied to the digits; no amount in words is printed beside them to check it against,,2,,
1048608,3,Tender Notice_PDFs/CDA_Tender_1048608.pdf,1,eligibility,Eligibility of Tenderer,(03) years in last 5(five) years. 7. Valid documents having office / Sub office in Chittagong for instant support and service.,126,other,no,,,,,,,3;5,,
1049598,1,Tender Notice_PDFs/CDA_Tender_1049598.pdf,1,eligibility,Eligibility of Tenderer,1. The minimum number of years of general experience of the Tenderer in the construction works shall be 5 (Five) years.,119,experience_general,no,,,,,,,5,,
1049598,2,Tender Notice_PDFs/CDA_Tender_1049598.pdf,1,eligibility,Eligibility of Tenderer,"2. The minimum specific experience in Similar works of at least 1(One) contract(s) of Public (Government, Semi Government & Autonomous) Furniture Materials successfully Supply completed within the last 3 (Three) years in each with a value of at least Tk.22 (Twenty Two) Lacs.",275,experience_similar;experience_count;geographic,no,2200000.00;2200000.00,Tk.22 (Twenty Two) Lacs | 22 (Twenty Two) Lacs,Twenty Two | Twenty Two,lacs,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,3,1,
1049598,3,Tender Notice_PDFs/CDA_Tender_1049598.pdf,1,eligibility,Eligibility of Tenderer,3. The required average annual construction turnover shall be greater than Tk 1 (One) Crore over the last 5 (Five) years.,121,financial_turnover,no,10000000.00;10000000.00,Tk 1 (One) Crore | 1 (One) Crore,One | One,crore,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,5,,
1049598,4,Tender Notice_PDFs/CDA_Tender_1049598.pdf,1,eligibility,Eligibility of Tenderer,4. The minimum amount of liquid assets i.e. working capital or credit line(s) of the Tenderer shall be Tk 20 (Twenty) Lac.,122,financial_liquid;financial_credit,no,2000000.00;2000000.00,Tk 20 (Twenty) Lac | 20 (Twenty) Lac,Twenty | Twenty,lac,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,,,
1049598,5,Tender Notice_PDFs/CDA_Tender_1049598.pdf,1,eligibility,Eligibility of Tenderer,5. Tender Document containing insufficient / incomplete information will be rejected.,85,other,no,,,,,,,,,
1049598,6,Tender Notice_PDFs/CDA_Tender_1049598.pdf,1,eligibility,Eligibility of Tenderer,"6. Furnishing of any false, Fake & forged document or information by a tender shall result in rejection of his tender and may lead to forfeiture of tender Secuirity and action againist tender under reguler of PPA 2008",217,other,no,,,,,,,,,
1049598,7,Tender Notice_PDFs/CDA_Tender_1049598.pdf,1,eligibility,Eligibility of Tenderer,7. The Tenderer shall qoute the rate including VAT and TAX( Total 25%,69,cert_vat,no,,,,,,,,,25
1049598,8,Tender Notice_PDFs/CDA_Tender_1049598.pdf,1,eligibility,Eligibility of Tenderer,"8. The required ISO Certificate of Prduct Quality and Manegment System, of Lebour Helth & Sefty, Envonment.",107,cert_other,no,,,,,,,,,
1049598,9,Tender Notice_PDFs/CDA_Tender_1049598.pdf,1,eligibility,Eligibility of Tenderer,9. The required Certificate of FSC (Forest Stewardship Council) 10 Furniture Industry must be situated in the Chattogram City Corporation Area,142,cert_other,no,,,,,,,,,
1054573,1,Tender Notice_PDFs/CDA_Tender_1054573.pdf,1,eligibility,Eligibility of Tenderer,The documents to be furnished by the supplier shall be as follows 1. Valid VAT Registration Certificate. 2. Valid Trade License. 3.The tenderer must have at least 5 years experience (in place of existing). 4. The tenderer must have the track record of honoring a single tender (Govt./Non-Govt.Organizations ) of min Taka 5 Lac in last two,338,cert_trade_licence;cert_vat;cert_other,no,500000.00;500000.00,Taka 5 Lac | 5 Lac, | ,lac,the scale word was applied to the digits; no amount in words is printed beside them to check it against | the scale word was applied to the digits; no amount in words is printed beside them to check it against,,5,,
