tender_id,clause_no,source_file,page,source_field,printed_label,text,chars,categories,defers_to_another_document,money_taka,money_original,money_words,money_scale_words,money_reading,money_unresolved,years,contract_counts,percentages
851865,6,Tender Notice_PDFs/CDA_Tender_851865.pdf,1,eligibility,Eligibility of Tenderer,6. The tenderer should have minimum one work done certificate with E-gp ID should be submitted in last 5 years.,111,cert_other,no,,,,,,,5,,
851865,7,Tender Notice_PDFs/CDA_Tender_851865.pdf,1,eligibility,Eligibility of Tenderer,7. others qualification criteria as stated in TDS,49,other,no,,,,,,,,,
862601,1,Tender Notice_PDFs/CDA_Tender_862601.pdf,1,eligibility,Eligibility of Tenderer,"1. The minimum number of years of general experience of the Tenderer in the construction works as Prime Contractor or Subcontractor or Management Contractor shall be 07(Seven) years. 2. A satisfactory completion of similar works (Supply, Installation, Testing and Commissioning of at least one STP or WTP) of at least Tk 44 (Forty Four) lac under single contract over a period of 7 (Seven) years shall be required in any government, semi- government or autonomous body. 3. The required average annual construction turnover shall be greater than Tk 120(One Hundred Twenty) Lac over the best three",595,experience_general;experience_similar;financial_turnover;subcontract,no,4400000.00;12000000.00;4400000.00;12000000.00,Tk 44 (Forty Four) lac | Tk 120(One Hundred Twenty) Lac | 44 (Forty Four) lac | 120(One Hundred Twenty) Lac,Forty Four | One Hundred Twenty | Forty Four | One Hundred Twenty,lac,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,7,,
862601,2,Tender Notice_PDFs/CDA_Tender_862601.pdf,1,eligibility,Eligibility of Tenderer,(3) years in the last five,26,other,no,,,,,,,3,,
862601,3,Tender Notice_PDFs/CDA_Tender_862601.pdf,1,eligibility,Eligibility of Tenderer,"(5) years. 4. The minimum amount of liquid assets or working capital or credit facilities of the Tenderer shall be Tk 60 (Sixty) lac. 5. The tenderer should have updated trade license, TIN and VAT certificate and incorporation certificate. 6. others qualification criteria as stated in TDS.",290,financial_liquid;financial_credit;cert_trade_licence;cert_vat;cert_tin;cert_other,no,6000000.00;6000000.00,Tk 60 (Sixty) lac | 60 (Sixty) lac,Sixty | Sixty,lac,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,5,,
862635,1,Tender Notice_PDFs/CDA_Tender_862635.pdf,1,eligibility,Eligibility of Tenderer,"1. The minimum number of years of general experience of the Tenderer in the construction works as Prime Contractor or Subcontractor or Management Contractor shall be 05 (Five)years. 2. A satisfactory completion of similar works of at least ( Supply, Installation, Testing & Commissioning of at least 2 lift) by Tk 150 (one hundred fifty) lac under single contract over a period of 5 (Five) years shall be required in any government, semi-government or autonomous body. 3. The required average annual construction turnover shall be greater than Tk 5 (Five) Crore over best three",577,experience_general;experience_similar;financial_turnover;subcontract,no,15000000.00;50000000.00;15000000.00;50000000.00,Tk 150 (one hundred fifty) lac | Tk 5 (Five) Crore | 150 (one hundred fifty) lac | 5 (Five) Crore,one hundred fifty | Five | one hundred fifty | Five,crore;lac,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,5,,
862635,2,Tender Notice_PDFs/CDA_Tender_862635.pdf,1,eligibility,Eligibility of Tenderer,(3) years in the last five,26,other,no,,,,,,,3,,
862635,3,Tender Notice_PDFs/CDA_Tender_862635.pdf,1,eligibility,Eligibility of Tenderer,"(5) years. 4. The minimum amount of liquid assets or working capital or credit facilities of the Tenderer shall be Tk Tk 2.5 (Two & half) Crore. 5. The tenderer should have updated trade license, TIN and VAT certificate and incorporation certificate. 6. The tenderer should have minimum one work done certificate with E-gp ID should be submitted in last 5 years. 7. The bidder must have Electrical A-B-C licences & Supervisory licences from electrification Board. 8. others qualification criteria as stated in TDS.",514,financial_liquid;financial_credit;cert_trade_licence;cert_vat;cert_tin;cert_other;cert_licence_class,no,25000000.00;25000000.00,Tk 2.5 (Two & half) Crore | 2.5 (Two & half) Crore,Two & half | Two & half,crore,the scale word was applied to the digits; no amount in words is printed beside them to check it against | the scale word was applied to the digits; no amount in words is printed beside them to check it against,,5,,
863109,1,Tender Notice_PDFs/CDA_Tender_863109.pdf,1,eligibility,Eligibility of Tenderer,"1. The minimum number of years of general experience of the Tenderer in the construction works as Prime Contractor or Subcontractor or Management Contractor shall be 05 (Five) years. 2. A satisfactory completion of similar works of at least Tk 150 (ONE Hundred Fifty) lac under single contract over a period of 5 (Five) years shall be required in any government, semi-government or autonomous body. 3. The required average annual construction turnover shall be greater than Tk 3(Three) crore over the last best three",516,experience_general;experience_similar;financial_turnover;subcontract,no,15000000.00;30000000.00;15000000.00;30000000.00,Tk 150 (ONE Hundred Fifty) lac | Tk 3(Three) crore | 150 (ONE Hundred Fifty) lac | 3(Three) crore,ONE Hundred Fifty | Three | ONE Hundred Fifty | Three,crore;lac,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,5,,
863109,2,Tender Notice_PDFs/CDA_Tender_863109.pdf,1,eligibility,Eligibility of Tenderer,(3) years in the last five,26,other,no,,,,,,,3,,
863109,3,Tender Notice_PDFs/CDA_Tender_863109.pdf,1,eligibility,Eligibility of Tenderer,"(5) years. 4. The minimum amount of liquid assets or working capital or credit facilities of the Tenderer shall be Tk 100 (One hundred) Lac. 5. The tenderer should have updated trade license, TIN and VAT certificate and incorporation certificate. 6. The tenderer should have minimum one work done certificate with E-gp ID should be submitted in last 5 years. 5. The bidder must have Electrical A-B-C licences from electrification Board. 7. others qualification criteria as stated in TDS.",487,financial_liquid;financial_credit;cert_trade_licence;cert_vat;cert_tin;cert_other,no,10000000.00;10000000.00,Tk 100 (One hundred) Lac | 100 (One hundred) Lac,One hundred | One hundred,lac,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,5,,
863116,1,Tender Notice_PDFs/CDA_Tender_863116.pdf,1,eligibility,Eligibility of Tenderer,"1. The minimum number of years of general experience of the Tenderer in the construction works as Prime Contractor or Subcontractor or Management Contractor shall be 05 (Five)years. 2. A satisfactory completion of similar works of at least Tk 25 (Twenty Five) Lac under 2 (Two) number of contract(s) over a period of 5 (Five) years shall be required in any government, semi-government or autonomous body. 3. The required average annual construction turnover shall be greater than Tk 50 (Fifty) lac over the last best three",522,experience_general;experience_similar;financial_turnover;subcontract,no,2500000.00;5000000.00;2500000.00;5000000.00,Tk 25 (Twenty Five) Lac | Tk 50 (Fifty) lac | 25 (Twenty Five) Lac | 50 (Fifty) lac,Twenty Five | Fifty | Twenty Five | Fifty,lac,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,5,,
863116,2,Tender Notice_PDFs/CDA_Tender_863116.pdf,1,eligibility,Eligibility of Tenderer,(3) years in the last five,26,other,no,,,,,,,3,,
863116,3,Tender Notice_PDFs/CDA_Tender_863116.pdf,1,eligibility,Eligibility of Tenderer,"(5) years. 4. The minimum amount of liquid assets or working capital or credit facilities of the Tenderer shall be Tk 25 (Twenty Five) Lac. 5. The tenderer should have updated trade license, TIN and VAT certificate and incorporation certificate. 6. The tenderer should have minimum one work done certificate with E-gp ID should be submitted in last 5 years. 7. others qualification criteria as stated in TDS.",408,financial_liquid;financial_credit;cert_trade_licence;cert_vat;cert_tin;cert_other,no,2500000.00;2500000.00,Tk 25 (Twenty Five) Lac | 25 (Twenty Five) Lac,Twenty Five | Twenty Five,lac,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,5,,
865569,1,Tender Notice_PDFs/CDA_Tender_865569.pdf,1,eligibility,Eligibility of Tenderer,1. The minimum number of years of general experience of the Tenderer in the construction works shall be 5 (Five) years.,119,experience_general,no,,,,,,,5,,
865569,2,Tender Notice_PDFs/CDA_Tender_865569.pdf,1,eligibility,Eligibility of Tenderer,"2. The minimum specific experience in Similar works of at least 1(One) contract(s) of Public (Government, Semi Government & Autonomous) Building Construction successfully completed within the last 5 (Five) years in each with a value of at least Tk.25 (Tweenty Fivf) Lacs.",271,experience_similar;experience_count;geographic,no,2500000.00;2500000.00,Tk.25 (Tweenty Fivf) Lacs | 25 (Tweenty Fivf) Lacs,Tweenty Fivf | Tweenty Fivf,lacs,the scale word was applied to the digits; no amount in words is printed beside them to check it against | the scale word was applied to the digits; no amount in words is printed beside them to check it against,,5,1,
865569,3,Tender Notice_PDFs/CDA_Tender_865569.pdf,1,eligibility,Eligibility of Tenderer,3. The required average annual construction turnover shall be greater than Tk 1 (One) Core over the last 5 (Five) years.,120,financial_turnover,no,,Tk 1 (One),One,taka,"the word printed after the figure is one letter from ""crore"" and the parser does not decide which was meant",yes,5,,
865569,4,Tender Notice_PDFs/CDA_Tender_865569.pdf,1,eligibility,Eligibility of Tenderer,4. The minimum amount of liquid assets i.e. working capital or credit line(s) of the Tenderer shall be Tk. 15 (Fifteen) Lac.,124,financial_liquid;financial_credit,no,1500000.00;1500000.00,Tk. 15 (Fifteen) Lac | 15 (Fifteen) Lac,Fifteen | Fifteen,lac,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,,,
865569,5,Tender Notice_PDFs/CDA_Tender_865569.pdf,1,eligibility,Eligibility of Tenderer,5. Tender Document containing insufficient / incomplete information will be rejected.,85,other,no,,,,,,,,,
865569,6,Tender Notice_PDFs/CDA_Tender_865569.pdf,1,eligibility,Eligibility of Tenderer,"6. Furnishing of any false, Fake & forged document or information by a tender shall result in rejection of his tender and may lead to forfeiture of tender Secuirity and action againist tender under reguler of PPA 2008",217,other,no,,,,,,,,,
865569,7,Tender Notice_PDFs/CDA_Tender_865569.pdf,1,eligibility,Eligibility of Tenderer,"7. If Quated Rate is found more thane 10% above or below Estimated cost, Tender will be Non-Responsive",102,price_band,no,,,,,,,,,10
867632,1,Tender Notice_PDFs/CDA_Tender_867632.pdf,1,eligibility,Eligibility of Tenderer,(1) The minimum number of years of general experience of the Tenderer in the construction works as Prime Contractor or Subcontractor or Management Contractor shall be 15 (fifteen) years. [Years counting backward from the date of publication of IFT in the newspaper];,266,experience_general;subcontract,no,,,,,,,15,,
867632,2,Tender Notice_PDFs/CDA_Tender_867632.pdf,1,eligibility,Eligibility of Tenderer,"(2) (a) The minimum specific experience as a Prime Contractor or Subcontractor or Management Contractor in construction works of at least 1 (one) contract(s) of similar nature, complexity and methods/construction technology successfully completed within the last 5 (five) years, each with a value of at least Tk. 297 crore. Similar nature, complexity, and methods/construction technology mean the construction of a flyover or bridge (single or double lane) and a single-lane diamond underpass intersection of a 4-lane road along the sea side. [Years counting backward from the date of publication of IFT in the newspaper];",622,experience_similar;experience_count;subcontract,no,2970000000.00;2970000000.00,Tk. 297 crore | 297 crore, | ,crore,the scale word was applied to the digits; no amount in words is printed beside them to check it against | the scale word was applied to the digits; no amount in words is printed beside them to check it against,,5,1,
867632,3,Tender Notice_PDFs/CDA_Tender_867632.pdf,1,eligibility,Eligibility of Tenderer,(3) The required average annual construction turnover shall be greater than Tk 700 crore over the last 03 (three) years. [Years counting backward from the date of publication of IFT in the newspaper];,200,financial_turnover,no,7000000000.00;7000000000.00,Tk 700 crore | 700 crore, | ,crore,the scale word was applied to the digits; no amount in words is printed beside them to check it against | the scale word was applied to the digits; no amount in words is printed beside them to check it against,,3,,
867632,4,Tender Notice_PDFs/CDA_Tender_867632.pdf,1,eligibility,Eligibility of Tenderer,(4) The minimum amount of liquid assets or working capital or credit facilities of the Tenderer shall be Tk 120 crore;,118,financial_liquid;financial_credit,no,1200000000.00;1200000000.00,Tk 120 crore | 120 crore, | ,crore,the scale word was applied to the digits; no amount in words is printed beside them to check it against | the scale word was applied to the digits; no amount in words is printed beside them to check it against,,,,
867632,5,Tender Notice_PDFs/CDA_Tender_867632.pdf,1,eligibility,Eligibility of Tenderer,(5) The minimum capacity shall be Taka 310 crore;,49,other,no,3100000000.00;3100000000.00,Taka 310 crore | 310 crore, | ,crore,the scale word was applied to the digits; no amount in words is printed beside them to check it against | the scale word was applied to the digits; no amount in words is printed beside them to check it against,,,,
867632,6,Tender Notice_PDFs/CDA_Tender_867632.pdf,1,eligibility,Eligibility of Tenderer,(6) Tenderers Must have up-to-date valid Licenses; and,54,other,no,,,,,,,,,
867632,7,Tender Notice_PDFs/CDA_Tender_867632.pdf,1,eligibility,Eligibility of Tenderer,(7) Other required eligibility and conditions of the tenderer are given in Tender Documents.,92,other,no,,,,,,,,,
868908,1,Tender Notice_PDFs/CDA_Tender_868908.pdf,1,eligibility,Eligibility of Tenderer,1. The minimum number of years of general experience of the Tenderer in the construction works shall be 5 (Five) years.,119,experience_general,no,,,,,,,5,,
868908,2,Tender Notice_PDFs/CDA_Tender_868908.pdf,1,eligibility,Eligibility of Tenderer,"2. The minimum specific experience in Similar works of at least 1(One) contract(s) of Public (Government, Semi Government & Autonomous) Building Construction successfully completed within the last 3 (Three) years in each with a value of at least Tk.10 (ten) Lacs.",263,experience_similar;experience_count;geographic,no,1000000.00;1000000.00,Tk.10 (ten) Lacs | 10 (ten) Lacs,ten | ten,lacs,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,3,1,
868908,3,Tender Notice_PDFs/CDA_Tender_868908.pdf,1,eligibility,Eligibility of Tenderer,3. The required average annual construction turnover shall be greater than Tk 50 (Fifty) Lacs over the last 03 (Three) years.,125,financial_turnover,no,5000000.00;5000000.00,Tk 50 (Fifty) Lacs | 50 (Fifty) Lacs,Fifty | Fifty,lacs,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,3,,
868908,4,Tender Notice_PDFs/CDA_Tender_868908.pdf,1,eligibility,Eligibility of Tenderer,4. The minimum amount of liquid assets i.e. working capital or credit line(s) of the Tenderer shall be Tk. 7 (Seven) Lac.,121,financial_liquid;financial_credit,no,700000.00;700000.00,Tk. 7 (Seven) Lac | 7 (Seven) Lac,Seven | Seven,lac,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,,,
868908,5,Tender Notice_PDFs/CDA_Tender_868908.pdf,1,eligibility,Eligibility of Tenderer,5. Tender Document containing insufficient / incomplete information will be rejected.,85,other,no,,,,,,,,,
868908,6,Tender Notice_PDFs/CDA_Tender_868908.pdf,1,eligibility,Eligibility of Tenderer,"6. Furnishing of any false, Fake & forged document or information by a tender shall result in rejection of his tender and may lead to forfeiture of tender Secuirity and action againist tender under reguler of PPA 2008",217,other,no,,,,,,,,,
868908,7,Tender Notice_PDFs/CDA_Tender_868908.pdf,1,eligibility,Eligibility of Tenderer,"7. If Quated Rate is found more thane 10% above or below Estimated cost, Tender will be Non-Responsive",102,price_band,no,,,,,,,,,10
894645,1,Tender Notice_PDFs/CDA_Tender_894645.pdf,1,eligibility,Eligibility of Tenderer,1. The minimum number of years of general experience of the Tenderer in the construction works as Prime Contractor or Subcontractor or Management Contractor shall be 05 (Five)years.,181,experience_general;subcontract,no,,,,,,,5,,
894645,2,Tender Notice_PDFs/CDA_Tender_894645.pdf,1,eligibility,Eligibility of Tenderer,"2. The minimum specific experience as a Prime Contractor or Subcontractor or Management Contractor is A satisfactory completion of similar works of at least Tk 30 (Thirty) lakh under 1 (One) number of contract over a period of 05 years in any government, semi-government or autonomous body.",290,experience_similar;subcontract,no,3000000.00;3000000.00,Tk 30 (Thirty) lakh | 30 (Thirty) lakh,Thirty | Thirty,lakh,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,5,,
894645,3,Tender Notice_PDFs/CDA_Tender_894645.pdf,1,eligibility,Eligibility of Tenderer,3. The required average annual construction turnover shall be greater than Tk BDT 75 (Seventy five) lac over the best 3(Three) years in the last 5(Five) years,158,financial_turnover,no,7500000.00;7500000.00,BDT 75 (Seventy five) lac | 75 (Seventy five) lac,Seventy five | Seventy five,lac,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,3;5,,
894645,4,Tender Notice_PDFs/CDA_Tender_894645.pdf,1,eligibility,Eligibility of Tenderer,4. The minimum amount of liquid assets i.e working capital or credit line(s) of the Tenderers shall be Tk BDT 25 (Twenty) lakh,126,financial_liquid;financial_credit,no,;,BDT 25 (Twenty) lakh | 25 (Twenty) lakh,Twenty | Twenty,lakh,the digits and the words printed beside them state different amounts | the digits and the words printed beside them state different amounts,yes,,,
894645,5,Tender Notice_PDFs/CDA_Tender_894645.pdf,1,eligibility,Eligibility of Tenderer,"5. The tenderer should have updated trade license, TIN and VAT certificate and incorporation certificate.",105,cert_trade_licence;cert_vat;cert_tin;cert_other,no,,,,,,,,,
894645,6,Tender Notice_PDFs/CDA_Tender_894645.pdf,1,eligibility,Eligibility of Tenderer,6. The tenderer should have minimum one work done certificate with E-gp ID should be submitted in last 5 years.,111,cert_other,no,,,,,,,5,,
894645,7,Tender Notice_PDFs/CDA_Tender_894645.pdf,1,eligibility,Eligibility of Tenderer,7. others qualification criteria as stated in TDS,49,other,no,,,,,,,,,
909179,1,Tender Notice_PDFs/CDA_Tender_909179.pdf,1,eligibility,Eligibility of Tenderer,"1. The minimum number of years of general experience of the Tenderer in the construction works as Prime Contractor or Subcontractor or Management Contractor shall be 05 (Five)years. 2. A satisfactory completion of similar works of at least Tk 15 (Fifteen) Lac under 2 (Two) number of contract(s) over a period of 5 (Five) years shall be required in any government, semi-government or autonomous body. 3. The required average annual construction turnover shall be greater than Tk 54 (Fifty four) lac over the last best three",523,experience_general;experience_similar;financial_turnover;subcontract,no,1500000.00;5400000.00;1500000.00;5400000.00,Tk 15 (Fifteen) Lac | Tk 54 (Fifty four) lac | 15 (Fifteen) Lac | 54 (Fifty four) lac,Fifteen | Fifty four | Fifteen | Fifty four,lac,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,5,,
909179,2,Tender Notice_PDFs/CDA_Tender_909179.pdf,1,eligibility,Eligibility of Tenderer,(3) years in the last five,26,other,no,,,,,,,3,,
909179,3,Tender Notice_PDFs/CDA_Tender_909179.pdf,1,eligibility,Eligibility of Tenderer,"(5) years 4. The minimum amount of liquid assets or working capital or credit facilities of the Tenderer shall be Tk 28 (Twenty Eight) Lac. 5. The tenderer should have updated trade license, TIN and VAT certificate and incorporation certificate. 6. The tenderer should have minimum one work done certificate with E-gp ID should be submitted in last 5 years. 7. others qualification criteria as stated in TDS.",408,financial_liquid;financial_credit;cert_trade_licence;cert_vat;cert_tin;cert_other,no,2800000.00;2800000.00,Tk 28 (Twenty Eight) Lac | 28 (Twenty Eight) Lac,Twenty Eight | Twenty Eight,lac,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,5,,
909193,1,Tender Notice_PDFs/CDA_Tender_909193.pdf,1,eligibility,Eligibility of Tenderer,"1. The minimum number of years of general experience of the Tenderer in the construction works as Prime Contractor or Subcontractor or Management Contractor shall be 05 (Five)years. 2. A satisfactory completion of similar works (Supply, Installation, Testing & Commissioning of at least 1500 KVA SUB-STATION) of at least Tk 296 (Two hundred ninety six) Lac in a single contract over a period of 5 (Five) years shall be required in any government, semi-government or autonomous body. 3. The required average annual construction turnover shall be greater than Tk 12 (twelve) Crore over the last best three",603,experience_general;experience_similar;financial_turnover;subcontract,no,29600000.00;120000000.00;29600000.00;120000000.00,Tk 296 (Two hundred ninety six) Lac | Tk 12 (twelve) Crore | 296 (Two hundred ninety six) Lac | 12 (twelve) Crore,Two hundred ninety six | twelve | Two hundred ninety six | twelve,crore;lac,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,5,,
909193,2,Tender Notice_PDFs/CDA_Tender_909193.pdf,1,eligibility,Eligibility of Tenderer,(3) years in the last five,26,other,no,,,,,,,3,,
909193,3,Tender Notice_PDFs/CDA_Tender_909193.pdf,1,eligibility,Eligibility of Tenderer,"(5) years 4. The minimum amount of liquid assets or working capital or credit facilities of the Tenderer shall be Tk 6.0 (Six) crore. 5. The tenderer should have updated trade license, TIN and VAT certificate and incorporation certificate. 6. 5. The tenderer should have updated A-B-C Electric license with supervisory license. 7. The tenderer should have minimum one work done certificate with E-gp ID should be submitted in last 5 years. 8. others qualification criteria as stated in TDS.",490,financial_liquid;financial_credit;cert_trade_licence;cert_vat;cert_tin;cert_other;cert_licence_class,no,60000000.00;60000000.00,Tk 6.0 (Six) crore | 6.0 (Six) crore,Six | Six,crore,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,5,,
909196,1,Tender Notice_PDFs/CDA_Tender_909196.pdf,1,eligibility,Eligibility of Tenderer,"1. The minimum number of years of general experience of the Tenderer in the construction works as Prime Contractor or Subcontractor or Management Contractor shall be 05 (Five)years. 2. A satisfactory completion of similar works of at least Tk 35 (Thirty Five) Lac under single contract over a period of 5 (Five) years shall be required in any government, semi-government or autonomous body. 3. The required average annual construction turnover shall be greater than Tk 65 (Sixty Five) lac over the last best three",513,experience_general;experience_similar;financial_turnover;subcontract,no,3500000.00;6500000.00;3500000.00;6500000.00,Tk 35 (Thirty Five) Lac | Tk 65 (Sixty Five) lac | 35 (Thirty Five) Lac | 65 (Sixty Five) lac,Thirty Five | Sixty Five | Thirty Five | Sixty Five,lac,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,5,,
909196,2,Tender Notice_PDFs/CDA_Tender_909196.pdf,1,eligibility,Eligibility of Tenderer,(3) years in the last five,26,other,no,,,,,,,3,,
909196,3,Tender Notice_PDFs/CDA_Tender_909196.pdf,1,eligibility,Eligibility of Tenderer,"(5) years 4. The minimum amount of liquid assets or working capital or credit facilities of the Tenderer shall be Tk 65 (Sixty Five) lac Lac. 5. The tenderer should have updated trade license, TIN and VAT certificate and incorporation certificate. 6. The tenderer should have updated A-B-C electric license, with supervisory license. 7. The tenderer should have minimum one work done certificate with E-gp ID should be submitted in last 5 years. 8. others qualification criteria as stated in TDS.",496,financial_liquid;financial_credit;cert_trade_licence;cert_vat;cert_tin;cert_other;cert_licence_class,no,6500000.00;6500000.00,Tk 65 (Sixty Five) lac | 65 (Sixty Five) lac,Sixty Five | Sixty Five,lac,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,5,,
909308,1,Tender Notice_PDFs/CDA_Tender_909308.pdf,1,eligibility,Eligibility of Tenderer,"1. The minimum number of years of general experience of the Tenderer in the construction works as Prime Contractor or Subcontractor or Management Contractor shall be 05 (Five)years. 2. A satisfactory completion of similar works (Supply, Installation, Testing & Commissioning of at least one 400 KVA Diesel Generator) of at least Tk 130 (One hundredThirty) Lac under single contract over a period of 5 (Five) years shall be required in any government, semi-government or autonomous body. 3. The required average annual construction turnover shall be greater than Tk 5(Five) Crore over the last best three",603,experience_general;experience_similar;financial_turnover;subcontract,no,13000000.00;50000000.00;13000000.00;50000000.00,Tk 130 (One hundredThirty) Lac | Tk 5(Five) Crore | 130 (One hundredThirty) Lac | 5(Five) Crore,One hundredThirty | Five | One hundredThirty | Five,crore;lac,"the scale word was applied to the digits; no amount in words is printed beside them to check it against | the digits and the words agree, so the scale word is applied to them | the scale word was applied to the digits; no amount in words is printed beside them to check it against | the digits and the words agree, so the scale word is applied to them",,5,,
909308,2,Tender Notice_PDFs/CDA_Tender_909308.pdf,1,eligibility,Eligibility of Tenderer,(3) years in the last five,26,other,no,,,,,,,3,,
909308,3,Tender Notice_PDFs/CDA_Tender_909308.pdf,1,eligibility,Eligibility of Tenderer,"(5) years 4. The minimum amount of liquid assets or working capital or credit facilities of the Tenderer shall be Tk 250 (Two hundred Fifty) Lac. 5. The tenderer should have updated trade license, TIN and VAT certificate and incorporation certificate. 6. The tenderer should have updated A-B-C Electric license, with supervisory license. 7. The tenderer should have minimum one work done certificate with E-gp ID should be submitted in last 5 years. 8. others qualification criteria as stated in TDS.",500,financial_liquid;financial_credit;cert_trade_licence;cert_vat;cert_tin;cert_other;cert_licence_class,no,25000000.00;25000000.00,Tk 250 (Two hundred Fifty) Lac | 250 (Two hundred Fifty) Lac,Two hundred Fifty | Two hundred Fifty,lac,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,5,,
91142,1,Tender Notice_PDFs/CDA_Tender_91142.pdf,1,eligibility,Eligibility of Tenderer,1) The minimum number of years of general experience of the Tenderer in the construction works shall be 5 years.,112,experience_general,no,,,,,,,5,,
91142,2,Tender Notice_PDFs/CDA_Tender_91142.pdf,1,eligibility,Eligibility of Tenderer,"2) The minimum specific experience in construction works of at least 1(One) contract(s) of Public ( Government, Semi Government & Autonomous organisation) 4 (Four) Storied Building Construction successfully completed within the last 3 (Three) years in each with a value of at least Tk. 1(One) Core Taka.",303,experience_similar;experience_count;geographic,no,,Tk. 1(One),One,taka,"the word printed after the figure is one letter from ""crore"" and the parser does not decide which was meant",yes,3,1,
91142,3,Tender Notice_PDFs/CDA_Tender_91142.pdf,1,eligibility,Eligibility of Tenderer,3) The required average annual construction turnover shall be greater than Tk 02 (Two) Core over the last 05 (Five) years.,122,financial_turnover,no,,Tk 02 (Two),Two,taka,"the word printed after the figure is one letter from ""crore"" and the parser does not decide which was meant",yes,5,,
91142,4,Tender Notice_PDFs/CDA_Tender_91142.pdf,1,eligibility,Eligibility of Tenderer,4) The minimum amount of liquid assets i.e. working capital or credit line(s) of the Tenderer shall be Tk 50 (Fifty) Lac.Specific format of credit line uploaded section 7 in tender Document.,190,financial_liquid;financial_credit,no,5000000.00;5000000.00,Tk 50 (Fifty) Lac | 50 (Fifty) Lac,Fifty | Fifty,lac,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,,,
91142,5,Tender Notice_PDFs/CDA_Tender_91142.pdf,1,eligibility,Eligibility of Tenderer,5) Tender Documents containing insufficient/incomplete information will be rejected.,84,other,no,,,,,,,,,
91142,6,Tender Notice_PDFs/CDA_Tender_91142.pdf,1,eligibility,Eligibility of Tenderer,"6) Furnishing of any false, fake & forged document or information by a Tenderer shall result in rejection of his Tender and may lead to forfeiture of Tender Security and action against Tenderer under Regulation of PPA 2008.",223,other,no,,,,,,,,,
91142,7,Tender Notice_PDFs/CDA_Tender_91142.pdf,1,eligibility,Eligibility of Tenderer,"7) If Quoted rate is found more than 10% above or below Estimated cost, tender will be non-responsive.",102,price_band,no,,,,,,,,,10
917088,1,Tender Notice_PDFs/CDA_Tender_917088.pdf,1,eligibility,Eligibility of Tenderer,(1) The minimum number of years of general experience of the Tenderer in the construction works as Prime Contractor or Subcontractor or Management Contractor shall be 10 (ten) years. [Years counting backward from the date of publication of IFTin the newspaper];,261,experience_general;subcontract,no,,,,,,,10,,
917088,2,Tender Notice_PDFs/CDA_Tender_917088.pdf,1,eligibility,Eligibility of Tenderer,"(2) (a) The minimum specific experience as a Prime Contractor or Subcontractor or Management Contractor in construction works of at least 1 (one) contract(s) of similar nature, complexity and methods/construction technology successfully completed within the last 5 (five) years, each with a value of at least Tk. 10 (ten) crore. [Years counting backward from the date of publication of IFT in the newspaper];",408,experience_similar;experience_count;subcontract,no,100000000.00;100000000.00,Tk. 10 (ten) crore | 10 (ten) crore,ten | ten,crore,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,5,1,
