document_id,file,filename,folder,kind,tender_id,pages,bytes,sha256,characters,words,ruled_tables,images,script,has_text_layer,needs_ocr,second_extractor_chars,extractors_agree,duplicate_text_of,read_error,fields_read,dates_read,eligibility_chars,lots_read,beneficial_owners_read,creator,producer,pdf_created,pdf_modified,interleaved_layout_warnings,interleaved_layout_detail
Tender_1000267,Contract_Awards_PDFs/Tender_1000267.pdf,Tender_1000267.pdf,Contract_Awards_PDFs,contract_award,1000267,1,99289,2212e5d11bf9a7b22812aadea732e14652fde31158c9168282835d7cf81c8c18,1904,239,0,0,en,yes,no,1945,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716092639+00'00',D:20260716092639+00'00',0,
Tender_1000426,Contract_Awards_PDFs/Tender_1000426.pdf,Tender_1000426.pdf,Contract_Awards_PDFs,contract_award,1000426,1,98853,3bcba83cd5cf0fefc0252f6abcce20af7bf0e786f2e8340ce02819ebb6e6f950,1844,222,0,0,en,yes,no,1883,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716125609+00'00',D:20260716125609+00'00',0,
Tender_1000945,Contract_Awards_PDFs/Tender_1000945.pdf,Tender_1000945.pdf,Contract_Awards_PDFs,contract_award,1000945,1,99978,57b990971a9d2ad0e4031ee8eec24745204aefb27775bc53a95c202eaec88768,1991,244,0,0,en,yes,no,2033,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716092626+00'00',D:20260716092626+00'00',0,
Tender_1001120,Contract_Awards_PDFs/Tender_1001120.pdf,Tender_1001120.pdf,Contract_Awards_PDFs,contract_award,1001120,1,100416,52f614dfeb9b779964d0d1e8c686bd2596f7004746d2e99ed17995afae1b3504,1834,224,0,0,en,yes,no,1875,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716092604+00'00',D:20260716092604+00'00',0,
Tender_1001460,Contract_Awards_PDFs/Tender_1001460.pdf,Tender_1001460.pdf,Contract_Awards_PDFs,contract_award,1001460,1,99607,ac0ef31df17a943e3a739d6a8417a222d3455453a12283cbdf30aa4b9094abf2,1635,205,0,0,en,yes,no,1674,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716092538+00'00',D:20260716092538+00'00',0,
Tender_1001461,Contract_Awards_PDFs/Tender_1001461.pdf,Tender_1001461.pdf,Contract_Awards_PDFs,contract_award,1001461,1,99690,22b94f301867739a1b7af8320da65e2e4aaed5055246481eaaf4093a4febbbf6,1688,214,0,0,en,yes,no,1727,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716092551+00'00',D:20260716092551+00'00',0,
Tender_1001613,Contract_Awards_PDFs/Tender_1001613.pdf,Tender_1001613.pdf,Contract_Awards_PDFs,contract_award,1001613,1,100966,61607437608c8e5c2abcb03135b182384c1bc52621677bef28f3a52baebed759,1972,232,0,0,en,yes,no,2013,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716092615+00'00',D:20260716092615+00'00',0,
Tender_1001782,Contract_Awards_PDFs/Tender_1001782.pdf,Tender_1001782.pdf,Contract_Awards_PDFs,contract_award,1001782,1,99869,e0cadc6c726c3d17c601fa14a113e553b4b67cec50f23a52bf35c542369b21ae,1733,212,0,0,en,yes,no,1772,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716033222+00'00',D:20260716033222+00'00',0,
Tender_1001843,Contract_Awards_PDFs/Tender_1001843.pdf,Tender_1001843.pdf,Contract_Awards_PDFs,contract_award,1001843,1,100738,4beca1e90a5ae1735ded954d4119f7e8bee744dbbf07a1cd05fbee4a743c705c,1771,222,0,0,en,yes,no,1810,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716033209+00'00',D:20260716033209+00'00',0,
Tender_1002814,Contract_Awards_PDFs/Tender_1002814.pdf,Tender_1002814.pdf,Contract_Awards_PDFs,contract_award,1002814,1,100418,382ed710466ba97cf9bbdc7e25c3b6f5eb58f166ba5ee79abd9a3187876831d0,1854,234,0,0,en,yes,no,1893,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716092309+00'00',D:20260716092309+00'00',0,
Tender_1002854,Contract_Awards_PDFs/Tender_1002854.pdf,Tender_1002854.pdf,Contract_Awards_PDFs,contract_award,1002854,1,100645,327e02811c025efaac673e078bc1373effa9fcd57c3b03b72a555e9391ce61fd,1863,233,0,0,en,yes,no,1902,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716092321+00'00',D:20260716092321+00'00',0,
Tender_1003623,Contract_Awards_PDFs/Tender_1003623.pdf,Tender_1003623.pdf,Contract_Awards_PDFs,contract_award,1003623,1,100570,296808c02aa0886e302f709f577c9eba9eaeefc94514214ec1e3e4cb17c8a6b6,2284,288,0,0,en,yes,no,2329,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716092526+00'00',D:20260716092526+00'00',0,
Tender_100483,Contract_Awards_PDFs/Tender_100483.pdf,Tender_100483.pdf,Contract_Awards_PDFs,contract_award,100483,1,98689,cc3af904c973a539b0e5e691576c8e3a1e04e18124bfdf88f38d124d3e169f85,1745,213,0,0,en,yes,no,1784,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716040334+00'00',D:20260716040334+00'00',0,
Tender_1007300,Contract_Awards_PDFs/Tender_1007300.pdf,Tender_1007300.pdf,Contract_Awards_PDFs,contract_award,1007300,1,99000,ecdf39df244552c32c62db4ccc578274dd72125e04370420920c6e5af2245b30,1771,226,0,0,en,yes,no,1812,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716091923+00'00',D:20260716091923+00'00',0,
Tender_1008472,Contract_Awards_PDFs/Tender_1008472.pdf,Tender_1008472.pdf,Contract_Awards_PDFs,contract_award,1008472,1,99317,db08b8c888d9b9fe34e691699db48f80d465748f348d431a49e3089c43376b3b,1779,222,0,0,en,yes,no,1818,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716092459+00'00',D:20260716092459+00'00',0,
Tender_1008542,Contract_Awards_PDFs/Tender_1008542.pdf,Tender_1008542.pdf,Contract_Awards_PDFs,contract_award,1008542,1,98971,1ed52b78ce9ecedf4a41d8ff207fd60a80df45e2064250f68210e8e40ec520d1,1855,231,0,0,en,yes,no,1896,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716092333+00'00',D:20260716092333+00'00',0,
Tender_1008543,Contract_Awards_PDFs/Tender_1008543.pdf,Tender_1008543.pdf,Contract_Awards_PDFs,contract_award,1008543,1,99293,22021a821b4280685bc3745b2cdb04c7054d53f5fab1c9ea68eb55fac1be34e6,1858,232,0,0,en,yes,no,1899,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716092346+00'00',D:20260716092346+00'00',0,
Tender_1008544,Contract_Awards_PDFs/Tender_1008544.pdf,Tender_1008544.pdf,Contract_Awards_PDFs,contract_award,1008544,1,99185,1789a661d7fc448d4a61bca6e5b0d3136e4ab53612d12b1778624680ab13dac6,1831,228,0,0,en,yes,no,1872,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716092358+00'00',D:20260716092358+00'00',0,
Tender_1008545,Contract_Awards_PDFs/Tender_1008545.pdf,Tender_1008545.pdf,Contract_Awards_PDFs,contract_award,1008545,1,99252,59eddb47bb3faabc2373707ff8241e33fd1759285d447ec280992f70ca13d304,1792,222,0,0,en,yes,no,1829,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716092410+00'00',D:20260716092410+00'00',0,
Tender_1008546,Contract_Awards_PDFs/Tender_1008546.pdf,Tender_1008546.pdf,Contract_Awards_PDFs,contract_award,1008546,1,98888,61740ad9e364d2940316f8c5c1170feadc3b05a1abfa09d68af0d263cb18244c,1812,230,0,0,en,yes,no,1853,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716092423+00'00',D:20260716092423+00'00',0,
Tender_1008547,Contract_Awards_PDFs/Tender_1008547.pdf,Tender_1008547.pdf,Contract_Awards_PDFs,contract_award,1008547,1,99144,6f7293c3a5747b5f13804ba310c37c20bed5f42f8a5fc3264f7f89908f0a70ff,1796,223,0,0,en,yes,no,1837,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716092435+00'00',D:20260716092435+00'00',0,
Tender_1008548,Contract_Awards_PDFs/Tender_1008548.pdf,Tender_1008548.pdf,Contract_Awards_PDFs,contract_award,1008548,1,98401,af4c0a3c949849b2ec0266fd2dac16c268bec656d4807d2742f15f373a70c8dd,1862,232,0,0,en,yes,no,1903,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716092448+00'00',D:20260716092448+00'00',0,
Tender_1009276,Contract_Awards_PDFs/Tender_1009276.pdf,Tender_1009276.pdf,Contract_Awards_PDFs,contract_award,1009276,1,99248,924a51b3b5be089a8e4d0e96acb31964c195e765de5e19c89e9038858b4cf2cb,1689,211,0,0,en,yes,no,1728,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716065112+00'00',D:20260716065112+00'00',0,
Tender_1010247,Contract_Awards_PDFs/Tender_1010247.pdf,Tender_1010247.pdf,Contract_Awards_PDFs,contract_award,1010247,1,98413,065a7de43dd9bdb3931387b15fcbb107388e0dcfa215861606f999a5a3c0dddf,1583,199,0,0,en,yes,no,1622,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716065059+00'00',D:20260716065059+00'00',0,
Tender_101083,Contract_Awards_PDFs/Tender_101083.pdf,Tender_101083.pdf,Contract_Awards_PDFs,contract_award,101083,1,99881,9cfdbedfefbc4232343291a5d2a111784258301d518206f839110d26a4892e6a,1890,247,0,0,en,yes,no,1931,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716040322+00'00',D:20260716040322+00'00',0,
Tender_1011370,Contract_Awards_PDFs/Tender_1011370.pdf,Tender_1011370.pdf,Contract_Awards_PDFs,contract_award,1011370,1,99889,b2d43a8d1a96dc74abe4d331beaa727c5e9277e885a4a8bc5d5aae55162a4ec9,1867,235,0,0,en,yes,no,1908,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716092143+00'00',D:20260716092143+00'00',0,
Tender_1013009,Contract_Awards_PDFs/Tender_1013009.pdf,Tender_1013009.pdf,Contract_Awards_PDFs,contract_award,1013009,1,98499,5a8aaf30961d42e5f6bcecb6693e089616a00fc691ed2a75fb4a08c38af66a18,1632,207,0,0,en,yes,no,1671,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716065047+00'00',D:20260716065047+00'00',0,
Tender_1013268,Contract_Awards_PDFs/Tender_1013268.pdf,Tender_1013268.pdf,Contract_Awards_PDFs,contract_award,1013268,1,98731,afeeb3c70bdaf154304eaccd8e3e32bee00442c593a4ea4dcda6549d6a378c4b,1882,231,0,0,en,yes,no,1921,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716092105+00'00',D:20260716092105+00'00',0,
Tender_1013270,Contract_Awards_PDFs/Tender_1013270.pdf,Tender_1013270.pdf,Contract_Awards_PDFs,contract_award,1013270,1,99332,488038217b8dc982acd3c8a5b78f882745bc235d04ca1ad5af0068aa01ea4ee3,1833,229,0,0,en,yes,no,1872,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716092130+00'00',D:20260716092130+00'00',0,
Tender_1014738,Contract_Awards_PDFs/Tender_1014738.pdf,Tender_1014738.pdf,Contract_Awards_PDFs,contract_award,1014738,1,100909,3140edc280c6e481ccd680fcc671091008d1b18c397116201c5f5e8a30f75213,1827,230,0,0,en,yes,no,1866,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716091856+00'00',D:20260716091856+00'00',0,
Tender_1016323,Contract_Awards_PDFs/Tender_1016323.pdf,Tender_1016323.pdf,Contract_Awards_PDFs,contract_award,1016323,1,99247,bb2288bcf1b7c388d145cbb7f32add3bb02511471fc4d8d488d204d3b9b85bb8,1676,198,0,0,en,yes,no,1715,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716054027+00'00',D:20260716054027+00'00',0,
Tender_1016492,Contract_Awards_PDFs/Tender_1016492.pdf,Tender_1016492.pdf,Contract_Awards_PDFs,contract_award,1016492,1,98692,3f674c2736e4e96bf7c47c8a64d89c11df0e7caaec4f18ba0f4b933bf3fd58fe,1695,207,0,0,en,yes,no,1734,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716041611+00'00',D:20260716041611+00'00',0,
Tender_1016870,Contract_Awards_PDFs/Tender_1016870.pdf,Tender_1016870.pdf,Contract_Awards_PDFs,contract_award,1016870,1,99832,29d27c88e183b4ced40a61603905556d95f0239c529e77408bf94ebebaff0cf1,1821,223,0,0,en,yes,no,1862,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716082015+00'00',D:20260716082015+00'00',0,
Tender_1023051,Contract_Awards_PDFs/Tender_1023051.pdf,Tender_1023051.pdf,Contract_Awards_PDFs,contract_award,1023051,1,99698,d6aeb1c3cf3535ab10f4256de6255dbdbe2033960d2b9b1d17492db80b881055,2137,275,0,0,en,yes,no,2180,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716091759+00'00',D:20260716091759+00'00',0,
Tender_1023052,Contract_Awards_PDFs/Tender_1023052.pdf,Tender_1023052.pdf,Contract_Awards_PDFs,contract_award,1023052,1,100087,45fba770dcf68368955f6cfba59a32637adbe08a8474e171f5ccf9b2d341e640,2178,276,0,0,en,yes,no,2221,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716091747+00'00',D:20260716091747+00'00',0,
Tender_1023053,Contract_Awards_PDFs/Tender_1023053.pdf,Tender_1023053.pdf,Contract_Awards_PDFs,contract_award,1023053,1,100409,6267cbdc3e188902758ff39650bc799da99aa1555a7c434d68a62ccb562ae2da,2102,266,0,0,en,yes,no,2141,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716091508+00'00',D:20260716091508+00'00',0,
Tender_1023054,Contract_Awards_PDFs/Tender_1023054.pdf,Tender_1023054.pdf,Contract_Awards_PDFs,contract_award,1023054,1,100847,fd22ade25dee33ea16938642fc155bffbb37f9bb8e6e15a8d421eb2cd82a7702,2104,269,0,0,en,yes,no,2147,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716091549+00'00',D:20260716091549+00'00',0,
Tender_1023057,Contract_Awards_PDFs/Tender_1023057.pdf,Tender_1023057.pdf,Contract_Awards_PDFs,contract_award,1023057,1,99959,51394a8335839df601d4459e98bb97260f96db5e02bad0fd8c9c67e400df3175,2009,253,0,0,en,yes,no,2052,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716091602+00'00',D:20260716091602+00'00',0,
Tender_1023060,Contract_Awards_PDFs/Tender_1023060.pdf,Tender_1023060.pdf,Contract_Awards_PDFs,contract_award,1023060,1,100182,e808cb5a1215f732712e5643d1ea10f14306b2d8cc1161bd17f5140eb700a13c,2182,273,0,0,en,yes,no,2225,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716085414+00'00',D:20260716085414+00'00',0,
Tender_1023061,Contract_Awards_PDFs/Tender_1023061.pdf,Tender_1023061.pdf,Contract_Awards_PDFs,contract_award,1023061,1,100300,d6e6c114d6a2352d4a0ff36ef8010d70a44ca35310aaddb88c363def19f86484,2018,253,0,0,en,yes,no,2061,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716091614+00'00',D:20260716091614+00'00',0,
Tender_1023333,Contract_Awards_PDFs/Tender_1023333.pdf,Tender_1023333.pdf,Contract_Awards_PDFs,contract_award,1023333,1,98477,aded042fe430b601bf48f7e2f00adf72ad0882f79253e2a1e93a177e586c5a42,1653,198,0,0,en,yes,no,1692,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716033128+00'00',D:20260716033128+00'00',0,
Tender_1024374,Contract_Awards_PDFs/Tender_1024374.pdf,Tender_1024374.pdf,Contract_Awards_PDFs,contract_award,1024374,1,99322,f42a24a4cdc4ebfe966b2b40d6db9d71d16b5c721fb7dd0b9730e5a6cda6665a,1789,220,0,0,en,yes,no,1830,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716054000+00'00',D:20260716054000+00'00',0,
Tender_1024391,Contract_Awards_PDFs/Tender_1024391.pdf,Tender_1024391.pdf,Contract_Awards_PDFs,contract_award,1024391,1,100336,6c44674875bbfd2e9f8c0718ba3b42df141f7053cba85cf5f615cb56b446448d,1765,215,0,0,en,yes,no,1804,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716041532+00'00',D:20260716041532+00'00',0,
Tender_1024467,Contract_Awards_PDFs/Tender_1024467.pdf,Tender_1024467.pdf,Contract_Awards_PDFs,contract_award,1024467,1,97930,3dcf1c9d1f28ed278a377264b606167c0e1daf66a1b688c1b1a54902b0529aa0,1709,207,0,0,en,yes,no,1748,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716041559+00'00',D:20260716041559+00'00',0,
Tender_1024517,Contract_Awards_PDFs/Tender_1024517.pdf,Tender_1024517.pdf,Contract_Awards_PDFs,contract_award,1024517,1,98946,65bfe9489ff3e9fc27a885bee1ff6fb8468cfb8b5ba774695566ef4f6d3c1002,1846,223,0,0,en,yes,no,1887,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716041428+00'00',D:20260716041428+00'00',0,
Tender_1024525,Contract_Awards_PDFs/Tender_1024525.pdf,Tender_1024525.pdf,Contract_Awards_PDFs,contract_award,1024525,1,98715,9e57d10d1ee167a60a9853d225d33479c163f665ced85b6eab8bb72a8a2f6c4f,1655,193,0,0,en,yes,no,1694,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716041440+00'00',D:20260716041440+00'00',0,
Tender_1024787,Contract_Awards_PDFs/Tender_1024787.pdf,Tender_1024787.pdf,Contract_Awards_PDFs,contract_award,1024787,1,98888,26bbcc1cc9b14567de21b3be24f0803a2ab0125aa1f0169bcf718ffaa7c60296,1698,202,0,0,en,yes,no,1737,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716041453+00'00',D:20260716041453+00'00',0,
Tender_1024807,Contract_Awards_PDFs/Tender_1024807.pdf,Tender_1024807.pdf,Contract_Awards_PDFs,contract_award,1024807,1,99767,d897b47bd44343ce8c19ac135c726b8a4322c79d04b313b93e3a89695e39e04e,1711,204,0,0,en,yes,no,1750,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716041505+00'00',D:20260716041505+00'00',0,
Tender_1024943,Contract_Awards_PDFs/Tender_1024943.pdf,Tender_1024943.pdf,Contract_Awards_PDFs,contract_award,1024943,1,98304,70de85dc538bef8ed893e1698ba44aed29a7bbc20176daa51932f43717924e03,1749,211,0,0,en,yes,no,1788,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716041416+00'00',D:20260716041416+00'00',0,
Tender_1024948,Contract_Awards_PDFs/Tender_1024948.pdf,Tender_1024948.pdf,Contract_Awards_PDFs,contract_award,1024948,1,98391,e0328f46297cc4957186d59d2ecee549c1d1a8816679249efc357d6cd662da2e,1810,217,0,0,en,yes,no,1849,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716041404+00'00',D:20260716041404+00'00',0,
Tender_1028832,Contract_Awards_PDFs/Tender_1028832.pdf,Tender_1028832.pdf,Contract_Awards_PDFs,contract_award,1028832,1,99104,3f9ff7b5c802a63efd307cf4c0da126bc295277ed4d3da7a7f1f4f7f9f7e8c9c,1648,205,0,0,en,yes,no,1687,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716033033+00'00',D:20260716033033+00'00',0,
